tf	mem
RBM14	MCM4
RBM14	MLL
RBM14	MPPE1
RBM14	MRPL30
RBM14	MRPL4
RBM14	MTMR1
RBM14	NCBP1
RBM14	NCBP2
RBM14	NFYA
RBM14	NIPA1
RBM14	NOL9
RBM14	NONO
RBM14	NUDT21
RBM14	NUP133
RBM14	NUP43
RBM14	NUP62
RBM14	ORC5L
RBM14	OTUD4
RBM14	PCYT1A
RBM14	PIGX
RBM14	POLDIP3
RBM14	POLH
RBM14	POLR2E
RBM14	PPP2R5D
RBM14	PRIM2
RBM14	PRPF4
RBM14	PSME3
RBM14	PSPC1
RBM14	PTBP1
RBM14	PTGES2
RBM14	RAB35
RBM14	RANGAP1
RBM14	RC3H2
RBM14	RFC3
RBM14	RNF126
RBM14	RNGTT
RBM14	RPS14
RBM14	RRM1
RBM14	SAE1
RBM14	SAFB
RBM14	SEMA5A
RBM14	SENP1
RBM14	SIP1
RBM14	SLC35A2
RBM14	SLC39A9
RBM14	SLC40A1
RBM14	STIP1
RBM14	STX6
RBM14	TAOK1
RBM14	TFDP1
RBM14	THADA
RBM14	THOP1
RBM14	TIMM23
RBM14	TMEM189-UBE2V1
RBM14	TMEM194
RBM14	TMEM48
RBM14	TOP3B
RBM14	TOX4
RBM14	UBE2L3
RBM14	UBE2S
RBM14	UBE3C
RBM14	UCK1
RBM14	UPF1
RBM14	USP10
RBM14	UTX
RBM14	VKORC1L1
RBM14	WBP11
RBM14	WDR6
RBM14	WHSC1
RBM14	WWP2
RBM14	YKT6
RBM14	YRDC
RBM14	YTHDC2
RBM14	YWHAZ
RBM14	ZCCHC4
RBM14	ZDHHC20
RBM14	ZMAT3
RBM14	ZNF259
RBM14	ZNF317
RBM14	ZNF589
RBM14	ZNF672
RBM14	ZNHIT2
RBM14	ZWILCH
RASSF7	ADAM19
RASSF7	ADRBK1
RASSF7	AQP12A
RASSF7	ARSK
RASSF7	B3GALT2
RASSF7	C11orf72
RASSF7	C17orf82
RASSF7	C20orf181
RASSF7	CHERP
RASSF7	CNNM2
RASSF7	CPA4
RASSF7	CXXC1
RASSF7	DDX11
RASSF7	DEFB106A
RASSF7	E2F4
RASSF7	EDC3
RASSF7	FAM18B2
RASSF7	FMN2
RASSF7	HOXC11
RASSF7	HSF1
RASSF7	IGHMBP2
RASSF7	KIAA0753
RASSF7	KLC3
RASSF7	KLHDC4
RASSF7	KLK3
RASSF7	MAP3K9
RASSF7	MMP25
RASSF7	MVK
RASSF7	NLRC4
RASSF7	NMUR2
RASSF7	OGFOD2
RASSF7	OTUB1
RASSF7	OXER1
RASSF7	PHCA
RASSF7	PMS2L11
RASSF7	PPME1
RASSF7	PROM2
RASSF7	PTCHD2
RASSF7	RHOD
RASSF7	RHOT2
RASSF7	RSPH3
RASSF7	SCAMP4
RASSF7	SLC34A3
RASSF7	SNORA78
RASSF7	SPAG17
RASSF7	STEAP3
RASSF7	TMC2
RASSF7	TMEM16G
RASSF7	TSEN54
RASSF7	USH1G
RASSF7	USP4
RASSF7	WDR79
RASSF7	WWOX
RBM18	PDHX
RBL2	MGAT4B
RBL2	PI4K2A
RBL2	SEPP1
RBL2	BRCA1
RBL2	DNMT3B
RBL2	E2F4
RBL2	RAD51
RBBP6	C20orf165
RBBP6	CREB1
RBBP6	DMN
RBBP6	EMID2
RBBP6	ICMT
RBBP6	PC
RBBP6	RBM38
RBBP6	STX5
RBBP6	TMEM105
RBBP6	USHBP1
RBBP6	WDR42A
RBM35A	AGR2
RBM35A	C1orf172
RBM35A	CD24
RBM35A	CDH1
RBM35A	CDH3
RBM35A	CLDN7
RBM35A	EHF
RBM35A	EPPK1
RBM35A	FXYD3
RBM35A	GALNT3
RBM35A	GRHL2
RBM35A	KRT15
RBM35A	KRT19
RBM35A	KRTCAP3
RBM35A	MAL2
RBM35A	MARVELD2
RBM35A	PKP3
RBM35A	PROM2
RBM35A	PRR5
RBM35A	PRSS8
RBM35A	RAB25
RBM35A	RBM35B
RBM35A	RIPK4
RBM35A	S100A14
RBM35A	SFN
RBM35A	SPINT2
RBM35A	TACSTD2
RBM35A	TMC4
RBM35A	TMEM30B
RBL1	ANAPC5
RBL1	BRCA2
RBL1	C10orf28
RBL1	C10orf78
RBL1	C18orf24
RBL1	C9orf41
RBL1	CASC5
RBL1	CCNE2
RBL1	CENPQ
RBL1	CEP27
RBL1	CLSPN
RBL1	CTDSPL2
RBL1	FCGRT
RBL1	FIGNL1
RBL1	FKBP15
RBL1	GTSE1
RBL1	HEATR3
RBL1	INPP5F
RBL1	MANEA
RBL1	MCM8
RBL1	MCPH1
RBL1	NCBP1
RBL1	NEDD1
RBL1	NUP160
RBL1	NUP205
RBL1	ORC5L
RBL1	PLK4
RBL1	PPP2R5D
RBL1	PRIM2
RBL1	PSMA7
RBL1	PSPC1
RBL1	RNASEH1
RBL1	RPAP3
RBL1	SKP2
RBL1	SNHG4
RBL1	SSH2
RBL1	TAF11
RBL1	TMPO
RBL1	TUBGCP3
RBL1	UBE3C
RBL1	UGCGL2
RBL1	WDR89
RBL1	ZDHHC20
RBL1	BRCA1
RBL1	CCNA2
RBL1	HIST1H2AE
RBL1	MYC
RBL1	TFDP1
RBM19	ABCF2
RBM19	ATPBD1B
RBM19	C1orf212
RBM19	DARS2
RBM19	DCTN5
RBM19	EFTUD2
RBM19	GEMIN7
RBM19	GLRX3
RBM19	L3MBTL2
RBM19	MGAT2
RBM19	NSUN4
RBM19	PDCD11
RBM19	PSMA5
RBM19	PSMB2
RBM19	PSMB3
RBM19	PSME3
RBM19	TMCO7
RBM19	TXNDC12
RBM19	UBE2L3
RBM19	ZNF259
RBM12B	ADAM19
RBM12B	AIF1
RBM12B	ARSK
RBM12B	BHMT
RBM12B	BST2
RBM12B	BTRC
RBM12B	C12orf32
RBM12B	C1orf136
RBM12B	C1orf183
RBM12B	C2orf14
RBM12B	CADM3
RBM12B	CEPT1
RBM12B	CIITA
RBM12B	DEFB106A
RBM12B	DISC1
RBM12B	DNAJC5G
RBM12B	E2F4
RBM12B	EFNB3
RBM12B	EPHB1
RBM12B	ERCC4
RBM12B	F2R
RBM12B	FAM18B2
RBM12B	FAM62A
RBM12B	FHAD1
RBM12B	FKBP5
RBM12B	FSCN3
RBM12B	HHAT
RBM12B	HYDIN
RBM12B	IGHMBP2
RBM12B	IKBKG
RBM12B	IL17D
RBM12B	INHBC
RBM12B	JAK1
RBM12B	KIR2DL5A
RBM12B	KRT14
RBM12B	KRTAP4-5
RBM12B	LMO7
RBM12B	LRRC43
RBM12B	LRRC52
RBM12B	MAP4K4
RBM12B	MEX3C
RBM12B	MMP25
RBM12B	NLRP1
RBM12B	NMUR2
RBM12B	NUDT7
RBM12B	OR7E104P
RBM12B	OTUB1
RBM12B	OXER1
RBM12B	PAPD4
RBM12B	PCGF3
RBM12B	PMS2L11
RBM12B	PNPLA2
RBM12B	RAB3IL1
RBM12B	RNF208
RBM12B	RPL7L1
RBM12B	RSPH3
RBM12B	RUNX1T1
RBM12B	SCAMP4
RBM12B	SCG5
RBM12B	SERPINB8
RBM12B	SETD5
RBM12B	SHOX
RBM12B	SIRT3
RBM12B	SLA
RBM12B	SLC34A3
RBM12B	SLC5A5
RBM12B	SPAG17
RBM12B	SRCAP
RBM12B	ST3GAL3
RBM12B	STAU2
RBM12B	STEAP3
RBM12B	SVEP1
RBM12B	TECTB
RBM12B	TMC2
RBM12B	TMEM16G
RBM12B	TMEM199
RBM12B	TMEM37
RBM12B	TRIM36
RBM12B	TTBK1
RBM12B	TTC13
RBM12B	TTC7B
RBM12B	UTS2R
RBM12B	XIST
RBM12B	ZC3H7B
RBM12B	ZNF804B
RBM35B	AGR2
RBM35B	AP1M2
RBM35B	AP1S2
RBM35B	ARHGEF5
RBM35B	CDS1
RBM35B	CHMP4C
RBM35B	FAM83H
RBM35B	GRHL2
RBM35B	MARVELD2
RBM35B	MARVELD3
RBM35B	NFATC3
RBM35B	OVOL2
RBM35B	PKP3
RBM35B	PRSS8
RBM35B	RAB25
RBM35B	RBM35A
RBM35B	S100A14
RBM35B	SCNN1A
RBM35B	SDC1
RBM35B	SERBP1
RBM35B	SFN
RBM35B	SPINT1
RBM35B	TACSTD1
RBM35B	TMC4
RBM35B	USP10
RBM26	ACTR2
RBM26	API5
RBM26	BRCA2
RBM26	C9orf41
RBM26	CENTB2
RBM26	CTDSPL2
RBM26	CUGBP1
RBM26	DBF4
RBM26	DHX9
RBM26	DIS3
RBM26	EPRS
RBM26	EXOC5
RBM26	FAM29A
RBM26	GRPEL2
RBM26	HSPA4
RBM26	KCTD5
RBM26	LRRC58
RBM26	MTF2
RBM26	NEDD1
RBM26	NPAT
RBM26	NUP160
RBM26	PSPC1
RBM26	PTGES2
RBM26	RBAK
RBM26	RPAP3
RBM26	SMC3
RBM26	SPAG9
RBM26	SSB
RBM26	SYNCRIP
RBM26	TMPO
RBM26	TPP2
RBM26	VPS35
RBM26	ZBTB33
RBM22	C6orf166
RBM22	FUSIP1
RBM22	GNB1
RBM22	GTF2F1
RBM22	MAPK1IP1L
RBM22	MGAT2
RBM22	MXI1
RBM22	NUP98
RBM22	SEC23IP
RBM22	UBE2S
RBM22	UPF1
RBM22	ZNF207
RBM28	ABCE1
RBM28	ABCF2
RBM28	ADSL
RBM28	ANAPC1
RBM28	ATAD2
RBM28	ATPBD4
RBM28	BCCIP
RBM28	BXDC1
RBM28	C14orf166
RBM28	C15orf23
RBM28	C17orf71
RBM28	C1QBP
RBM28	C21orf66
RBM28	C2orf3
RBM28	C2orf49
RBM28	C6orf66
RBM28	C9orf105
RBM28	C9orf114
RBM28	CCDC99
RBM28	CCT6A
RBM28	CDC123
RBM28	CDCA2
RBM28	CDKN3
RBM28	CENPA
RBM28	CHAC2
RBM28	CIAPIN1
RBM28	CKAP5
RBM28	CNIH
RBM28	COPS3
RBM28	CSNK1G1
RBM28	CSNK2A1
RBM28	CTSB
RBM28	DCUN1D5
RBM28	DDX10
RBM28	DHODH
RBM28	DLEU1
RBM28	FASTKD2
RBM28	FBXO28
RBM28	GART
RBM28	GFM2
RBM28	GLRX3
RBM28	GPATCH4
RBM28	GTF3C3
RBM28	HEATR1
RBM28	HMBS
RBM28	IARS
RBM28	IARS2
RBM28	IDE
RBM28	KARS
RBM28	KIF15
RBM28	KIF2C
RBM28	LARS2
RBM28	METTL5
RBM28	MKKS
RBM28	MRPL39
RBM28	MRPL42
RBM28	MRPL47
RBM28	MRPS17
RBM28	MRPS30
RBM28	MTHFD1
RBM28	MTIF2
RBM28	NLN
RBM28	NUDCD1
RBM28	NUP35
RBM28	NUP37
RBM28	ODC1
RBM28	OIP5
RBM28	PAICS
RBM28	PDCD11
RBM28	PDSS1
RBM28	PNO1
RBM28	PNPT1
RBM28	PPIL5
RBM28	PSMA1
RBM28	PSMA2
RBM28	PSMA3
RBM28	PSMA5
RBM28	PSMB2
RBM28	PSMD12
RBM28	PSMD6
RBM28	PSME3
RBM28	PSMG1
RBM28	RNASEH1
RBM28	RPAP3
RBM28	RPP40
RBM28	RQCD1
RBM28	SAAL1
RBM28	SGOL1
RBM28	SIP1
RBM28	SRR
RBM28	SUGT1
RBM28	SYNCRIP
RBM28	TERF2
RBM28	TEX10
RBM28	TFB1M
RBM28	TMEM48
RBM28	TTC27
RBM28	TUBG1
RBM28	TUBGCP4
RBM28	UBE2T
RBM28	UCHL5
RBM28	USP14
RBM28	USP45
RBM28	UTP11L
RBM28	UTP20
RBM28	WDR12
RBM28	WDSOF1
RBM28	ZC3H8
RBM28	ZC3HC1
RBM28	ZNF473
RBM28	ZW10
RBM39	ACTR1A
RBM39	CD244
RBM39	CPSF1
RBM39	CPSF6
RBM39	FNBP1
RBM39	FUBP1
RBM39	GNAS
RBM39	NME1-NME2
RBM39	PCBP2
RBM39	PLEKHM2
RBM39	SDCCAG1
RBM39	SENP6
RBM39	SEPT13
RBM39	SFPQ
RBM17	ARPC5L
RBM17	C1orf144
RBM17	C6orf201
RBM17	DERL3
RBM17	DMN
RBM17	EMID2
RBM17	GLTSCR2
RBM17	GP1BB
RBM17	H1FNT
RBM17	HIAT1
RBM17	IGFL1
RBM17	IQCC
RBM17	IRGM
RBM17	MAP2K2
RBM17	MRPS10
RBM17	MYO18A
RBM17	MYST3
RBM17	NRG1
RBM17	NUP62
RBM17	SART3
RBM17	SUMO3
RBM17	THOC4
RBM17	TMCC1
RBM17	YKT6
RBM17	ZNF259
RBM25	ANKRD12
RBM25	ATRX
RBM25	CEP110
RBM25	CEP290
RBM25	FAM126B
RBM25	PPIG
RBM25	PRPF40A
RBM25	REPS1
RBM25	RIF1
RBM25	TGS1
RBM25	TOP1
RBM25	USP16
RBM25	YTHDC1
RBMS1	DBC1
RBM42	ADRM1
RBM42	AKT1S1
RBM42	BANF1
RBM42	C16orf13
RBM42	CCDC95
RBM42	CD300LG
RBM42	COPE
RBM42	LRRC6
RBM42	MAP2K2
RBM42	MRPL4
RBM42	MRPS12
RBM42	OTUB1
RBM42	PFN1
RBM42	PPP5C
RBM42	PRMT1
RBM42	PUF60
RBM42	RANGAP1
RBM42	SENP3
RBM42	STK16
RBM42	SYMPK
RBM42	TOMM22
RBM42	TRAPPC1
RBM42	TUBGCP2
RBM42	UBE2M
RBM42	VARS
RBM42	WBP11
RBM34	ANKRD17
RBM34	AZI2
RBM34	BRAP
RBM34	BRCA2
RBM34	BRCC3
RBM34	C11orf57
RBM34	C12orf47
RBM34	C12orf48
RBM34	C14orf126
RBM34	C3orf19
RBM34	C4orf16
RBM34	C8orf53
RBM34	C9orf7
RBM34	CDKAL1
RBM34	CEBPZ
RBM34	CENPJ
RBM34	CEP27
RBM34	CPSF2
RBM34	EIF3J
RBM34	ETNK1
RBM34	EXOSC3
RBM34	FAM152A
RBM34	FGF1
RBM34	FIP1L1
RBM34	GART
RBM34	GNL2
RBM34	GTF2H2
RBM34	HEATR1
RBM34	HERC4
RBM34	HPS3
RBM34	HSPA4
RBM34	KRR1
RBM34	LSM8
RBM34	LYRM2
RBM34	MAGOH
RBM34	METTL2B
RBM34	MIER3
RBM34	NBN
RBM34	NCBP1
RBM34	NIP7
RBM34	NSMAF
RBM34	NUDT21
RBM34	null
RBM34	NUPL1
RBM34	ORC5L
RBM34	PAK2
RBM34	PBRM1
RBM34	PGGT1B
RBM34	PNO1
RBM34	PPP2R5C
RBM34	PRIM2
RBM34	PRPF40A
RBM34	PRR8
RBM34	PSMA4
RBM34	PSMA7
RBM34	PTPN2
RBM34	QTRTD1
RBM34	RAD18
RBM34	RPAP3
RBM34	SFRS5
RBM34	SIP1
RBM34	SNAP23
RBM34	SPSB3
RBM34	SRFBP1
RBM34	SSB
RBM34	STK3
RBM34	STYX
RBM34	TAF5L
RBM34	TANK
RBM34	TIPRL
RBM34	TMOD3
RBM34	TUBGCP3
RBM34	TXNDC9
RBM34	UBE3C
RBM34	UTP14A
RBM34	VRK1
RBM34	WDR89
RBM34	ZCCHC10
RBM34	ZCCHC4
RBM34	ZCCHC7
RBM34	ZNF277
RBM34	ZNF642
RBM34	ZNF673
RBM34	ZNF92
RBM8A	ABT1
RBM8A	BCL2L12
RBM8A	BUD31
RBM8A	C20orf194
RBM8A	C5orf41
RBM8A	CD163
RBM8A	CDC123
RBM8A	CDCA8
RBM8A	DHX9
RBM8A	DKC1
RBM8A	EIF2S1
RBM8A	ELAVL1
RBM8A	ENY2
RBM8A	EXOSC2
RBM8A	EXOSC3
RBM8A	GTPBP4
RBM8A	HNRPF
RBM8A	HNRPM
RBM8A	ILF2
RBM8A	ISG20L2
RBM8A	LMNB2
RBM8A	MAGOH
RBM8A	MRTO4
RBM8A	NPM1
RBM8A	NXT1
RBM8A	PES1
RBM8A	POLA2
RBM8A	PPAN-P2RY11
RBM8A	PPIH
RBM8A	PRELID1
RBM8A	PTRH2
RBM8A	PWP2
RBM8A	RAN
RBM8A	RCC1
RBM8A	SEC61B
RBM8A	SEPHS1
RBM8A	SFRS7
RBM8A	SFRS9
RBM8A	SNORA9
RBM8A	SNRPA
RBM8A	SNRPA1
RBM8A	SNRPB
RBM8A	SNRPD1
RBM8A	SNRPD3
RBM8A	SNRPF
RBM8A	THOC4
RBM8A	TMEM183A
RBM8A	UCK2
RBM8A	WDR74
RBM8A	XRCC6
RBM8A	ZNRD1
RBM8A	ZRF1
RBPMS	A2M
RBPMS	ACTA2
RBPMS	ARHGAP1
RBPMS	BCAM
RBPMS	C4B
RBPMS	CAPNS1
RBPMS	CASKIN2
RBPMS	CD151
RBPMS	CGNL1
RBPMS	CX3CL1
RBPMS	KIAA1217
RBPMS	MAGI1
RBPMS	MAOB
RBPMS	PARVA
RBPMS	PPAP2A
RBPMS	SORBS2
RBPMS	TNS1
RBPMS	ZBTB20
RBX1	ADSL
RBX1	C6orf108
RBX1	C9orf105
RBX1	MRPS11
RBX1	MRPS12
RBX1	PPIE
RBX1	PSMB7
RBX1	RANBP1
RBX1	TIMM13
RBX1	WDR18
RCHY1	MED4
RBM5	C1orf63
RBM5	CCNL2
RBM5	CGGBP1
RBM5	DCP1B
RBM5	DDX17
RBM5	KCNH2
RBM5	NCOR1
RBM5	NF2
RBM5	NIPBL
RBM5	PAPD4
RBM5	POGZ
RBM5	SAMD4B
RBM5	SFRS5
RBM5	TIA1
RC3H2	ABCD3
RC3H2	ACTR2
RC3H2	ADAM33
RC3H2	AFF4
RC3H2	AHCTF1
RC3H2	ANAPC11
RC3H2	API5
RC3H2	APLP2
RC3H2	ARHGAP5
RC3H2	ARNTL2
RC3H2	ASXL1
RC3H2	ASXL2
RC3H2	ATAD2
RC3H2	BPTF
RC3H2	BTRC
RC3H2	C10orf18
RC3H2	C12orf35
RC3H2	C13orf3
RC3H2	C13orf31
RC3H2	C14orf145
RC3H2	C14orf172
RC3H2	C18orf25
RC3H2	C1orf55
RC3H2	C1S
RC3H2	C2orf49
RC3H2	C3orf19
RC3H2	C5orf22
RC3H2	CAMSAP1L1
RC3H2	CAPRIN1
RC3H2	CASP2
RC3H2	CDCA2
RC3H2	CNOT1
RC3H2	COG3
RC3H2	CTDSPL2
RC3H2	DCTN4
RC3H2	DCTN5
RC3H2	DENR
RC3H2	DHX35
RC3H2	DRAP1
RC3H2	DTL
RC3H2	EEA1
RC3H2	EVX1
RC3H2	EXOC5
RC3H2	FAM29A
RC3H2	FAM54A
RC3H2	FBXO28
RC3H2	FBXW11
RC3H2	FCGRT
RC3H2	FEN1
RC3H2	GEMIN7
RC3H2	GFM2
RC3H2	GJA9
RC3H2	GLRX3
RC3H2	GOPC
RC3H2	GORASP2
RC3H2	GRPEL2
RC3H2	HIPK3
RC3H2	HSP90AB1
RC3H2	KBTBD2
RC3H2	KCTD20
RC3H2	KIAA0372
RC3H2	KIF2A
RC3H2	KIF2C
RC3H2	KPNA4
RC3H2	LMO7
RC3H2	LRSAM1
RC3H2	LSM11
RC3H2	MAD2L1
RC3H2	MAP3K7
RC3H2	MAP3K7IP2
RC3H2	MARCH7
RC3H2	MBNL1
RC3H2	MCM4
RC3H2	MED20
RC3H2	MFAP3
RC3H2	MGEA5
RC3H2	MIER3
RC3H2	MLLT10
RC3H2	MLSTD2
RC3H2	MTMR1
RC3H2	MYH11
RC3H2	MYSM1
RC3H2	NAB1
RC3H2	NCOA2
RC3H2	NOL9
RC3H2	NRAS
RC3H2	NUP153
RC3H2	NUP50
RC3H2	ORAI2
RC3H2	OTUD4
RC3H2	PAFAH1B1
RC3H2	PAK2
RC3H2	PATZ1
RC3H2	PHTF2
RC3H2	PIK3C2A
RC3H2	PPA2
RC3H2	PPIL5
RC3H2	PPP2R1B
RC3H2	PPTC7
RC3H2	PRKCI
RC3H2	PRPF4B
RC3H2	PSME3
RC3H2	PTGES2
RC3H2	PTPN11
RC3H2	QSER1
RC3H2	RAB3GAP2
RC3H2	RAB6A
RC3H2	RAD21
RC3H2	RBAK
RC3H2	RBM14
RC3H2	RBM33
RC3H2	RHEB
RC3H2	RIN2
RC3H2	RNF38
RC3H2	RNGTT
RC3H2	SCAMP1
RC3H2	SCYL2
RC3H2	SENP1
RC3H2	SETD5
RC3H2	SETX
RC3H2	SGPP1
RC3H2	SKP2
RC3H2	SLAIN2
RC3H2	SPAG9
RC3H2	SPTLC2
RC3H2	SRPK1
RC3H2	STK4
RC3H2	SUPT16H
RC3H2	SYNJ1
RC3H2	TAF9B
RC3H2	TGFBR1
RC3H2	TMEM140
RC3H2	TMEM48
RC3H2	TMPO
RC3H2	TOP3B
RC3H2	TRIM23
RC3H2	TXNDC12
RC3H2	UBE2L3
RC3H2	USP25
RC3H2	USP34
RC3H2	UTP15
RC3H2	UTP18
RC3H2	UTX
RC3H2	WHSC1
RC3H2	WTAP
RC3H2	XPO5
RC3H2	YOD1
RC3H2	YRDC
RC3H2	YTHDF3
RC3H2	ZBTB6
RC3H2	ZNF317
RC3H2	ZNF644
RC3H2	ZW10
RBM47	DENND2D
RBM47	SPINT2
RBM6	ANKRD17
RBM6	ARID1B
RBM6	BRWD2
RBM6	CAMSAP1
RBM6	CAPN7
RBM6	CEPT1
RBM6	CLASP1
RBM6	CREBBP
RBM6	DPH4
RBM6	EIF4G3
RBM6	FRG1
RBM6	LSM14A
RBM6	MBD1
RBM6	METAP2
RBM6	MFN1
RBM6	OSBPL9
RBM6	PAN3
RBM6	PAPD4
RBM6	PCMTD1
RBM6	PIAS1
RBM6	PIK3CA
RBM6	PLGLA1
RBM6	PSMA3
RBM6	RAB3GAP2
RBM6	RARS
RBM6	RNPC3
RBM6	SETD5
RBM6	STT3B
RBM6	THOC2
RBM6	TM2D1
RBM6	TNKS
RBM6	TNRC15
RBM6	TNRC6B
RBM6	UBE2D3
RBM6	UBR5
RBM6	USP40
RBM6	ZBTB20
RBM6	ZFAND3
RBM6	ZNF518A
RBM6	ZNF609
RBM4B	C22orf16
RBM4B	CLASP1
RBM4B	DENR
RBM4B	DPH4
RBM4B	MARCH7
RBM4B	NME1-NME2
RBM4B	RFWD2
RBM4B	SFPQ
RBM4B	TIA1
RBM4B	TRIM13
RBMX	BUB3
RBMX	C1orf151
RBMX	CENPL
RBMX	FBL
RBMX	FNBP4
RBMX	HMGN1
RBMX	NAT10
RBMX	PAPD4
RBMX	RPL7AP8
RBMX	SFRS2
RBMX	EGR1
RBMX	FOS
RBMX	FOSL1
RBMX	JUNB
RBMX	JUND
RBMX	KIT
RBMX	ROS1
RBMX	TXNIP
RBMX2	AURKA
RBMX2	C5orf22
RBMX2	FCGRT
RBMS3	ABCA8
RBMS3	ABI3BP
RBMS3	APOLD1
RBMS3	AQP1
RBMS3	BRRN1
RBMS3	CDH5
RBMS3	CFH
RBMS3	CFHR1P
RBMS3	DCN
RBMS3	EDG1
RBMS3	ELTD1
RBMS3	FANCA
RBMS3	GHR
RBMS3	GPR116
RBMS3	KDR
RBMS3	KIAA1462
RBMS3	LDB2
RBMS3	LIMCH1
RBMS3	MEOX2
RBMS3	MGP
RBMS3	MMRN2
RBMS3	PLAC9
RBMS3	PLN
RBMS3	PLSCR4
RBMS3	PRELP
RBMS3	PRSS23
RBMS3	PTGIS
RBMS3	PTPRB
RBMS3	RCAN2
RBMS3	RGS5
RBMS3	RHOJ
RBMS3	RPL24
RBMS3	SLC22A25
RBMS3	SLIT2
RBMS3	SYNPO
RBMS3	TEK
RBMS3	TNS1
RBMS3	UACA
RCOR3	ACLY
RCOR3	ATRX
RCOR3	BARHL1
RCOR3	BAZ2B
RCOR3	C10orf119
RCOR3	C19orf10
RCOR3	CEP68
RCOR3	CIRBP
RCOR3	COX6A1
RCOR3	CSNK1D
RCOR3	CTSC
RCOR3	CYP51A1
RCOR3	DCP1B
RCOR3	ELAVL1
RCOR3	EPM2AIP1
RCOR3	FAM54A
RCOR3	FAM60A
RCOR3	FKBP1A
RCOR3	FTSJ1
RCOR3	GPRASP1
RCOR3	HSPA12A
RCOR3	HSPA4
RCOR3	KIAA0232
RCOR3	KIAA1109
RCOR3	KLHDC1
RCOR3	MAP3K15
RCOR3	MAPRE1
RCOR3	MCFD2
RCOR3	MLLT10
RCOR3	NFIA
RCOR3	NRAS
RCOR3	NTSR1
RCOR3	NUDT21
RCOR3	null
RCOR3	NUP50
RCOR3	PDXK
RCOR3	PHC3
RCOR3	PRELID1
RCOR3	PTBP1
RCOR3	REEP5
RCOR3	RNF175
RCOR3	SAR1A
RCOR3	SFRS18
RCOR3	SLC25A13
RCOR3	SNRPN
RCOR3	SPTLC2
RCOR3	SQLE
RCOR3	SSPN
RCOR3	SSR1
RCOR3	STIP1
RCOR3	THOC4
RCOR3	TIMM17A
RCOR3	TMEM167
RCOR3	TMEM189-UBE2V1
RCOR3	TMEM50B
RCOR3	TNFRSF10B
RCOR3	TXN
RCOR3	UBE2S
RCOR3	UBR2
RCOR3	USP34
RCOR3	VPS36
RCOR3	ZBTB20
RCOR3	ZC3H6
RCOR3	ZDHHC3
RCOR3	ZMAT1
RCOR3	ZNF207
RCOR3	ZNF259
RCOR3	ZNF302
RCOR3	ZNF84
RDBP	CD2BP2
RDBP	CTNND1
RDBP	MEA1
RDBP	POLR2G
RDBP	PSMD9
RDBP	STYXL1
RECQL4	AIFM3
RECQL4	AK2
RECQL4	ANP32B
RECQL4	ASF1B
RECQL4	ATAD3A
RECQL4	ATIC
RECQL4	BCL2L12
RECQL4	BIRC5
RECQL4	BRRN1
RECQL4	BUB1B
RECQL4	BUB3
RECQL4	C16orf59
RECQL4	C19orf48
RECQL4	C1orf31
RECQL4	C20orf194
RECQL4	C8orf76
RECQL4	C9orf140
RECQL4	CAD
RECQL4	CAPNS2
RECQL4	CCNB2
RECQL4	CCNF
RECQL4	CCT2
RECQL4	CCT4
RECQL4	CDC25A
RECQL4	CDC45L
RECQL4	CDCA3
RECQL4	CDCA5
RECQL4	CDCA8
RECQL4	CENPM
RECQL4	CEP72
RECQL4	CHAF1A
RECQL4	CLN6
RECQL4	CPEB4
RECQL4	CSPP1
RECQL4	DDX11
RECQL4	DKC1
RECQL4	DTYMK
RECQL4	E2F2
RECQL4	EIF3B
RECQL4	EIF4A3
RECQL4	ESPL1
RECQL4	F12
RECQL4	FAM107A
RECQL4	FAM149B1
RECQL4	FAM78B
RECQL4	FAM83D
RECQL4	FANCA
RECQL4	FANCG
RECQL4	FARSA
RECQL4	FEN1
RECQL4	FOXM1
RECQL4	GEMIN4
RECQL4	GINS2
RECQL4	HJURP
RECQL4	HMG4L
RECQL4	HMGN1
RECQL4	HNRNPC
RECQL4	ILF2
RECQL4	ILF3
RECQL4	KIAA0101
RECQL4	KIF2C
RECQL4	LIG1
RECQL4	MCM2
RECQL4	MCM3
RECQL4	MCM5
RECQL4	MCM7
RECQL4	MELK
RECQL4	MKI67
RECQL4	MRPL9
RECQL4	MYBL2
RECQL4	MYO19
RECQL4	NCAPD3
RECQL4	NLE1
RECQL4	NME1-NME2
RECQL4	NPM1
RECQL4	NUP205
RECQL4	PAFAH1B3
RECQL4	PAICS
RECQL4	PHF19
RECQL4	PLK1
RECQL4	POLD1
RECQL4	POLR2H
RECQL4	PRC1
RECQL4	PRIM1
RECQL4	PRPF4
RECQL4	PSMC3IP
RECQL4	PSMG3
RECQL4	PTBP1
RECQL4	PTTG1
RECQL4	PWP1
RECQL4	PYCR1
RECQL4	RAE1
RECQL4	RCC1
RECQL4	RNASEH2A
RECQL4	RPS21
RECQL4	RRM2
RECQL4	SAAL1
RECQL4	SF3B3
RECQL4	SLC19A1
RECQL4	SMARCA4
RECQL4	SNRPA
RECQL4	SNRPB
RECQL4	SSRP1
RECQL4	SUV39H1
RECQL4	TELO2
RECQL4	THOC3
RECQL4	TIMELESS
RECQL4	TK1
RECQL4	TOMM34
RECQL4	TPX2
RECQL4	TREX1
RECQL4	TRIP13
RECQL4	TROAP
RECQL4	TSEN54
