geneA_genesym	geneB_genesym
ATP6V1B1	SLC25A3
ATP6V1B1	SLC30A1
ATP6V1B1	SLC30A5
ATP6V1B1	SLC35F6
ATP6V1B1	STOM
ATP6V1B1	STX12
ATP6V1B1	STX1A
ATP6V1B1	STX8
ATP6V1B1	SUV39H1
ATP6V1B1	TACSTD2
ATP6V1B1	TCIRG1
ATP6V1B1	TFRC
ATP6V1B1	TM9SF1
ATP6V1B1	TMEM192
ATP6V1B1	TMOD3
ATP6V1B1	TRMT1
ATP6V1B1	UBE2B
ATP6V1B1	VAMP7
ATP6V1B1	VAMP8
ATP6V1B1	VPS33B
ATP6V1B1	VTI1B
ATP6V1B1	ZBED1
ATP6V1B2	ATP6V1D
ATP6V1B2	ATP6V1E1
ATP6V1B2	ATP6V1F
ATP6V1B2	ATP6V1H
ATP6V1B2	CCT8
ATP6V1B2	CRMP1
ATP6V1B2	CSDE1
ATP6V1B2	CUL2
ATP6V1B2	DARS
ATP6V1B2	EPRS
ATP6V1B2	GANAB
ATP6V1B2	GMPPB
ATP6V1B2	HDLBP
ATP6V1B2	HSP90AB1
ATP6V1B2	HYOU1
ATP6V1B2	INTS2
ATP6V1B2	JUP
ATP6V1B2	MSH2
ATP6V1B2	MSH6
ATP6V1B2	PABPC1
ATP6V1B2	PAN2
ATP6V1B2	PBDC1
ATP6V1B2	PCMT1
ATP6V1B2	PDE3A
ATP6V1B2	PIN1
ATP6V1B2	POLR2A
ATP6V1B2	POLR2B
ATP6V1B2	RPS5
ATP6V1B2	RUVBL1
ATP6V1B2	SEC24C
ATP6V1B2	SKP1
ATP6V1B2	SNCA
ATP6V1B2	SRXN1
ATP6V1B2	SSRP1
ATP6V1B2	SSSCA1
ATP6V1B2	SULT1A1
ATP6V1B2	SUPT5H
ATP6V1B2	SWAP70
ATP6V1B2	TMEM189-UBE2V1
ATP6V1B2	TRMT1
ATP6V1B2	TRMT6
ATP6V1B2	TUBA1A
ATP6V1B2	TUBA1C
ATP6V1B2	TUBB4B
ATP6V1B2	UBA2
ATP6V1B2	UBC
ATP6V1B2	UBE2C
ATP6V1B2	UBE2V2
ATP6V1B2	UBQLN1
ATP6V1B2	UBXN7
ATP6V1B2	UFC1
ATP6V1B2	UNK
ATP6V1B2	USP34
ATP6V1B2	WDR5
ATP6V1B2	XRCC6
ATP6V1B2	YIF1B
ATP6V1B2	ZBED1
ATP6V1B2	ZFYVE19
ATP6V1B2	ZPR1
ATP6V1B2	ZYX
ATP6V1C1	ATP6V1E1
ATP6V1C1	CISD1
ATP6V1C1	CPT1A
ATP6V1C1	CTTN
ATP6V1C1	DNM1L
ATP6V1C1	GSPT1
ATP6V1C1	GSPT2
ATP6V1C1	GTF2A1
ATP6V1C1	IDE
ATP6V1C1	IVNS1ABP
ATP6V1C1	LUC7L2
ATP6V1C1	MGST3
ATP6V1C1	MOV10
ATP6V1C1	MRPS35
ATP6V1C1	NASP
ATP6V1C1	PAWR
ATP6V1C1	PSMG3
ATP6V1C1	RDX
ATP6V1C1	SARS
ATP6V1C1	SHMT1
ATP6V1C1	SHMT2
ATP6V1C1	SNX1
ATP6V1C1	SNX2
ATP6V1C1	SNX6
ATP6V1C1	SRSF5
ATP6V1C1	SSR1
ATP6V1C1	STAT1
ATP6V1C1	TBC1D15
ATP6V1C1	TSN
ATP6V1C1	TXNDC17
ATP6V1C1	TYMS
ATP6V1C1	UBAC2
ATP6V1C1	UBC
ATP6V1C1	VASP
ATP6V1C1	VPS29
ATP6V1C1	VPS35
ATP6V1C1	VTA1
ATP6V1C2	GOLGA2
ATP6V1D	ATP6V1E1
ATP6V1D	ATP6V1F
ATP6V1D	ATP6V1H
ATP6V1D	DDX28
ATP6V1D	MPV17
ATP6V1D	MRPL40
ATP6V1D	PTRH2
ATP6V1D	RPS15
ATP6V1D	RPS18
ATP6V1D	RRAGB
ATP6V1D	SNX8
ATP6V1D	TCIRG1
ATP6V1D	TOMM34
ATP6V1D	UBC
ATP6V1D	XPNPEP1
ATP6V1E1	ATP6V1F
ATP6V1E1	ATP6V1G1
ATP6V1E1	ATP6V1G2
ATP6V1E1	ATP6V1H
ATP6V1E1	CD55
ATP6V1E1	EPB41
ATP6V1E1	LAMTOR3
ATP6V1E1	MCC
ATP6V1E1	MESDC2
ATP6V1E1	PICALM
ATP6V1E1	PPIF
ATP6V1E1	S100A10
ATP6V1E1	SAMHD1
ATP6V1E1	SCAMP3
ATP6V1E1	SCO2
ATP6V1E1	SFXN1
ATP6V1E1	SLC30A5
ATP6V1E1	SRSF3
ATP6V1E1	SSBP1
ATP6V1E1	SUGP1
ATP6V1E1	TCIRG1
ATP6V1E1	THY1
ATP6V1E1	TMEM43
ATP6V1E1	TYMS
ATP6V1E1	UBC
ATP6V1E1	VAPA
ATP6V1E1	XPNPEP1
ATP6V1E1	XRCC6
ATP6V1E1	YBX1
ATP6V1E1	YES1
ATP6V1E1	ZFR
ATP6V1E1	ZNF827
ATP6V1E2	ATP6V1G1
ATP6V1E2	UBC
ATP6V1F	ATP6V1H
ATP6V1F	CORO1B
ATP6V1F	DDB1
ATP6V1F	DDX3X
ATP6V1F	EIF2AK2
ATP6V1F	HNRNPL
ATP6V1F	HYOU1
ATP6V1F	IGBP1
ATP6V1F	CEP126
ATP6V1F	MPV17
ATP6V1F	NNT
ATP6V1F	PICALM
ATP6V1F	SRSF2
ATP6V1F	SRXN1
ATP6V1F	SSSCA1
ATP6V1F	TMEM189-UBE2V1
ATP6V1F	TTLL12
ATP6V1F	TXN
ATP6V1F	UBC
ATP6V1F	UBE2B
ATP6V1F	UBE2C
ATP6V1F	UBE2D1
ATP6V1F	UBE4B
ATP6V1F	UBR5
ATP6V1F	UBXN7
ATP6V1F	UCHL3
ATP6V1F	UFC1
ATP6V1F	UNK
ATP6V1F	USP9X
ATP6V1F	VASP
ATP6V1F	VDAC2
ATP6V1F	VPS26A
ATP6V1F	ZPR1
ATP6V1F	ZRANB2
ATP6V1G1	BCL2L11
ATP6V1G1	TMEM189-UBE2V1
ATP6V1G1	UBC
ATP6V1G2	UBC
ATP6V1H	DDX28
ATP6V1H	EEF2
ATP6V1H	EGFR
ATP6V1H	ETHE1
ATP6V1H	GMPPB
ATP6V1H	HNRNPUL1
ATP6V1H	MYC
ATP6V1H	PDXDC1
ATP6V1H	PHLDA3
ATP6V1H	PROCR
ATP6V1H	PTP4A3
ATP6V1H	RAB11B
ATP6V1H	RMDN3
ATP6V1H	SORBS3
ATP6V1H	SOX9
ATP6V1H	TANK
ATP6V1H	UBC
ATP6V1H	UBE2N
ATP6V1H	UBQLN1
ATP6V1H	USP3
ATP6V1H	USP47
ATP6V1H	VDAC2
ATP6V1H	VDAC3
ATP6V1H	WDR44
ATP6V1H	ZFAND5
ATP6V1H	ZMPSTE24
ATP7A	CLU
ATP7A	COMMD1
ATP7A	GLRX
ATP7A	PDZD11
ATP7A	UBC
ATP7B	CLU
ATP7B	COMMD1
ATP7B	DCTN4
ATP7B	GLRX
ATP7B	HP
ATP7B	UBC
ATP7B	ZBTB16
ATP8	GRB2
ATP8	PACSIN1
ATP8	RAPGEF2
ATP8	UBC
ATP8	UBE2I
ATP8	WNK1
ATP8A1	TMEM30A
ATP8A1	UBC
ATP8A2	UBD
ATP8B1	TMEM30A
ATP8B1	TMEM30B
ATP8B2	UBC
ATP8B3	UBC
ATP9A	COPS6
ATP9A	ESR1
ATP9A	UBC
ATP9B	UBC
ATPAF1	UBC
ATPAF2	IKZF3
ATPAF2	PRDM14
ATPIF1	CHD3
ATPIF1	GSK3B
ATPIF1	PIK3CA
ATPIF1	UBQLN4
ATR	BID
ATR	BLM
ATR	BRCA1
ATR	CCNB2
ATR	CDC5L
ATR	CDC6
ATR	CDK9
ATR	CDKN2A
ATR	CDKN2C
ATR	CEP164
ATR	CHD4
ATR	CHEK1
ATR	CINP
ATR	CLK2
ATR	CLSPN
ATR	EEF1E1
ATR	EGFR
ATR	EP300
ATR	FLT1
ATR	HDAC1
ATR	HDAC2
ATR	HSP90AA1
ATR	HSPA4
ATR	HUS1
ATR	IKBKG
ATR	KDR
ATR	MCM7
ATR	MSH2
ATR	MSH6
ATR	MTA1
ATR	MTA2
ATR	NBN
ATR	NCOA2
ATR	PML
ATR	PMS1
ATR	RAD1
ATR	RAD17
ATR	RAD9A
ATR	RHEB
ATR	RPA1
ATR	SMC1A
ATR	SNIP1
ATR	SOCS1
ATR	TELO2
ATR	TOPBP1
ATR	TP53
ATR	TTI1
ATR	UBC
ATR	WRN
ATR	XPA
ATR	XRCC5
ATRAID	LPP
ATRAID	NELL1
ATRAID	SNX9
ATRIP	BRCA1
ATRIP	CDC6
ATRIP	CDK9
ATRIP	CEP164
ATRIP	CINP
ATRIP	CLK2
ATRIP	HERC2
ATRIP	HNRNPUL1
ATRIP	IFT20
ATRIP	IKBKG
ATRIP	MCM2
ATRIP	MCM7
ATRIP	MSH2
ATRIP	NBN
ATRIP	PRKDC
ATRIP	RIBC2
ATRIP	RPA1
ATRIP	RRM2B
ATRIP	SUMO2
ATRIP	TIMELESS
ATRIP	TOPBP1
ATRIP	UBC
ATRN	COPS5
ATRN	FBXO6
ATRN	UBC
ATRNL1	MC4R
ATRX	BLM
ATRX	CALM1
ATRX	CBX5
ATRX	CCSER2
ATRX	DAXX
ATRX	EIF4A2
ATRX	EZH2
ATRX	H3F3A
ATRX	HDAC4
ATRX	HIST1H3A
ATRX	CEP126
ATRX	LUC7L2
ATRX	MECP2
ATRX	MUS81
ATRX	NEK1
ATRX	PTN
ATRX	PTPN4
ATRX	RAD51
ATRX	SMC1A
ATRX	SUMO2
ATRX	SVIL
ATRX	UBC
ATRX	WRN
ATRX	ZBED1
ATRX	ZNF512B
ATXN1	ATXN1L
ATXN1	ATXN2
ATXN1	ATXN2L
ATXN1	BAALC
ATXN1	BASP1
ATXN1	BATF2
ATXN1	BEND2
ATXN1	BTG3
ATXN1	CAMK2B
ATXN1	CCDC136
ATXN1	CCNK
ATXN1	CDIP1
ATXN1	CDK6
ATXN1	CFL1
ATXN1	CHRFAM7A
ATXN1	CIRBP
ATXN1	CLCN2
ATXN1	CLEC4F
ATXN1	COIL
ATXN1	CPSF7
ATXN1	CREM
ATXN1	CRIP2
ATXN1	CRK
ATXN1	CRY2
ATXN1	CST3
ATXN1	DAZAP2
ATXN1	DCTN3
ATXN1	DHRSX
ATXN1	DHX37
ATXN1	DIXDC1
ATXN1	DMPK
ATXN1	DNAJA3
ATXN1	DOCK5
ATXN1	DZIP3
ATXN1	EFEMP2
ATXN1	EHMT1
ATXN1	EIF1AY
ATXN1	EIF1B
ATXN1	EIF3F
ATXN1	EIF4ENIF1
ATXN1	ELP5
ATXN1	ENTPD6
ATXN1	ESRRA
ATXN1	ETV4
ATXN1	FAM193B
ATXN1	FAM21C
ATXN1	FAM46A
ATXN1	FAM46B
ATXN1	FAR1
ATXN1	FAT4
ATXN1	FDPS
ATXN1	FHL2
ATXN1	FOSL1
ATXN1	FUBP3
ATXN1	FYN
ATXN1	GAPDH
ATXN1	GATAD1
ATXN1	GCA
ATXN1	GCFC2
ATXN1	GFI1
ATXN1	GGA2
ATXN1	GMEB2
ATXN1	GPATCH8
ATXN1	GSPT1
ATXN1	HDAC4
ATXN1	HEY2
ATXN1	HEYL
ATXN1	HIST1H3A
ATXN1	HIVEP1
ATXN1	HNRNPLL
ATXN1	HPCAL1
ATXN1	HSFX1
ATXN1	HSPA1A
ATXN1	HSPA4
ATXN1	HSPA8
ATXN1	IGF2R
ATXN1	IL34
ATXN1	ILVBL
ATXN1	IMMT
ATXN1	IPO8
ATXN1	IST1
ATXN1	ITGB4
ATXN1	KAT5
ATXN1	KAT6A
ATXN1	KCNAB2
ATXN1	KCTD15
ATXN1	KIAA1549L
ATXN1	KIAA2026
ATXN1	KIF22
ATXN1	KLF11
ATXN1	KLHL12
ATXN1	KLHL8
ATXN1	KMT2B
ATXN1	LASP1
ATXN1	LDB1
ATXN1	LITAF
ATXN1	LOXL1
ATXN1	LPAR2
ATXN1	LRSAM1
ATXN1	MAGEB18
ATXN1	MAGEB2
ATXN1	MAGEB6
ATXN1	MATN2
ATXN1	MBP
ATXN1	MED15
ATXN1	METTL17
ATXN1	MLST8
ATXN1	MSMO1
ATXN1	MSX2
ATXN1	MTERF4
ATXN1	MYEF2
ATXN1	MYO18A
ATXN1	NARS
ATXN1	NCAM1
ATXN1	NCOR1
ATXN1	NCOR2
ATXN1	NLK
ATXN1	NPHP3
ATXN1	NR4A1
ATXN1	NUDT21
ATXN1	NUMBL
ATXN1	NUTM2B
ATXN1	OAZ1
ATXN1	OPCML
ATXN1	OTX2
ATXN1	PEPD
ATXN1	PHPT1
ATXN1	PIAS1
ATXN1	PIM2
ATXN1	PLEKHA5
ATXN1	PLEKHB1
ATXN1	POM121
ATXN1	POMP
ATXN1	PPAT
ATXN1	PPP6R2
ATXN1	PQBP1
ATXN1	PRDM1
ATXN1	PRRC2A
ATXN1	PRRC2B
ATXN1	PSMC3
ATXN1	PSPH
ATXN1	PTGDS
ATXN1	PUM1
ATXN1	QKI
ATXN1	QRICH1
ATXN1	R3HDM1
ATXN1	R3HDM2
ATXN1	RAD54L2
ATXN1	RAI2
ATXN1	RAPGEF1
ATXN1	RAPGEF4
ATXN1	RBFOX1
ATXN1	RBFOX2
ATXN1	RBM26
ATXN1	RBPJ
ATXN1	RBPMS
ATXN1	RCN1
ATXN1	RHOXF2
ATXN1	RNF31
ATXN1	RORA
ATXN1	SAR1A
ATXN1	SEMA4G
ATXN1	SETD2
ATXN1	SETD6
ATXN1	SF1
ATXN1	SGMS1
ATXN1	SIX5
ATXN1	SLC25A51
ATXN1	SLC4A2
ATXN1	SLC51A
ATXN1	SLC6A13
ATXN1	SMARCC2
ATXN1	SPEN
ATXN1	SREBF1
ATXN1	SREBF2
ATXN1	ST6GALNAC6
ATXN1	STAC2
ATXN1	STAM2
ATXN1	STUB1
ATXN1	SUGP2
ATXN1	SUMO1
ATXN1	SUPT20H
ATXN1	SV2A
ATXN1	SYBU
ATXN1	TBC1D5
ATXN1	TCAP
ATXN1	TCEANC
ATXN1	TCTA
ATXN1	TDP2
ATXN1	TMX2
ATXN1	TOLLIP
ATXN1	TOMM20
ATXN1	TOX4
ATXN1	TP53I11
ATXN1	TRAF2
ATXN1	TRIM32
ATXN1	TRIM38
ATXN1	TRIP6
ATXN1	TSC1
ATXN1	TTC19
ATXN1	U2AF2
ATXN1	UBAP2L
ATXN1	UBC
ATXN1	UBE2E1
ATXN1	UBE2E3
ATXN1	UBE2I
ATXN1	UBQLN4
ATXN1	UHRF1BP1L
ATXN1	UHRF2
ATXN1	UNK
ATXN1	USP54
ATXN1	USP7
ATXN1	VSNL1
ATXN1	VSTM2L
ATXN1	WBSCR16
ATXN1	WNK1
ATXN1	WNK2
ATXN1	YWHAE
ATXN1	YWHAZ
ATXN1	YY1AP1
ATXN1	ZBTB32
ATXN1	ZC3H10
ATXN1	ZC3H7B
ATXN1	ZCCHC13
ATXN1	ZHX1
ATXN1	ZHX2
ATXN1	ZHX3
ATXN1	ZNF276
ATXN1	ZNF488
ATXN1	ZNF609
ATXN1	ZNF804A
ATXN1	ZSCAN1
ATXN1	ZSWIM8
ATXN1	ZXDC
ATXN1	ZYX
ATXN10	BSG
ATXN10	CA9
ATXN10	CUL3
ATXN10	EGFR
ATXN10	FN1
ATXN10	GLS
ATXN10	GNB1
ATXN10	GNB2
ATXN10	GOLGA1
ATXN10	GSTK1
ATXN10	HSPA1A
ATXN10	HSPA8
ATXN10	ILK
ATXN10	LIMS1
ATXN10	MAGEA6
ATXN10	MAGED1
ATXN10	MRPS16
ATXN10	PHB2
ATXN10	PHLDA3
ATXN10	PPP1R12A
ATXN10	PTP4A3
ATXN10	SAP18
ATXN10	SERPINH1
ATXN10	STYXL1
ATXN10	TNFRSF14
ATXN10	UBC
ATXN10	UBD
ATXN10	VCP
ATXN10	WRAP73
ATXN1L	CAMSAP2
ATXN1L	CBFA2T2
ATXN1L	CHD6
ATXN1L	COIL
ATXN1L	CTBP1
ATXN1L	CTBP2
ATXN1L	DAB2
ATXN1L	DAZAP2
ATXN1L	ELP5
ATXN1L	EPB41L2
ATXN1L	EPB41L3
ATXN1L	FADS2
ATXN1L	FUS
ATXN1L	GAS7
ATXN1L	GMEB2
ATXN1L	GORASP2
ATXN1L	GPATCH8
ATXN1L	H2AFY
ATXN1L	HGS
ATXN1L	HIVEP1
ATXN1L	HSFX1
ATXN1L	MATN2
ATXN1L	MBD1
ATXN1L	MBD6
ATXN1L	MEOX2
ATXN1L	METTL17
ATXN1L	NBR1
ATXN1L	NCOR1
ATXN1L	NCOR2
ATXN1L	NIT1
ATXN1L	PHPT1
ATXN1L	PICK1
ATXN1L	PRRC2A
ATXN1L	PRRC2B
ATXN1L	RAD54L2
ATXN1L	RBFOX2
ATXN1L	RBPJ
ATXN1L	RBPMS
ATXN1L	RRAGC
ATXN1L	SCAF11
ATXN1L	SMARCC2
ATXN1L	SREBF1
ATXN1L	ST6GALNAC6
ATXN1L	STAC2
ATXN1L	SUGP2
ATXN1L	THY1
ATXN1L	TMEM25
ATXN1L	TMEM8B
ATXN1L	TRIP11
ATXN1L	USP54
ATXN1L	YY1AP1
ATXN1L	ZC3H7B
ATXN1L	ZSWIM8
ATXN2	BAG6
ATXN2	BIN1
ATXN2	CAND1
ATXN2	CCT5
ATXN2	CD247
ATXN2	CHGB
ATXN2	CUL3
ATXN2	EGFR
ATXN2	G3BP1
ATXN2	GFI1B
ATXN2	GPKOW
ATXN2	IDH3B
ATXN2	ISG15
ATXN2	KIF1BP
ATXN2	LCP1
ATXN2	MDC1
ATXN2	NCOA4
ATXN2	PABPC1
ATXN2	PARK2
ATXN2	PLS3
ATXN2	RBFOX1
ATXN2	SH3GL2
ATXN2	SH3GL3
ATXN2	SH3KBP1
ATXN2	SUMO2
ATXN2	TARDBP
ATXN2	TDRD7
ATXN2	TSG101
ATXN2	UBC
ATXN2	VHL
ATXN2	ZNRD1
ATXN2L	CCNA1
ATXN2L	CDK5
ATXN2L	CFTR
ATXN2L	CSK
ATXN2L	CSNK1A1
ATXN2L	CSNK1E
ATXN2L	CUL3
ATXN2L	EEF2K
ATXN2L	EIF2AK2
ATXN2L	EPOR
ATXN2L	G3BP1
ATXN2L	HADHA
ATXN2L	ILK
ATXN2L	ISG15
ATXN2L	ITGA4
ATXN2L	MAPK14
ATXN2L	MPL
ATXN2L	STK26
ATXN2L	OXSR1
ATXN2L	PBK
ATXN2L	PHKG2
ATXN2L	POT1
ATXN2L	PPP2R2B
ATXN2L	PPP2R2D
ATXN2L	PRKAA1
ATXN2L	PRKACB
ATXN2L	PRKCD
ATXN2L	RIOK2
ATXN2L	RPS6KA1
ATXN2L	SIRT7
ATXN2L	SMAD3
ATXN2L	STK24
ATXN2L	SUMO1
ATXN2L	SUMO2
ATXN2L	TP53RK
ATXN2L	UBC
ATXN2L	UBD
ATXN2L	VRK1
ATXN3	BAG3
ATXN3	BCL2L1
ATXN3	CDKN1A
ATXN3	CNTFR
ATXN3	CREB1
ATXN3	CREBBP
ATXN3	CSNK2B
ATXN3	DNAJB2
ATXN3	DNM2
ATXN3	EP300
ATXN3	EWSR1
ATXN3	FOXO4
ATXN3	GSK3B
ATXN3	HAP1
ATXN3	HDAC3
ATXN3	KAT2B
ATXN3	KCTD10
ATXN3	MKNK1
ATXN3	NCOR1
ATXN3	NEDD8
ATXN3	OTUB2
ATXN3	PARK2
ATXN3	PICK1
ATXN3	PML
ATXN3	PSMC5
ATXN3	PSMD7
ATXN3	RAD23A
ATXN3	RAD23B
ATXN3	RPS6KA1
ATXN3	SPRTN
ATXN3	STUB1
ATXN3	SUMO1
ATXN3	SYVN1
ATXN3	TEX11
ATXN3	TK1
ATXN3	TUBA1A
ATXN3	TUBB2B
ATXN3	TUBB4B
ATXN3	UBC
ATXN3	UBE2G1
ATXN3	UBE2L3
ATXN3	UBE2N
ATXN3	UBE4B
ATXN3	UBQLN1
ATXN3	USP13
ATXN3	VCP
ATXN3	XRCC6
ATXN7	CARD10
ATXN7	SGF29
ATXN7	CEP70
ATXN7	CEP72
ATXN7	COG6
ATXN7	CRIM1
ATXN7	CRX
ATXN7	EFEMP1
ATXN7	EFEMP2
ATXN7	ENY2
ATXN7	EP300
ATXN7	FBN1
ATXN7	FN1
ATXN7	GOLGA2
ATXN7	GOLGA3
ATXN7	GPRASP1
ATXN7	GRN
ATXN7	JAG2
ATXN7	KALRN
ATXN7	KAT2A
ATXN7	LAMB1
ATXN7	LAMB2
ATXN7	LRSAM1
ATXN7	LTBP4
ATXN7	MATN2
ATXN7	MEGF6
ATXN7	MEGF8
ATXN7	MPRIP
ATXN7	NELL1
ATXN7	NELL2
ATXN7	NOC2L
ATXN7	NUP62
ATXN7	PIAS1
ATXN7	PICK1
ATXN7	PNMA1
ATXN7	PPP1R12C
ATXN7	PSMC1
ATXN7	PSMC2
ATXN7	PSMC5
ATXN7	PSMC6
ATXN7	PSMD2
ATXN7	PSMD7
ATXN7	RABEP1
ATXN7	RAD23A
ATXN7	RNF31
ATXN7	SIAH1
ATXN7	SNX1
ATXN7	SORBS1
ATXN7	SPRY1
ATXN7	SSFA2
ATXN7	SUMO1
ATXN7	SUMO2
ATXN7	SUPT3H
ATXN7	TADA2A
ATXN7	TADA3
ATXN7	TAF10
ATXN7	TAF12
ATXN7	TAF5L
ATXN7	TAF9
ATXN7	TBP
ATXN7	THY1
ATXN7	TP53BP2
ATXN7	TRAF2
ATXN7	TRIM23
ATXN7	TRIM27
ATXN7	TRIM54
ATXN7	TRRAP
ATXN7	TXNDC11
ATXN7	UBE2I
ATXN7	UBQLN2
ATXN7	USP22
ATXN7	VWF
ATXN7L1	SSPO
ATXN7L1	ZNF862
ATXN7L2	CBX3
ATXN7L2	LAMB1
ATXN7L2	MDFI
ATXN7L2	PPP2R3A
ATXN7L2	USP22
ATXN7L3	PICK1
ATXN7L3	SECISBP2
ATXN7L3	SERTAD1
ATXN7L3	SIRT1
ATXN7L3	UCHL3
ATXN7L3	USP6
ATXN7L3B	USP22
AUH	UBC
AUNIP	PRMT6
AUP1	BRF2
AUP1	CLN3
AUP1	DDOST
AUP1	FAF2
AUP1	HMGCR
AUP1	ILK
AUP1	ITGA1
AUP1	ITGA2
AUP1	ITGA2B
AUP1	ITGA5
AUP1	ITGAM
AUP1	ITGAV
AUP1	KCND3
AUP1	KPTN
AUP1	LPCAT1
AUP1	MAGEA6
AUP1	MDC1
AUP1	NDN
AUP1	OPRD1
AUP1	OPRK1
AUP1	OPRM1
AUP1	OS9
AUP1	RNF11
AUP1	RNF139
AUP1	RPN2
AUP1	SEL1L
AUP1	SPTLC1
AUP1	STT3B
AUP1	SYVN1
AUP1	UBC
AUP1	UBD
AUP1	UBE2E3
AUP1	UBE2G2
AUP1	UBE2J1
AUP1	UBL4A
AUP1	VCP
AURKA	AURKAIP1
AURKA	CEP131
AURKA	BARD1
AURKA	BCL2L11
AURKA	BIRC5
AURKA	BORA
AURKA	BRCA1
AURKA	BTRC
AURKA	CALU
AURKA	CDC20
AURKA	CDKN2A
AURKA	CHFR
AURKA	CHUK
AURKA	CKAP5
AURKA	DAB2
AURKA	DLGAP5
AURKA	EEF2K
AURKA	FABP5
AURKA	FBXW7
AURKA	GMNN
AURKA	GSK3B
AURKA	HDAC2
AURKA	HDAC6
AURKA	HMMR
AURKA	HNRNPK
AURKA	IKBKB
AURKA	IKBKG
AURKA	INCENP
AURKA	JTB
AURKA	LATS2
AURKA	MAPRE1
AURKA	MAPRE2
AURKA	MAPRE3
AURKA	MBD3
AURKA	MYCN
AURKA	NEDD8
AURKA	NEDD9
AURKA	NEK9
AURKA	NFKBIA
AURKA	NME1
AURKA	PLK1
AURKA	PLK3
AURKA	PML
AURKA	PPP1CA
AURKA	PPP1CB
AURKA	PPP1CC
AURKA	PSRC1
AURKA	PTPN23
AURKA	PTTG1
AURKA	PUM2
AURKA	RAB10
AURKA	RANBP3
AURKA	RASA1
AURKA	SIRT2
AURKA	SOD2
AURKA	SSSCA1
AURKA	STK3
AURKA	SUMO1
AURKA	TACC1
AURKA	TARS
AURKA	TFAP2A
AURKA	TLK1
AURKA	TLK2
AURKA	TP73
AURKA	TUBG1
AURKA	UBC
AURKA	UBE2L3
AURKA	UBE2N
AURKA	USP2
AURKAIP1	CEP131
AURKAIP1	CDK2
AURKAIP1	CUL3
AURKAIP1	UBC
AURKB	AURKC
AURKB	BARD1
AURKB	BCL2L11
AURKB	BIRC5
AURKB	BRCA2
AURKB	BUB1B
AURKB	CALM1
AURKB	CBX5
AURKB	CDC20
AURKB	CDC27
AURKB	CDCA5
AURKB	CDCA8
AURKB	CDK1
AURKB	CIB1
AURKB	CUL3
AURKB	CYLD
AURKB	DTL
AURKB	EMD
AURKB	EVI5
AURKB	FBXL2
AURKB	FBXW7
AURKB	FZR1
AURKB	GNB2L1
AURKB	HIST1H3A
AURKB	HIST2H3A
AURKB	ILK
AURKB	INCENP
AURKB	KIF20A
AURKB	KLHL13
AURKB	KLHL21
AURKB	KLHL9
AURKB	LATS2
AURKB	LNX1
AURKB	MAPRE1
AURKB	MAPRE2
AURKB	MAPRE3
AURKB	NDC80
AURKB	NOC2L
AURKB	NUF2
AURKB	PPP1CA
AURKB	PPP2CA
AURKB	PSMA3
AURKB	RASA1
AURKB	RB1
AURKB	RCC2
AURKB	RCN1
AURKB	SEPT1
AURKB	SGOL1
AURKB	SUMO1
AURKB	SUMO2
AURKB	SUMO3
AURKB	TACC1
AURKB	TBL3
AURKB	TGFBR1
AURKB	TP53
AURKB	TPX2
AURKB	UBC
AURKB	UBE2D3
AURKC	BIRC5
AURKC	BRCA1
AURKC	LNX1
AURKC	NEDD4
AURKC	TACC2
AURKC	UBC
AUTS2	PCGF3
AUTS2	RNF2
AVEN	BCL2
AVEN	BCL2L1
AVEN	SMURF1
AVEN	UBC
AVEN	VCL
AVIL	CRK
AVIL	UBC
AVL9	UBC
AVP	CRYAB
AVPI1	IKBKG
AVPI1	MDFI
AVPR1A	GRK5
AVPR1A	PRKCA
AVPR1B	PRKCA
AVPR2	C1QTNF1
AVPR2	DERL1
AVPR2	GRK5
AVPR2	MAPK3
AVPR2	PRKCA
AVPR2	STUB1
AVPR2	UBC
AVPR2	VCP
AXIN1	AXIN2
AXIN1	BTRC
AXIN1	CAV1
AXIN1	CRMP1
AXIN1	CSNK1A1
AXIN1	CSNK1E
AXIN1	CTNNB1
AXIN1	DAB2
AXIN1	DAB2IP
AXIN1	DACT1
AXIN1	DAXX
AXIN1	DIXDC1
AXIN1	DVL1
AXIN1	DVL2
AXIN1	DVL3
AXIN1	EEF1A1
AXIN1	FBXW11
AXIN1	GAK
AXIN1	GSK3A
AXIN1	GSK3B
AXIN1	HIPK2
AXIN1	HTT
AXIN1	ITCH
AXIN1	LMO2
AXIN1	LRP5
AXIN1	LRP6
AXIN1	MAP3K1
AXIN1	MYC
AXIN1	MYOT
AXIN1	NCK2
AXIN1	NIN
AXIN1	PIAS1
AXIN1	PIN1
AXIN1	PML
AXIN1	PPM1A
AXIN1	PPP1CA
AXIN1	PPP2CA
AXIN1	PPP2R5A
AXIN1	PRMT1
AXIN1	RNF111
AXIN1	RNF146
AXIN1	SH3GL1
AXIN1	SKI
AXIN1	SKIL
AXIN1	SMAD3
AXIN1	SMAD7
AXIN1	SMURF1
AXIN1	SMURF2
AXIN1	SMYD2
AXIN1	STRAP
AXIN1	SUMO1
AXIN1	TNFAIP3
AXIN1	TNKS
AXIN1	TP53
AXIN1	TRIM29
AXIN1	TSC1
AXIN1	TSC2
AXIN1	TUBG1
AXIN1	UBA52
AXIN1	UBC
AXIN1	UTP14A
AXIN1	WWP1
