geneA_genesym	geneB_genesym
ATG3	GABARAPL1
ATG3	GABARAPL2
ATG3	HSPA9
ATG3	KRT85
ATG3	MAP1B
ATG3	MAP1LC3A
ATG3	MAP1LC3B
ATG3	MAP1LC3C
ATG3	NANS
ATG3	NHLRC2
ATG3	OBSL1
ATG3	RPL23
ATG3	TECPR1
ATG3	TNFAIP8
ATG3	UBC
ATG4A	MAP1LC3B
ATG4B	BAG3
ATG4B	CAMKK2
ATG4B	FBXW11
ATG4B	GABARAP
ATG4B	GABARAPL1
ATG4B	GABARAPL2
ATG4B	KRT4
ATG4B	MAP1LC3A
ATG4B	MAP1LC3B
ATG4B	MAP1LC3C
ATG4B	SQSTM1
ATG4B	STK3
ATG4B	UBC
ATG4B	ULK1
ATG4B	YWHAB
ATG4C	PRKDC
ATG4C	PSMC1
ATG4C	PSMC2
ATG4C	PSMC4
ATG4C	PSMC5
ATG4C	PSMD2
ATG4C	SMC1A
ATG4C	SPTLC1
ATG4C	UBC
ATG4C	USP11
ATG4D	UBC
ATG5	ATP5D
ATG5	ATP5J2
ATG5	ATP6V1E1
ATG5	CAPZA1
ATG5	CDKN2A
ATG5	CMPK1
ATG5	DDX58
ATG5	ECHS1
ATG5	EEF1B2
ATG5	EXOC4
ATG5	FABP5
ATG5	FGFR1
ATG5	GABARAP
ATG5	GABARAPL1
ATG5	GABARAPL2
ATG5	GDI2
ATG5	GOT2
ATG5	GSTM3
ATG5	GXYLT1
ATG5	HPRT1
ATG5	HSPE1
ATG5	HTT
ATG5	IFIH1
ATG5	IMPDH2
ATG5	KCTD12
ATG5	LRRC59
ATG5	MAP1LC3B
ATG5	MAP1LC3C
ATG5	MAVS
ATG5	MIF
ATG5	NAP1L1
ATG5	NEDD8
ATG5	NUDC
ATG5	OTUB1
ATG5	P4HB
ATG5	PA2G4
ATG5	PAK1
ATG5	PCMT1
ATG5	PGRMC1
ATG5	PSMA1
ATG5	PSMA2
ATG5	PSMA3
ATG5	PSMA7
ATG5	PSMC1
ATG5	PSME3
ATG5	RAB7A
ATG5	RBBP4
ATG5	RCC2
ATG5	REXO2
ATG5	RHPN2
ATG5	RPL3
ATG5	RPS16
ATG5	RRM1
ATG5	SIRT1
ATG5	SNX3
ATG5	SRP14
ATG5	STOML2
ATG5	TAGLN2
ATG5	TECPR1
ATG5	TKT
ATG5	TSN
ATG5	UBC
ATG5	UCHL1
ATG5	WDFY3
ATG7	ATP6V1C1
ATG7	BAG3
ATG7	CLN3
ATG7	CTTN
ATG7	EEF1D
ATG7	EP300
ATG7	FOXO1
ATG7	GABARAP
ATG7	GABARAPL1
ATG7	GABARAPL2
ATG7	GSPT1
ATG7	GSPT2
ATG7	GTF2A1
ATG7	IRF2
ATG7	MAN2B1
ATG7	MAP1LC3A
ATG7	MAP1LC3B
ATG7	MAP1LC3C
ATG7	MAT2B
ATG7	NASP
ATG7	PIK3C2A
ATG7	PPP2CB
ATG7	PPP3CB
ATG7	RDX
ATG7	SARS
ATG7	SHMT2
ATG7	SIRT1
ATG7	SNX1
ATG7	SNX2
ATG7	SNX6
ATG7	SQSTM1
ATG7	STAT1
ATG7	TBCD
ATG7	UBC
ATG7	UGDH
ATG7	VPS36
ATG7	WDR92
ATG9A	MAPK14
ATG9A	MAPK6
ATG9A	MYH9
ATG9A	SRCAP
ATG9A	SUPT20H
ATG9A	TBK1
ATG9A	UBC
ATHL1	PAXIP1
ATIC	CAPN2
ATIC	CDK2
ATIC	CLNS1A
ATIC	CMBL
ATIC	CRK
ATIC	CTH
ATIC	ELF3
ATIC	ESR1
ATIC	FH
ATIC	GMDS
ATIC	HNRNPDL
ATIC	IKBKE
ATIC	IPO5
ATIC	ISG15
ATIC	ISOC1
ATIC	JAK1
ATIC	MCTS1
ATIC	ME2
ATIC	MSN
ATIC	STK26
ATIC	MYO1E
ATIC	NAE1
ATIC	NDUFAF1
ATIC	NME1-NME2
ATIC	NSFL1C
ATIC	OGFOD1
ATIC	OXCT1
ATIC	PAFAH1B1
ATIC	PAPSS1
ATIC	PROSC
ATIC	PSTPIP1
ATIC	PTMA
ATIC	RADIL
ATIC	RBBP6
ATIC	SIRT7
ATIC	SNRPA
ATIC	STOM
ATIC	SUMO2
ATIC	TARDBP
ATIC	TATDN1
ATIC	TRAF6
ATIC	TXN
ATIC	TYMS
ATIC	UBA1
ATIC	UBC
ATIC	VHL
ATIC	YWHAE
ATL1	MAP4K4
ATL1	RTN3
ATL1	RTN4
ATL1	TMED2
ATL1	UBC
ATL2	COPA
ATL2	RTN3
ATL2	UBC
ATL2	YWHAZ
ATL3	UBC
ATL3	YWHAZ
ATM	ATMIN
ATM	ATRIP
ATM	BID
ATM	BLM
ATM	BMI1
ATM	BRAT1
ATM	BRCA1
ATM	BRCA2
ATM	CDC6
ATM	CDKN2C
ATM	CHD4
ATM	CHEK1
ATM	CHEK2
ATM	CREB1
ATM	CUL4A
ATM	CXXC5
ATM	DCAF6
ATM	DCAF8
ATM	DCLRE1A
ATM	DCLRE1C
ATM	DDB1
ATM	DDX1
ATM	EEF1E1
ATM	EIF3E
ATM	EXO1
ATM	FANCD2
ATM	FANCI
ATM	FBXO31
ATM	FOXO3
ATM	H2AFX
ATM	HDAC1
ATM	HDAC6
ATM	HNRNPUL1
ATM	HUWE1
ATM	IKBKG
ATM	KAT5
ATM	KAT8
ATM	LMNB1
ATM	MAP3K7
ATM	MAPK14
ATM	MDC1
ATM	MED1
ATM	MLH1
ATM	MRE11A
ATM	MSH2
ATM	MSH6
ATM	NABP2
ATM	NBN
ATM	PARP1
ATM	PER3
ATM	PEX5
ATM	PPP1CA
ATM	PPP1CC
ATM	PPP2R4
ATM	PPP2R5C
ATM	PRKDC
ATM	RAD17
ATM	RAD50
ATM	RAD51
ATM	RBBP8
ATM	RFC1
ATM	RHEB
ATM	RNF20
ATM	RNF40
ATM	RPA2
ATM	RRM1
ATM	RRM2B
ATM	SIRT7
ATM	SKP2
ATM	SMAD7
ATM	SMARCB1
ATM	SMC1A
ATM	SMC3
ATM	SOCS1
ATM	SPSB1
ATM	SREBF1
ATM	TAOK3
ATM	TCL1A
ATM	TDP1
ATM	TELO2
ATM	TERF1
ATM	TERF2
ATM	TOPBP1
ATM	TP53
ATM	TP53BP1
ATM	TPT1
ATM	TRAF6
ATM	TTI1
ATM	UBC
ATM	UPF1
ATM	USP34
ATM	VHL
ATM	XRCC5
ATN1	BAG6
ATN1	BAIAP2
ATN1	CACNB1
ATN1	CASP1
ATN1	CASP3
ATN1	CASP7
ATN1	CASP8
ATN1	CBFA2T2
ATN1	CBFA2T3
ATN1	CENPJ
ATN1	CHRD
ATN1	CRIP2
ATN1	CTNND2
ATN1	DMPK
ATN1	DVL1
ATN1	DVL2
ATN1	ECM1
ATN1	CRACR2A
ATN1	EFEMP1
ATN1	EFEMP2
ATN1	EWSR1
ATN1	FBLN1
ATN1	FBLN2
ATN1	FBLN5
ATN1	GAPDH
ATN1	GCC1
ATN1	GIGYF1
ATN1	GIGYF2
ATN1	GRN
ATN1	HINFP
ATN1	HSPG2
ATN1	ITCH
ATN1	JAG2
ATN1	KAT6A
ATN1	KAT6B
ATN1	KAT7
ATN1	KRT31
ATN1	KRTAP4-12
ATN1	LENG8
ATN1	LRP2
ATN1	LTBP1
ATN1	LTBP4
ATN1	LYST
ATN1	MAGI1
ATN1	MAGI2
ATN1	MAP7D1
ATN1	MBP
ATN1	MDFI
ATN1	MEGF11
ATN1	MEGF6
ATN1	MEGF8
ATN1	NCK2
ATN1	NELL1
ATN1	NELL2
ATN1	NOC2L
ATN1	NR2E1
ATN1	PCSK5
ATN1	PDCD6IP
ATN1	PFKL
ATN1	PLEKHA5
ATN1	PLSCR1
ATN1	PRRC2A
ATN1	PRRC2B
ATN1	PSMA3
ATN1	PSME3
ATN1	RAD54L2
ATN1	RBFOX1
ATN1	RBFOX2
ATN1	RBM10
ATN1	RBPMS
ATN1	RCHY1
ATN1	RERE
ATN1	RHOXF2
ATN1	RNF115
ATN1	RNF31
ATN1	RUNX1T1
ATN1	SIAH1
ATN1	SIAH2
ATN1	SLIT1
ATN1	SPAG5
ATN1	SSPO
ATN1	STXBP4
ATN1	SYVN1
ATN1	TEP1
ATN1	TERF1
ATN1	TERF2
ATN1	TLE1
ATN1	TRIP6
ATN1	UBC
ATN1	USP54
ATN1	VIM
ATN1	WWP1
ATN1	WWP2
ATN1	ZMYND8
ATN1	ZNF608
ATN1	ZNF862
ATN1	ZSWIM8
ATOH8	CYP3A5
ATOH8	TCF3
ATOX1	ATP7A
ATOX1	ATP7B
ATOX1	FKBP4
ATOX1	UBC
ATP10D	UBC
ATP11A	TMEM30A
ATP11A	UBC
ATP11B	TMEM30A
ATP11B	UBC
ATP11C	TMEM30A
ATP11C	UBC
ATP12A	GNAI3
ATP12A	MME
ATP12A	NPY
ATP12A	PPIB
ATP12A	UBC
ATP13A1	GLP1R
ATP13A1	UBC
ATP13A2	ATP5G2
ATP13A2	BNIP3L
ATP13A2	CCKBR
ATP13A2	CMTM6
ATP13A2	COL1A1
ATP13A2	CXCR4
ATP13A2	CYGB
ATP13A2	DCAF7
ATP13A2	EMC7
ATP13A2	F2R
ATP13A2	FAM111B
ATP13A2	FAM192A
ATP13A2	FAM8A1
ATP13A2	FKBP8
ATP13A2	FUNDC2
ATP13A2	GAK
ATP13A2	GPR21
ATP13A2	HDAC6
ATP13A2	HIPK1
ATP13A2	HSPA8
ATP13A2	ICAM2
ATP13A2	LMAN2
ATP13A2	LRP6
ATP13A2	MEX3B
ATP13A2	MYCBP2
ATP13A2	NPY1R
ATP13A2	NRXN1
ATP13A2	OCA2
ATP13A2	OSTC
ATP13A2	PCDHB10
ATP13A2	PCMTD2
ATP13A2	PDIA6
ATP13A2	SEC61B
ATP13A2	SPCS2
ATP13A2	SYT11
ATP13A2	TSPAN14
ATP13A2	UBC
ATP13A2	UBE2J2
ATP13A2	VAMP2
ATP13A2	WDR5B
ATP13A2	WDR83OS
ATP13A2	YIF1A
ATP13A3	UBC
ATP1A1	ATP4A
ATP1A1	CDK2
ATP1A1	CDK9
ATP1A1	CFL1
ATP1A1	CLN3
ATP1A1	CUL3
ATP1A1	ESR1
ATP1A1	EZH2
ATP1A1	FBXO25
ATP1A1	FXYD1
ATP1A1	FXYD7
ATP1A1	GJA1
ATP1A1	HDAC5
ATP1A1	HGS
ATP1A1	ILK
ATP1A1	IQCB1
ATP1A1	MMS19
ATP1A1	NDRG1
ATP1A1	NELFA
ATP1A1	NELFB
ATP1A1	NELFCD
ATP1A1	PHKG2
ATP1A1	PKD1
ATP1A1	PKD2
ATP1A1	PPME1
ATP1A1	PRKAA1
ATP1A1	SIRT7
ATP1A1	SNAPIN
ATP1A1	SNX6
ATP1A1	TNFRSF1A
ATP1A1	TNFRSF1B
ATP1A1	TPT1
ATP1A1	TRADD
ATP1A1	UBC
ATP1A1	UBD
ATP1A2	CAND1
ATP1A2	CUL3
ATP1A2	FBXO25
ATP1A2	TPT1
ATP1A2	UBC
ATP1A2	ZNRF1
ATP1A2	ZNRF2
ATP1A3	ATXN1
ATP1A3	CLN5
ATP1A3	ILK
ATP1A3	UBC
ATP1A4	CAND1
ATP1A4	COPS5
ATP1A4	CUL3
ATP1A4	PTP4A3
ATP1A4	UBC
ATP1B1	ATP4A
ATP1B1	BACE1
ATP1B1	BARD1
ATP1B1	BRCA1
ATP1B1	CRIP2
ATP1B1	DDAH2
ATP1B1	EZH2
ATP1B1	FXYD1
ATP1B1	FXYD7
ATP1B1	GCH1
ATP1B1	HLA-DRA
ATP1B1	HLA-DRB1
ATP1B1	HLA-DRB3
ATP1B1	HLA-DRB4
ATP1B1	HLA-DRB5
ATP1B1	KMT2B
ATP1B1	LRIF1
ATP1B1	NDRG2
ATP1B1	NEDD4L
ATP1B1	PAXIP1
ATP1B1	PSME1
ATP1B1	RIF1
ATP1B1	TRMT2A
ATP1B1	UBC
ATP1B1	USP4
ATP1B2	NGB
ATP1B2	UBC
ATP1B3	BARD1
ATP1B3	BRCA1
ATP1B3	GJA1
ATP1B3	PAXIP1
ATP1B3	PTP4A3
ATP1B3	UBC
ATP1B3	USP4
ATP2A1	CFTR
ATP2A1	CUL3
ATP2A1	ITPR3
ATP2A1	PCK1
ATP2A1	PLN
ATP2A1	RNF167
ATP2A1	SLN
ATP2A1	TNFRSF1B
ATP2A1	TULP3
ATP2A1	UBC
ATP2A2	CANX
ATP2A2	CDK2
ATP2A2	CDK9
ATP2A2	CFTR
ATP2A2	CLN3
ATP2A2	CLN5
ATP2A2	CSNK1A1
ATP2A2	CSNK1E
ATP2A2	CUL3
ATP2A2	ECT2
ATP2A2	EGFR
ATP2A2	ESR1
ATP2A2	FBXO25
ATP2A2	HDAC5
ATP2A2	HGS
ATP2A2	ILK
ATP2A2	ITPR3
ATP2A2	MDC1
ATP2A2	MYC
ATP2A2	NOS2
ATP2A2	OPRD1
ATP2A2	OXSR1
ATP2A2	PHKG2
ATP2A2	PLN
ATP2A2	PRKAA1
ATP2A2	PTP4A3
ATP2A2	S100A1
ATP2A2	SIRT7
ATP2A2	SLC3A2
ATP2A2	SLN
ATP2A2	SPP1
ATP2A2	STK25
ATP2A2	STK4
ATP2A2	SUMO1
ATP2A2	SUMO2
ATP2A2	TNFRSF1A
ATP2A2	TNFRSF1B
ATP2A2	TRADD
ATP2A2	TRAF6
ATP2A2	TRIM13
ATP2A2	UBC
ATP2A3	BRF2
ATP2A3	CDK2
ATP2A3	CFTR
ATP2A3	HDAC11
ATP2A3	TCF3
ATP2A3	UBC
ATP2A3	WRAP73
ATP2B1	CALM1
ATP2B1	PHKG2
ATP2B1	TERF2
ATP2B1	UBC
ATP2B1	YWHAE
ATP2B2	CALCA
ATP2B2	DLG1
ATP2B2	DLG2
ATP2B2	DLG3
ATP2B2	DLG4
ATP2B2	PDZD11
ATP2B2	SLC9A3R2
ATP2B2	UBC
ATP2B2	YWHAE
ATP2B3	CALM1
ATP2B3	TERF2
ATP2B3	UBC
ATP2B3	YWHAE
ATP2B4	CALCA
ATP2B4	CALM1
ATP2B4	CASK
ATP2B4	DLG1
ATP2B4	DLG2
ATP2B4	DLG3
ATP2B4	DLG4
ATP2B4	NOS1
ATP2B4	RASSF1
ATP2B4	SCN5A
ATP2B4	STIM1
ATP2B4	UBC
ATP2B4	YWHAE
ATP2C1	UBC
ATP2C2	ORAI1
ATP2C2	UBC
ATP4A	ATP4B
ATP4A	ATP6V1A
ATP4A	BCAP31
ATP4A	BSG
ATP4A	CA9
ATP4A	CAV1
ATP4A	CD163
ATP4A	CLTC
ATP4A	CPD
ATP4A	CTNND1
ATP4A	EPHX1
ATP4A	FAM3B
ATP4A	FAM3C
ATP4A	GANAB
ATP4A	GIF
ATP4A	GNAI1
ATP4A	GNAI2
ATP4A	GNAQ
ATP4A	GNG2
ATP4A	HSD3B2
ATP4A	KCNE2
ATP4A	KCNQ1
ATP4A	LGALS3BP
ATP4A	LIPF
ATP4A	LMAN2
ATP4A	LSS
ATP4A	M6PR
ATP4A	MAL2
ATP4A	MRC1
ATP4A	NAPA
ATP4A	PGC
ATP4A	PSCA
ATP4A	PTPN1
ATP4A	RAB10
ATP4A	RAB11A
ATP4A	RAB11B
ATP4A	RAB1A
ATP4A	RAB25
ATP4A	RAB5C
ATP4A	SCAMP2
ATP4A	SCAMP3
ATP4A	SCARB2
ATP4A	SEC22B
ATP4A	SLC12A2
ATP4A	SLC26A9
ATP4A	STX12
ATP4A	STX3
ATP4A	STX7
ATP4A	SYNGR2
ATP4A	SYPL1
ATP4A	TFR2
ATP4A	TPRA1
ATP4A	UBC
ATP4A	VAMP1
ATP4A	VAMP2
ATP4A	VAMP3
ATP4A	VAMP5
ATP4A	VAMP8
ATP4A	VAT1
ATP4B	BPGM
ATP4B	UBC
ATP5A1	ATP5C1
ATP5A1	ATP5O
ATP5A1	ATP6V1A
ATP5A1	ATP6V1B2
ATP5A1	ATPAF1
ATP5A1	ATPAF2
ATP5A1	BASP1
ATP5A1	BLOC1S1
ATP5A1	BTK
ATP5A1	CA9
ATP5A1	CAND1
ATP5A1	CD4
ATP5A1	CD81
ATP5A1	CDK2
ATP5A1	CDK9
ATP5A1	CSNK1A1
ATP5A1	CUL1
ATP5A1	CUL3
ATP5A1	CUL5
ATP5A1	CYC1
ATP5A1	ECSIT
ATP5A1	EIF4A1
ATP5A1	ERG
ATP5A1	FBXO25
ATP5A1	FBXO6
ATP5A1	FLOT1
ATP5A1	HDAC5
ATP5A1	HSP90AB1
ATP5A1	HSPA1A
ATP5A1	HSPA1L
ATP5A1	HSPA5
ATP5A1	ICT1
ATP5A1	ILK
ATP5A1	IQCB1
ATP5A1	ISG15
ATP5A1	MAP3K14
ATP5A1	MAP3K3
ATP5A1	MAPK13
ATP5A1	MAPK7
ATP5A1	MDH2
ATP5A1	MLH1
ATP5A1	MYH9
ATP5A1	NBR1
ATP5A1	NPM1
ATP5A1	NUB1
ATP5A1	OXSR1
ATP5A1	P4HB
ATP5A1	PABPC1
ATP5A1	PAN2
ATP5A1	PGK1
ATP5A1	PHKG2
ATP5A1	PLG
ATP5A1	PRKAA1
ATP5A1	PSMD4
ATP5A1	RAD23B
ATP5A1	RELA
ATP5A1	RNF146
ATP5A1	RPL18
ATP5A1	RPN2
ATP5A1	RPS15A
ATP5A1	RPS3
ATP5A1	RPS6KA1
ATP5A1	RPS6KB2
ATP5A1	SERBP1
ATP5A1	SH3KBP1
ATP5A1	SHBG
ATP5A1	SIRT3
ATP5A1	SOX2
ATP5A1	SQSTM1
ATP5A1	STK25
ATP5A1	STK4
ATP5A1	STOML2
ATP5A1	SUMO1
ATP5A1	TBK1
ATP5A1	TNFRSF1A
ATP5A1	TNFRSF1B
ATP5A1	TP63
ATP5A1	UBC
ATP5A1	UBD
ATP5A1	UBL4A
ATP5A1	UBQLN1
ATP5A1	YWHAB
ATP5A1	YWHAE
ATP5A1	YWHAG
ATP5A1	YWHAQ
ATP5A1	YWHAZ
ATP5B	ATP6V1B2
ATP5B	ATPAF2
ATP5B	BTK
ATP5B	CA9
ATP5B	CAND1
ATP5B	CDK2
ATP5B	CDK4
ATP5B	CDKN1A
ATP5B	CHCHD4
ATP5B	CUL3
ATP5B	DLST
ATP5B	EIF5A
ATP5B	ESR1
ATP5B	FANCA
ATP5B	FBXO25
ATP5B	FBXO6
ATP5B	FMNL1
ATP5B	GBP1
ATP5B	GJA1
ATP5B	GRB7
ATP5B	HAX1
ATP5B	HDAC5
ATP5B	HMOX2
ATP5B	HNRNPA2B1
ATP5B	HNRNPA3
ATP5B	ICT1
ATP5B	IKBKG
ATP5B	ILK
ATP5B	ISG15
ATP5B	ITGA4
ATP5B	MAPK3
ATP5B	MDH2
ATP5B	MYL6
ATP5B	NDUFA12
ATP5B	NDUFA2
ATP5B	NDUFB9
ATP5B	NDUFS1
ATP5B	NNT
ATP5B	OXA1L
ATP5B	P4HB
ATP5B	PA2G4
ATP5B	PHKG2
ATP5B	PIN1
ATP5B	PLG
ATP5B	PPP1CC
ATP5B	PSMA3
ATP5B	PSMD4
ATP5B	PSME3
ATP5B	RPL18
ATP5B	RPL4
ATP5B	RPP14
ATP5B	RPS2
ATP5B	RPS3A
ATP5B	SDHB
ATP5B	SIRT3
ATP5B	SMN1
ATP5B	SMURF2
ATP5B	SUMO1
ATP5B	SUMO2
ATP5B	TERT
ATP5B	TK1
ATP5B	TOMM22
ATP5B	TRIM63
ATP5B	TUBA1A
ATP5B	UBC
ATP5B	UBL4A
ATP5B	UQCRC1
ATP5B	UQCRC2
ATP5B	VCL
ATP5B	YWHAE
ATP5B	YWHAG
ATP5B	YWHAQ
ATP5B	YWHAZ
ATP5C1	ATP6V1A
ATP5C1	ATP6V1B1
ATP5C1	CA12
ATP5C1	CCND3
ATP5C1	CCT7
ATP5C1	CHMP2B
ATP5C1	CUL3
ATP5C1	DPP3
ATP5C1	EEF2K
ATP5C1	EGFR
ATP5C1	ELOF1
ATP5C1	GDPD2
ATP5C1	ICT1
ATP5C1	ILK
ATP5C1	IMMT
ATP5C1	ITIH2
ATP5C1	MED15
ATP5C1	MPP1
ATP5C1	MYC
ATP5C1	NDUFA12
ATP5C1	NDUFB3
ATP5C1	NDUFB9
ATP5C1	NDUFS1
ATP5C1	NGEF
ATP5C1	PAWR
ATP5C1	PHKG2
ATP5C1	PJA1
ATP5C1	PNO1
ATP5C1	POLA2
ATP5C1	PRKAA1
ATP5C1	PRKACB
ATP5C1	PTN
ATP5C1	RAD23B
ATP5C1	SERPINA1
ATP5C1	SNCA
ATP5C1	SQSTM1
ATP5C1	SSBP1
ATP5C1	UBC
ATP5C1	UBQLN1
ATP5C1	UQCRC1
ATP5C1	ZNF337
ATP5D	CDK2
ATP5D	EIF1B
ATP5D	PSMD6
ATP5D	RIPK2
ATP5D	SGK1
ATP5D	TTN
ATP5D	UBC
ATP5E	CYP17A1
ATP5E	SUMO4
ATP5E	UBC
ATP5F1	ATP6V1H
ATP5F1	CDK2
ATP5F1	CLIC1
ATP5F1	DSTYK
ATP5F1	ESR1
ATP5F1	ICT1
ATP5F1	IKBKE
ATP5F1	MRPL42
ATP5F1	NDUFB5
ATP5F1	NDUFB9
ATP5F1	NDUFS7
ATP5F1	RPS2
ATP5F1	SDHA
ATP5F1	SNCA
ATP5F1	SPP1
ATP5F1	TOMM20
ATP5F1	TRAF6
ATP5F1	TSG101
ATP5F1	UBC
ATP5F1	UQCRB
ATP5F1	VHL
ATP5G1	UBC
ATP5G2	TDP2
ATP5G2	UBC
ATP5G3	UBC
ATP5G3	VKORC1
ATP5H	ATP5O
ATP5H	FBXW4
ATP5H	GET4
ATP5H	ICT1
ATP5H	NDUFA12
ATP5H	SNCA
ATP5H	STOML2
ATP5H	UBC
ATP5H	UBL4A
ATP5H	UQCRQ
ATP5I	ITGA4
ATP5I	RPS16
ATP5I	RPS21
ATP5I	UBC
ATP5I	ZNF16
ATP5J	ATP5J2
ATP5J	ATP5O
ATP5J	BANF1
ATP5J	COA6
ATP5J	MAPK6
ATP5J	PARK7
ATP5J	RPS6KA3
ATP5J	UBC
ATP5J	UQCRC2
ATP5J2-PTCD1	UBC
ATP5J2	CAPNS1
ATP5J2	CCDC137
ATP5J2	CRELD1
ATP5J2	FBP1
ATP5J2	FTSJ1
ATP5J2	HAP1
ATP5J2	KDM1A
ATP5J2	LPP
ATP5J2	MME
ATP5J2	MRPS34
ATP5J2	MYC
ATP5J2	NDUFA6
ATP5J2	NDUFB9
ATP5J2	PRKAB1
ATP5J2	PRPF4
ATP5J2	PVRL2
ATP5J2	RASGRF2
ATP5J2	RPLP1
ATP5J2	TRAF6
ATP5J2	UBC
ATP5J2	UQCRQ
ATP5J2	VHL
ATP5J2	ZFPL1
ATP5L	CDK2
ATP5L	CLN3
ATP5L	EPB41
ATP5L	ICT1
ATP5L	LRRK2
ATP5L	MAGEC1
ATP5L	PHLDA3
ATP5L	SAP18
ATP5L	TSC22D1
ATP5L	UBC
ATP5O	BRCC3
ATP5O	CD81
ATP5O	CDK2
ATP5O	EIF1B
ATP5O	EIF6
ATP5O	EPB41
ATP5O	IKBKE
ATP5O	IKBKG
ATP5O	ITGA4
ATP5O	MPG
ATP5O	NDUFB9
ATP5O	NDUFS4
ATP5O	PNMA1
ATP5O	PRKAB1
ATP5O	RPS10
ATP5O	TRAF6
ATP5O	UBC
ATP5O	UBL4A
ATP5O	UQCRC2
ATP5O	VHL
ATP6	FANCC
ATP6	SP1
ATP6	UBC
ATP6AP1	ATP6V1C1
ATP6AP1	FBXO6
ATP6AP1	HBA1
ATP6AP1	HNRNPAB
ATP6AP1	NR1I2
ATP6AP1	UBC
ATP6AP2	REN
ATP6AP2	UBC
ATP6AP2	USP20
ATP6AP2	VKORC1
ATP6AP2	ZBTB16
ATP6V0A1	ATP6V1D
ATP6V0A1	ATP6V1E1
ATP6V0A1	CLIC1
ATP6V0A1	MARCKSL1
ATP6V0A1	MRPL44
ATP6V0A1	MRPL46
ATP6V0A1	MRPL50
ATP6V0A1	NONO
ATP6V0A1	PA2G4
ATP6V0A1	PTRH2
ATP6V0A1	RPS15
ATP6V0A1	RPS18
ATP6V0A1	SCFD1
ATP6V0A1	SEH1L
ATP6V0A1	SLC25A3
ATP6V0A1	SLC30A5
ATP6V0A1	SNCA
ATP6V0A1	SNX4
ATP6V0A1	SRSF3
ATP6V0A1	UBC
ATP6V0A1	VAMP2
ATP6V0A1	ZNF267
ATP6V0A2	CYTH2
ATP6V0A2	PTRH2
ATP6V0A2	RPL10L
ATP6V0A2	RPS15
ATP6V0A2	RPS2
ATP6V0A2	SLC25A3
ATP6V0A2	UBC
ATP6V0A4	PFKM
ATP6V0A4	UBC
ATP6V0B	FAS
ATP6V0B	GLP1R
ATP6V0B	IRAK3
ATP6V0B	YWHAG
ATP6V0C	CERS2
ATP6V0C	CLIC1
ATP6V0C	MARK3
ATP6V0C	MDFI
ATP6V0C	PDGFRB
ATP6V0C	RNF182
ATP6V0D1	ATP6V1B1
ATP6V0D1	ATXN1
ATP6V0D1	ERC1
ATP6V0D1	LIG4
ATP6V0D1	SNCA
ATP6V0D1	UBC
ATP6V0D2	NDUFB8
ATP6V0D2	RBM15B
ATP6V0D2	RPS3
ATP6V0E1	ATP6V1E1
ATP6V1A	ATP6V1F
ATP6V1A	CDKN1A
ATP6V1A	CFTR
ATP6V1A	CSE1L
ATP6V1A	CUL3
ATP6V1A	DARS
ATP6V1A	DDX28
ATP6V1A	EIF3F
ATP6V1A	EIF4A1
ATP6V1A	HSPD1
ATP6V1A	MARCKSL1
ATP6V1A	MSLN
ATP6V1A	MTAP
ATP6V1A	MTPN
ATP6V1A	PDIA3
ATP6V1A	PRDX2
ATP6V1A	PRDX6
ATP6V1A	PTGR1
ATP6V1A	RAB1A
ATP6V1A	RBBP4
ATP6V1A	RMDN3
ATP6V1A	RPA2
ATP6V1A	SMN1
ATP6V1A	SNCA
ATP6V1A	SUMO2
ATP6V1A	TIPRL
ATP6V1A	TK1
ATP6V1A	TXNDC17
ATP6V1A	TXNDC5
ATP6V1A	TXNL1
ATP6V1A	UBC
ATP6V1A	UBE2S
ATP6V1A	UBR1
ATP6V1A	UBXN1
ATP6V1A	URM1
ATP6V1A	USP5
ATP6V1A	VAPA
ATP6V1A	VCL
ATP6V1A	XIAP
ATP6V1A	ZNF593
ATP6V1A	ZNF706
ATP6V1B1	ATP6V1H
ATP6V1B1	BANF1
ATP6V1B1	CD63
ATP6V1B1	CD9
ATP6V1B1	CHMP1A
ATP6V1B1	CHMP1B
ATP6V1B1	CHMP2B
ATP6V1B1	CHMP3
ATP6V1B1	CHMP4B
ATP6V1B1	CHMP5
ATP6V1B1	CTSD
ATP6V1B1	DNAJC13
ATP6V1B1	DNAJC5
ATP6V1B1	ERGIC1
ATP6V1B1	FLOT1
ATP6V1B1	FLOT2
ATP6V1B1	FTH1
ATP6V1B1	GBA
ATP6V1B1	GGH
ATP6V1B1	GNB1
ATP6V1B1	HNRNPDL
ATP6V1B1	HNRNPU
ATP6V1B1	INTS2
ATP6V1B1	IST1
ATP6V1B1	KDM1A
ATP6V1B1	LAMP1
ATP6V1B1	LAMP2
ATP6V1B1	LAMTOR1
ATP6V1B1	LIMA1
ATP6V1B1	MARC1
ATP6V1B1	MITD1
ATP6V1B1	MRPL50
ATP6V1B1	MYO1B
ATP6V1B1	MYO1D
ATP6V1B1	MYO3B
ATP6V1B1	MYOF
ATP6V1B1	NCSTN
ATP6V1B1	PIGS
ATP6V1B1	PKP4
ATP6V1B1	PLBD1
ATP6V1B1	RAB22A
ATP6V1B1	RAB35
ATP6V1B1	RALB
ATP6V1B1	RRAS
ATP6V1B1	S100A11
ATP6V1B1	SCARB2
ATP6V1B1	SERPINA3
