Gene	TCGA-A2-A0CM	TCGA-A2-A0D0	TCGA-A2-A0D1	TCGA-A2-A0D2	TCGA-A2-A0EQ	TCGA-A2-A0EV	TCGA-A2-A0EX	TCGA-A2-A0EY	TCGA-A2-A0SX	TCGA-A2-A0T1	TCGA-A2-A0T3	TCGA-A2-A0T6	TCGA-A2-A0T7	TCGA-A2-A0YC	TCGA-A2-A0YD	TCGA-A2-A0YF	TCGA-A2-A0YG	TCGA-A2-A0YI	TCGA-A2-A0YL	TCGA-A2-A0YM	TCGA-A7-A0CD	TCGA-A7-A0CE	TCGA-A7-A0CJ	TCGA-A7-A13F	TCGA-A8-A06N	TCGA-A8-A06Z	TCGA-A8-A076	TCGA-A8-A079	TCGA-A8-A08G	TCGA-A8-A08Z	TCGA-A8-A09G	TCGA-A8-A09I	TCGA-AN-A04A	TCGA-AN-A0AJ	TCGA-AN-A0AL	TCGA-AN-A0AM	TCGA-AN-A0AS	TCGA-AN-A0FK	TCGA-AN-A0FL	TCGA-AO-A03O	TCGA-AO-A0J6	TCGA-AO-A0J9	TCGA-AO-A0JC	TCGA-AO-A0JE	TCGA-AO-A0JJ	TCGA-AO-A0JL	TCGA-AO-A0JM	TCGA-AO-A126	TCGA-AO-A12B	TCGA-AO-A12D	TCGA-AO-A12E	TCGA-AO-A12F	TCGA-AR-A0TR	TCGA-AR-A0TT	TCGA-AR-A0TV	TCGA-AR-A0TX	TCGA-AR-A0TY	TCGA-AR-A0U4	TCGA-AR-A1AP	TCGA-AR-A1AQ	TCGA-AR-A1AS	TCGA-AR-A1AV	TCGA-AR-A1AW	TCGA-BH-A0AV	TCGA-BH-A0BV	TCGA-BH-A0BZ	TCGA-BH-A0C0	TCGA-BH-A0C1	TCGA-BH-A0C7	TCGA-BH-A0DD	TCGA-BH-A0DG	TCGA-BH-A0E0	TCGA-BH-A0E1	TCGA-BH-A0E9	TCGA-BH-A0EE	TCGA-BH-A0HK	TCGA-BH-A0HP	TCGA-BH-A18N	TCGA-BH-A18Q	TCGA-BH-A18R	TCGA-BH-A18U	TCGA-BH-A18V	TCGA-C8-A12L	TCGA-C8-A12P	TCGA-C8-A12Q	TCGA-C8-A12T	TCGA-C8-A12U	TCGA-C8-A12V	TCGA-C8-A12W	TCGA-C8-A12Z	TCGA-C8-A130	TCGA-C8-A131	TCGA-C8-A134	TCGA-C8-A135	TCGA-C8-A138	TCGA-D8-A13Y	TCGA-D8-A142	TCGA-E2-A10A	TCGA-E2-A150	TCGA-E2-A154	TCGA-E2-A158	TCGA-E2-A159	TCGA-E2-A15A
NUDT4	2.17369	1.46774	1.03475	1.01037	2.23944	2.76188	2.89015	3.33452	1.22069	2.51929	1.68222	2.64523	3.20249	2.69951	2.47125	3.0681	2.82895	1.80049	2.69632	0.943791	2.619	1.03973	1.25517	3.65431	2.88887	3.41373	1.52336	2.07231	1.90357	2.69136	1.86395	2.83185	2.10594	3.02072	2.38599	0.624996	1.28152	0.187406	2.49533	2.63038	1.51884	1.62932	1.64663	1.73248	1.87485	1.66938	2.22527	2.51425	0.200167	2.75825	2.51986	1.2954	2.37996	2.58173	2.56109	1.9882	2.05809	1.49639	1.36262	1.14301	2.26559	2.30244	2.09871	0.939487	2.26833	2.00645	2.13631	2.21462	1.94719	3.52946	2.08354	1.3361	1.6714	2.1731	1.25876	2.71567	3.0368	4.77165	1.52417	3.02858	3.36105	0.23819	2.15502	1.79905	2.59768	2.00555	1.00877	1.31693	2.98725	1.77293	3.26049	1.56348	1.34767	2.26436	2.73031	1.16758	1.86792	2.98314	1.31242	2.00133	1.47752	1.91632	2.55903
NUDT3	2.45516	1.79988	2.19514	3.00619	1.76238	2.09804	1.65779	2.02943	1.66047	1.26186	0.866015	2.00138	1.89518	1.72266	1.57767	2.13437	2.38167	1.8203	1.82948	1.82441	2.3839	1.59272	1.95426	1.36953	1.9206	1.05544	2.17456	1.78259	1.05832	1.75608	2.0378	2.06867	1.63934	2.56187	2.54566	1.20011	0.830975	1.66268	3.14286	1.89088	2.04114	2.41067	1.65407	1.75896	1.29068	3.54648	1.87159	2.12073	1.68525	1.79763	2.01713	2.64444	2.42599	1.73498	2.76672	1.50547	1.21204	2.29662	0.943373	1.07531	1.47356	1.41271	2.11284	1.92617	1.88105	1.94805	1.30853	2.06763	1.38815	1.60501	1.37729	1.89325	1.67194	1.65665	1.79167	1.14149	1.97233	1.63056	2.26944	1.40065	2.11327	2.56467	0.953382	1.11485	1.70509	1.33489	1.96225	2.35754	2.01333	1.73336	2.22845	2.44047	2.52381	2.28761	2.29461	0.85137	3.59751	1.52352	2.03204	1.85908	1.65402	2.2122	1.99401
WDHD1	2.15107	1.87815	1.81625	2.38125	1.02828	1.81857	0.211218	2.05739	1.95376	0.830854	2.93374	0.799668	1.05684	1.23227	0.830049	1.89278	2.08133	0.271697	1.61049	2.81521	1.64309	2.60609	1.89541	1.95603	1.79449	0.865494	1.76176	1.68057	1.41042	1.37017	1.68679	1.64807	1.37213	1.73776	1.69252	1.03096	-0.487259	0.885789	0.0821357	2.85291	1.45079	0.746144	1.11296	1.99453	1.73448	0.635805	1.70326	0.379787	-0.0903298	1.01241	1.64206	2.33878	0.482083	0.958576	1.00187	1.28375	3.53021	1.34363	0.225538	1.70193	1.48598	1.5274	1.70672	1.77318	1.39781	0.855774	2.32211	1.63306	3.34525	2.9261	1.10427	1.27618	1.43462	1.62189	2.47561	0.540091	1.34597	0.508139	2.05479	2.22971	1.43588	2.266	1.7965	2.32108	1.90048	1.30143	2.39615	1.69785	2.0622	1.12494	2.25662	1.44167	2.22268	1.41326	1.01885	2.89502	1.16461	1.06366	1.474	1.76139	1.54259	2.1325	1.47067
FAM107A	-0.718653	-3.16541	-4.19627	1.85794	-0.658321	-0.572629	-0.391656	-0.992447	0.784338	0.201614	-0.592272	-0.537083	-0.149887	-1.27135	0.347495	-1.04781	-1.85919	0.659781	0.558632	3.06372	-1.06721	-0.372771	-2.71454	-1.07143	-2.28308	-2.87152	-2.09317	-2.92181	-1.9447	-1.53677	-1.76326	-2.25887	-1.31259	-2.79738	-0.140575	-2.13429	-2.12671	-2.16488	1.88898	-1.93803	2.76112	0.911748	1.47912	-1.11567	1.36771	4.13569	-2.50026	-0.628327	-2.85629	-1.67149	2.71458	0.962675	-1.21026	-0.886657	-1.79662	-0.723086	0.0212619	-1.29205	-1.50325	-1.40948	-5.33849	-2.40527	0.306301	2.94469	-1.94673	-1.14747	-1.86436	0.06805	-0.390915	-2.43349	-0.366391	-2.85315	0.581094	2.61178	-2.48418	1.84314	1.08316	-2.99332	1.48057	-0.465991	-2.34619	3.48385	-4.06129	-1.89206	-1.49781	-2.6936	-1.4868	3.01957	-1.5949	-4.72686	-1.26257	-2.04354	0.652035	-0.592385	-0.149718	-0.547491	2.62609	-2.83454	-0.348958	-2.08415	-1.63826	-0.903383	-2.46148
ZNF277	2.11054	2.5511	2.40941	2.51143	2.36595	2.38763	2.8585	2.03354	1.99132	2.12359	2.91158	2.18368	2.0356	1.89523	1.86095	2.34004	2.55333	2.22406	3.03076	2.57232	1.95799	1.91383	1.81082	1.29043	2.05526	1.73467	2.08763	2.11513	1.83298	2.38525	2.41135	1.47691	2.0639	1.49715	2.11559	1.31006	1.64128	2.32073	2.04589	1.73073	2.24889	2.33543	2.7668	1.87595	2.48188	1.83213	2.70957	2.45835	2.44551	2.00758	2.45042	2.96837	2.42475	1.81662	2.59578	2.21913	2.86385	2.38531	2.20718	2.72879	2.31292	2.81091	2.27551	1.86491	2.43038	1.73175	2.48659	2.62369	2.35565	2.63851	1.97425	2.81057	2.03255	2.77162	2.20068	2.26394	2.11063	1.79149	1.86735	2.35376	2.44004	1.99228	0.812497	2.77543	2.88663	2.10079	2.45645	2.46298	1.71088	1.56976	1.93199	1.95371	2.4372	2.12026	1.87938	1.94447	2.27962	1.30122	2.21901	2.69487	2.532	2.05861	2.48063
WDR6	4.65107	3.88128	3.84434	4.83535	5.2245	4.87623	5.0136	4.62669	4.43085	4.64221	4.56568	4.94608	5.30784	5.31113	5.15852	4.1096	4.07127	4.82564	4.24316	4.61267	5.47918	4.44604	4.61221	4.73423	4.91166	4.23412	4.58076	5.58891	5.27321	5.14089	4.69228	3.97905	4.68514	5.10757	3.5155	4.62128	4.428	4.51377	2.85343	4.74541	3.12312	4.09031	5.0214	3.86963	4.26189	3.77433	3.91879	3.64344	5.41498	4.16113	4.92658	3.76033	5.845	5.02485	4.846	3.65168	3.60124	4.04481	4.59364	4.6763	4.89073	5.03644	5.03868	4.43247	4.83285	3.1541	4.2826	4.51308	4.34563	5.28329	4.22319	3.40788	4.97127	4.30381	4.4633	4.3609	4.40798	5.63682	5.02233	5.846	4.48566	4.17687	3.21122	3.79392	3.34811	4.50807	3.25021	4.43422	5.39421	3.56686	4.0312	3.84105	4.08876	3.68784	3.81602	5.2282	4.68406	4.83927	3.23847	5.51852	3.67643	3.76188	4.61961
INMT	-2.3253	-2.74607	-3.27685	-1.00924	-0.728373	-0.243169	1.89177	0.138956	-0.747725	0.901829	-0.790285	1.21102	0.401843	0.300972	1.26912	-1.46032	-2.55645	0.613926	1.05645	-2.77786	-1.57684	-0.442425	-1.14457	-0.556707	-4.10063	-3.63737	-1.60473	-0.427702	-1.31633	1.06203	-0.132412	-1.93952	-0.317184	-0.432648	-0.701151	-2.63937	-2.90774	-0.965358	-0.966431	-2.42366	-4.42025	1.49158	1.49785	-0.984132	1.92284	-0.531508	-1.46837	1.30775	-1.8244	0.351318	1.48723	0.146304	0.850123	0.568092	-1.07681	0.144478	-0.858409	-3.18746	0.15313	-1.96366	-3.09715	-1.94444	0.933196	-0.956031	-1.74492	-0.0216011	-0.713211	-0.222506	-1.71209	-2.29906	-0.658014	0.437105	-0.549794	2.10115	-3.08653	2.1768	1.76605	-2.06775	-0.119388	-0.576178	-2.28591	-2.15745	-4.68501	-1.78587	-0.325787	-3.82863	-2.53086	0.618633	-0.0416159	-2.3924	-1.00627	-2.43296	-0.069727	-0.843884	-0.337541	-2.30371	-0.389954	-1.79483	-1.64195	0.166413	-1.65472	-2.14512	-1.69492
RASSF1	3.98598	2.41641	2.9145	3.40823	2.62327	2.70046	2.65626	2.83097	3.20361	3.06028	2.42443	2.67302	3.11115	2.88983	2.99582	2.69549	2.44956	3.05501	2.59472	2.99353	3.34252	2.75666	1.87383	3.27782	1.86832	1.95734	2.76669	3.0947	2.85074	3.42991	3.48973	2.36928	2.20262	2.9698	3.17565	3.05053	3.03816	3.17623	1.65287	2.05427	2.14714	2.70106	3.87014	1.76142	2.99658	2.73209	2.22837	2.56618	3.03112	2.4587	2.5832	2.71437	3.12351	3.16772	3.15782	2.51526	1.95511	2.36197	3.55611	3.93314	3.4808	2.90653	3.10898	3.0975	2.75509	2.27479	2.70953	2.80663	2.04528	2.85698	2.19714	2.23543	3.32391	2.71742	3.75368	1.95311	3.23168	2.55473	2.72648	1.72861	2.78979	3.47466	2.50877	2.22225	2.16808	3.20568	3.1454	3.40969	3.95445	2.3662	2.41035	2.3359	2.8989	2.07449	2.92975	3.61866	3.18286	2.45116	2.21999	3.26783	1.42407	3.14793	2.4833
CHEK2	2.15403	3.07266	1.73597	3.67016	2.49904	1.52105	1.13213	1.5952	1.66028	1.29027	1.96712	-0.126432	1.02304	1.58288	0.502923	1.19278	1.33176	1.19904	1.60175	1.84388	1.9837	2.42643	2.88234	2.45756	0.103318	2.11114	0.994028	3.34849	1.2339	0.86481	1.69743	2.16643	0.457833	2.90193	2.39495	1.73208	1.17229	1.59077	1.81008	3.03713	2.08015	1.43496	1.97639	1.43257	1.48656	1.90315	1.50341	1.95593	1.44283	1.39965	1.00187	3.27166	0.810367	1.25493	2.54023	0.662946	1.11653	2.19509	1.25043	2.79444	1.55426	1.03997	1.66349	1.40506	0.635637	0.982947	2.70646	2.09129	0.919829	2.25367	0.958113	1.97667	1.90836	1.75283	1.68762	0.928455	1.70278	0.834194	2.68576	1.8333	3.37219	2.05004	2.83742	1.2691	1.21091	2.13012	1.51906	2.63537	2.54027	1.1891	2.77299	1.92331	1.86548	2.4984	1.0792	2.03418	1.99477	1.31161	1.88454	2.31656	2.21321	2.25145	1.6607
AKAP10	2.31047	1.60925	1.31655	1.59108	1.95261	3.24203	2.43164	1.8624	2.75652	1.55407	3.1648	2.90291	2.98442	3.69442	2.83191	3.77278	2.57572	2.69361	2.68037	3.63774	3.42809	2.56025	2.0283	2.5289	3.23631	3.01289	2.06862	2.20769	2.07601	2.91507	2.04694	2.25453	1.80369	2.19402	1.61984	1.35052	1.72163	2.31992	0.599889	2.29957	2.53403	1.85456	3.27135	1.9758	2.81209	1.93479	1.64618	1.75683	3.05512	2.40745	3.6448	2.55255	2.53876	2.72409	2.98284	2.4789	2.27399	2.05745	3.00372	2.00336	1.90956	3.18199	3.24856	2.31396	2.84153	2.18215	2.22415	2.32294	2.71369	3.53236	2.56959	1.68996	2.72966	3.14236	1.08985	1.53743	2.32424	3.56208	2.28974	3.14689	2.47741	2.44029	1.9785	1.72862	2.31624	2.43267	2.45146	2.43529	3.6361	1.95897	2.33014	1.61433	2.14277	1.75009	1.8881	2.16811	2.13479	3.6577	2.17029	2.89372	1.76181	2.50455	3.20828
PRAF2	3.67718	4.03092	4.41515	4.59417	4.44205	4.39484	4.10119	3.60177	3.74266	4.56707	3.86615	3.82359	3.82041	4.08969	4.03129	4.6869	2.71093	3.54293	3.05331	2.92077	3.39366	4.02999	3.95793	3.8168	3.67484	4.74172	3.61302	5.19176	5.28339	4.00928	3.68334	3.88636	4.84342	3.9098	3.91535	5.00336	4.18709	3.88305	4.08988	3.59378	4.60787	4.76923	4.41424	3.72812	3.99008	5.30686	4.5301	6.04851	5.42055	3.6042	3.96755	3.87485	3.76151	4.21227	4.53956	4.02355	3.30518	4.05749	3.75915	4.13104	4.06751	3.75875	3.4447	4.29134	4.92225	4.33026	4.4654	3.71177	4.01613	3.92391	4.47004	4.32581	4.8676	3.56617	4.28845	3.54495	4.11102	4.50023	2.40932	2.97126	4.14824	3.3958	2.46436	4.28742	4.17509	4.05436	4.87636	4.40314	3.48798	4.14646	4.41473	4.39178	3.48352	3.52558	4.72806	4.4372	4.26231	4.62852	3.86156	4.12711	3.23523	4.05283	4.00292
ZHX1	2.76451	0.910411	3.0855	1.73907	2.32788	2.53523	3.49536	3.23834	2.72722	2.41722	2.74064	3.15435	3.96157	2.79047	2.90693	3.32025	3.40848	3.01785	3.20145	2.29058	2.56282	3.94075	2.59941	2.28775	3.65048	3.37465	2.98777	2.97959	2.92948	3.18262	3.0991	3.21749	3.33596	3.06663	2.65071	2.53449	3.08141	2.50923	3.58341	4.19973	3.10898	1.75555	2.29929	3.51269	3.0046	3.60767	3.12707	1.96569	2.69299	2.886	2.60136	2.5283	3.65817	2.96448	3.68501	2.5111	3.39683	3.22583	3.35426	2.80119	2.45894	2.75477	3.52759	3.04225	2.81373	3.00785	3.24933	3.28975	2.88705	3.28864	2.07105	2.50794	2.89764	3.00234	2.85035	3.3539	2.5973	3.35729	4.62857	3.69182	3.34172	4.00141	3.37456	2.66887	2.4935	2.39513	3.54449	2.96805	2.90744	4.6552	2.67925	2.8283	4.37568	4.39658	2.49391	4.46755	2.99386	2.82027	3.99427	3.03402	3.12175	2.98698	3.15145
MGAT4B	4.63959	4.82026	3.93789	4.98391	4.29402	4.13016	3.51699	4.199	4.55157	4.14309	3.79527	3.71653	4.40087	3.76702	3.83009	3.50468	4.46772	3.39724	3.92209	4.74362	3.93787	3.59208	4.4444	4.09244	3.93485	4.45073	3.97558	4.39716	4.6686	4.22305	4.46137	4.47037	3.4246	4.00617	4.60825	4.67478	4.58072	3.90318	3.69179	4.17574	4.78303	3.47493	3.03962	3.18619	3.30505	4.20939	4.04759	3.68348	4.37442	3.28046	3.84836	3.11558	4.21112	4.56503	3.69838	4.42236	2.8604	4.2458	5.29596	4.37793	4.33133	4.13348	3.43166	4.0441	3.80372	3.98902	3.60181	4.30842	3.77493	3.9568	3.78659	3.55929	3.95717	3.88744	4.10093	3.11579	4.01119	4.42158	3.79309	3.87596	3.41156	5.71261	3.83722	4.03684	4.20053	3.9346	4.40529	3.85062	3.79952	4.88725	3.5239	3.69058	4.16493	3.908	3.78715	5.27714	4.03843	4.30348	4.79427	4.03627	3.84825	5.29395	3.98928
SLCO2B1	2.45235	1.2596	-0.275254	1.82902	2.27796	3.26997	1.71262	2.82511	2.55577	2.89655	0.353766	3.13694	2.03172	2.39498	2.9248	2.53512	1.75528	3.72855	2.53351	2.76146	1.46255	0.805729	0.70171	1.94569	1.08819	1.32398	2.81435	3.9239	2.3193	3.8707	3.06086	2.77038	1.27036	2.3384	1.91297	1.69046	2.10341	1.0173	-0.171746	1.62357	0.842245	1.74696	3.3742	2.35937	3.29478	0.0697666	0.777371	1.47942	0.878136	3.0572	2.70711	1.40466	1.32939	4.17249	2.0356	3.26927	1.31742	3.00965	2.69937	2.92956	2.20798	2.21884	4.06174	1.75541	2.86181	2.80084	2.92159	2.16461	1.42575	1.40834	2.8973	1.08209	0.310079	2.15715	-1.11795	1.58199	2.7027	1.90466	2.02782	1.4534	2.04103	2.83227	1.73596	2.056	2.83224	1.78824	1.11418	4.02704	2.8644	0.361902	1.23993	0.767953	1.57533	2.36766	1.65265	0.964534	2.50615	1.92626	1.87308	1.78874	-0.335231	3.26036	2.48693
CD300A	2.50917	1.57085	0.429977	2.32998	1.83693	2.20473	0.698605	1.3139	2.69632	1.55864	0.773459	2.47674	1.65269	2.41463	2.41261	1.66112	0.722425	2.82708	0.86562	2.26057	0.717394	1.31938	2.05975	1.67545	0.38123	1.72811	1.97212	2.57458	1.28947	3.30529	1.38161	2.42596	1.09702	2.45565	2.22208	1.85407	3.26865	0.413172	-0.213633	1.21312	1.69701	2.55755	3.13683	1.89089	2.8449	0.378892	1.63408	1.10041	0.874689	1.64361	2.71433	1.5757	0.603303	2.86296	1.7907	1.56071	0.940932	4.13624	2.23544	2.46091	2.26735	1.52925	2.73749	2.09055	2.16544	2.32359	1.95093	0.510314	1.04278	1.27287	2.13011	0.0695233	0.218183	1.64314	0.101303	0.871419	1.61235	1.34414	1.44092	1.03998	2.00785	2.91836	1.34924	1.41258	1.84415	1.56234	1.08967	3.31043	2.37884	0.574078	1.08561	1.31339	1.66918	1.23035	1.11215	1.08816	2.23622	1.68613	2.04909	1.26234	-0.456106	1.69972	1.66122
FKBP9	4.08923	4.26087	4.32882	4.10043	3.74925	4.93662	4.77935	4.39397	4.71813	4.63405	5.43069	5.44773	5.06134	4.36043	5.03592	4.59248	4.46109	4.53075	4.85721	4.60762	4.19707	5.36688	4.5567	5.2021	3.71869	4.2787	4.99024	4.33868	4.42482	5.08462	3.95714	4.68554	5.03176	4.76084	5.44788	4.83868	4.79219	4.39077	5.12372	3.65281	4.58864	3.68014	3.08991	5.23842	4.65269	4.50357	5.06611	5.02792	3.52075	4.65945	4.45668	4.33101	3.91589	4.47863	4.5098	4.49801	4.46673	4.16845	4.28403	4.19533	3.9969	4.73652	4.10765	5.36721	4.81331	4.93587	3.28697	5.02049	4.45781	4.47135	5.37545	3.64158	4.66988	4.86182	3.81009	4.37943	5.17769	4.14868	4.1559	3.87296	3.8507	5.44959	5.31459	5.52388	4.68562	5.04282	3.45898	5.15844	4.66033	3.99275	4.96523	5.27252	4.27131	4.31476	4.03155	4.14637	5.68416	4.5383	5.60973	4.70118	6.0485	5.00203	4.81663
EXOC3	2.55406	3.36512	2.382	2.98509	2.75906	3.09253	3.89313	2.28823	2.56939	2.31875	2.73787	3.14644	3.506	2.87982	2.84501	2.54351	3.50972	2.55234	2.82222	3.14784	3.14492	2.70184	3.26669	2.57689	3.1815	2.87026	2.61315	2.87474	3.2222	2.75937	2.50291	2.55833	2.72534	2.99852	2.90607	4.33628	3.15051	3.05518	1.71726	2.81136	2.81862	2.59426	2.90163	3.269	2.68956	1.63992	2.67094	2.78899	3.07547	2.35577	3.06393	2.49668	3.31774	3.00749	3.45257	2.72553	2.89261	2.5788	2.76805	2.15837	2.9769	3.19546	3.0846	3.65827	2.92653	3.40454	2.64666	2.77586	3.33447	2.67076	2.74402	1.97189	2.66389	2.84823	2.22344	2.34719	3.11851	3.4556	2.96539	2.83796	2.75552	2.93429	2.75699	3.2424	3.3213	2.92341	2.20642	3.52761	2.26398	2.66808	2.54189	3.41952	3.02737	3.00528	2.41484	3.3335	2.87235	2.97788	2.67208	2.73612	1.90726	2.08698	3.22125
GABARAP	4.69997	3.93986	4.67625	4.37275	4.94922	4.76078	5.08106	4.66347	4.85958	4.84251	4.4999	5.06082	4.62934	4.28982	4.90329	5.07157	4.0417	4.97625	4.72853	4.25045	4.33948	4.59341	4.43504	4.66735	4.14539	5.13413	3.76373	4.45775	3.61708	4.71232	3.93518	4.08677	5.11153	4.32335	4.57592	4.6942	4.59866	5.28001	4.61467	4.85194	4.87996	4.98619	5.12008	4.42651	4.94606	4.19657	4.58658	4.77776	5.23492	4.16801	5.11237	4.59861	4.16159	4.67828	5.22686	4.42621	3.98441	4.35821	5.44722	4.96805	4.52059	4.64376	5.03765	4.60278	5.45583	4.47314	4.23494	4.399	4.05558	3.38303	5.29481	4.55109	5.22346	4.44093	4.32468	4.66857	4.67696	5.07177	4.4254	4.34707	4.39778	3.94063	3.97534	4.5322	4.10504	4.32629	4.84197	4.82589	4.94315	4.16433	5.06306	4.67636	3.84541	4.51075	4.66045	4.10981	4.92042	4.82655	4.48144	4.90177	3.79563	4.79915	4.34209
SYNPO	2.59803	3.27262	2.14892	3.25442	2.99118	2.96439	3.49709	2.58098	3.88309	3.44339	2.88106	3.71678	3.21408	2.85492	4.13553	2.33497	1.84955	3.43447	3.6399	2.88197	2.4055	3.80828	1.70093	3.24365	0.450264	1.23759	2.33966	1.10702	2.42574	3.63276	2.36301	1.80798	2.82761	1.3864	2.73719	3.37043	2.95854	1.42152	1.82403	1.5444	2.84414	4.393	2.7775	3.13291	3.26939	2.66585	2.55337	3.49945	0.62571	2.68421	3.34185	3.28578	1.29498	3.04333	1.52297	2.96094	2.52534	2.44845	3.98856	2.53611	2.60783	2.02548	2.5504	3.32885	2.51522	2.91804	2.45431	2.99374	2.05291	1.4686	3.3789	3.8883	2.12986	3.59863	1.40889	3.25583	4.35382	2.79701	2.47519	1.97565	1.89635	2.88004	2.14088	2.55118	3.1009	2.68535	1.69414	3.41775	2.46225	2.85364	3.08104	2.47658	2.4278	2.96127	3.19615	2.00177	3.20508	2.1238	2.66158	2.90958	1.52594	2.60987	2.45149
COG2	1.37676	2.40659	1.40319	1.32639	2.35033	2.62835	2.03248	1.94396	2.35445	1.57452	2.66301	2.49134	2.25381	2.79668	3.62121	1.98238	1.84387	2.8524	2.6326	1.82673	3.02875	2.38833	1.96364	2.49243	2.8025	2.62876	2.39804	2.2493	3.18969	2.88565	2.51972	3.36913	1.95149	2.67452	0.772812	3.23293	1.68709	3.05158	1.36897	2.89584	1.85223	1.7699	2.06366	2.60531	2.91524	1.38805	2.82908	1.73887	2.9658	2.94559	2.9953	1.84686	3.18581	1.74167	1.99299	1.41749	1.86776	2.19824	2.47398	1.40585	3.29022	3.30853	2.7691	1.87003	3.35402	1.60498	1.67372	3.21081	2.21065	3.20163	2.64722	0.907501	3.25974	2.72012	2.03266	3.24753	2.56706	1.94966	1.57831	3.11051	2.82757	2.54925	2.4433	2.09073	1.96369	1.76152	1.46965	1.90067	2.34516	3.00307	2.26009	1.76941	1.32177	1.83322	1.80833	1.98255	1.41482	1.42409	1.47476	2.92696	1.37764	1.40252	2.44795
DNAJC8	5.42689	5.22905	5.1611	5.1702	5.32215	5.23022	5.08026	4.47679	5.0023	4.82613	5.30799	5.17009	4.60056	4.91578	4.78765	4.54428	4.90826	4.31446	4.97021	4.95681	4.68585	5.42994	5.11586	4.13213	5.08123	5.38942	4.20027	4.24954	4.85854	5.053	4.72037	4.36422	4.89335	4.80119	5.27075	4.78193	4.55432	4.3141	4.35232	5.36488	4.49204	4.77538	5.61779	4.77042	4.97816	4.32697	4.92053	5.43722	4.95607	4.59373	4.78882	4.9432	5.08984	5.10773	5.15109	4.78725	4.57988	5.06971	4.74509	5.41278	5.21379	5.01092	5.06391	4.99356	4.90193	4.99817	4.84015	4.25277	5.03632	4.46415	4.27257	4.90648	4.89618	4.48131	5.44135	4.80206	5.01016	4.77471	4.80919	4.26162	5.09803	5.01811	4.24364	5.10724	4.82664	5.03045	5.46162	4.95305	4.51355	3.98956	5.28106	5.27896	5.10709	4.70106	5.02023	4.29187	4.9841	4.55557	4.88203	4.56719	5.75547	5.63733	4.67528
RHOBTB3	1.52742	0.425313	2.75107	2.0385	1.46572	3.64693	1.89389	4.49801	2.73074	1.36064	5.32598	2.52306	3.18594	2.66791	3.44918	5.47666	5.03324	4.24089	1.92971	0.730078	0.514072	3.0805	-0.983269	2.63445	2.8998	4.55361	4.22302	1.1922	3.16379	3.11445	3.55777	3.30225	3.54136	3.13599	2.54087	4.21497	4.17296	5.11074	3.11081	2.74967	0.522391	2.59608	1.3733	1.41124	4.77136	1.99834	1.88326	1.02881	4.51451	2.38402	3.51262	2.57278	-1.04163	3.15893	-0.189781	3.79905	6.08585	1.11273	3.53553	1.73378	2.65368	7.02048	2.6601	2.42868	3.71531	3.73115	0.40989	4.63297	6.48806	3.66662	2.64498	1.66619	5.26616	2.03234	1.85871	4.18698	0.988836	-0.115108	3.04339	1.6941	4.25407	1.09642	2.69417	3.42299	2.56992	2.75798	3.06047	1.96745	2.49773	1.8134	1.48297	2.07935	1.80313	2.70632	2.11908	4.34213	2.36011	5.91474	1.95875	3.26925	3.03652	2.7096	4.41699
DLGAP4	3.90878	4.43224	4.61319	4.31197	3.75577	3.57004	3.11801	3.7551	3.99781	3.46738	3.51975	3.4145	4.05623	3.02576	3.86671	3.22445	4.14606	3.41146	3.54275	3.77648	2.78227	3.19018	4.27554	3.4525	3.70606	2.85803	4.48088	4.90673	3.77185	3.29755	3.53744	3.65049	3.67811	3.94273	4.03485	4.39521	2.97358	3.29245	4.03907	3.47624	4.34579	3.52809	3.06528	3.42698	3.07194	3.68324	3.63942	3.77854	3.17604	3.58537	3.69265	3.82169	3.01965	3.605	3.74469	4.47031	3.17659	4.5849	4.50329	3.72849	3.67503	3.54215	3.5875	3.70403	3.76907	4.10364	3.63403	3.94692	3.51348	3.56824	3.93827	3.97214	2.9771	3.63727	2.13246	3.10723	3.43295	3.24758	3.95365	3.07981	3.45674	2.53943	4.42917	4.76701	4.1412	4.40683	4.48643	5.37356	3.80373	3.89654	4.00424	4.08382	2.93902	3.52648	4.09671	4.19243	4.61008	3.4299	3.74768	3.4177	3.75252	4.32482	4.11263
