TF	genetarget
PNO1	EXOSC3
PNO1	GLRX2
PNO1	METTL2A
PNO1	MRPL18
PNO1	MRPS17
PNO1	NMD3
PNO1	NOL7
PNO1	PDCD2
PNO1	PHB
PNO1	PSMA2
PNO1	RAD18
PNO1	RAN
PNO1	SNRPB
PNO1	TAF5L
PNO1	YEATS4
PNO1	ZNF593
POLE4	ACP1
POLE4	C1QBP
POLE4	C2orf47
POLE4	C9orf114
POLE4	MRPL11
POLE4	MRPL36
POLE4	MRPL39
POLE4	MRPS16
POLE4	MRPS17
POLE4	NKAP
POLE4	NSMCE2
POLE4	PRICKLE4
POLE4	PSMA2
POLE4	TERF2
POLE4	TIMM8A
POLE4	TTC27
POLE4	WARS2
PMS1	HPRT1
PLEK	ARHGAP30
PLEK	BIN2
PLEK	CCDC71
PLEK	CD48
PLEK	CD52
PLEK	CSF2RB
PLEK	EARS2
PLEK	ITGB2
PLEK	NCF4
PLEK	PLCG2
PLEK	RCSD1
PLEK	TNFSF13B
POLR2E	ACP1
POLR2E	ADRM1
POLR2E	AP2S1
POLR2E	ARID4B
POLR2E	ARPC4
POLR2E	ASH1L
POLR2E	BCL2L13
POLR2E	BSG
POLR2E	CDC37
POLR2E	CDC5L
POLR2E	CDK2
POLR2E	DCTD
POLR2E	DCTN5
POLR2E	DNAJC14
POLR2E	FUS
POLR2E	GM2A
POLR2E	GSTO1
POLR2E	GTF3C2
POLR2E	HDAC8
POLR2E	HSBP1
POLR2E	HSF1
POLR2E	IRAK4
POLR2E	KCNH2
POLR2E	MAPK14
POLR2E	MAPK1IP1L
POLR2E	MAPKAP1
POLR2E	MCFD2
POLR2E	MCM3AP
POLR2E	MGAT2
POLR2E	MGAT4B
POLR2E	NFYC
POLR2E	OTUB1
POLR2E	PGK1
POLR2E	PHF23
POLR2E	PIP5K1A
POLR2E	POMGNT1
POLR2E	PPP1CA
POLR2E	PPP2R5D
POLR2E	PPP5C
POLR2E	PSMD3
POLR2E	RANGAP1
POLR2E	RNF126
POLR2E	SEC23A
POLR2E	SENP3
POLR2E	SLC29A1
POLR2E	SMURF1
POLR2E	SNAP23
POLR2E	TMEM189-UBE2V1
POLR2E	TMEM64
POLR2E	TRAPPC3
POLR2E	UBE2I
POLR2E	UCK1
POLR2E	UPF1
POLR2E	USP10
POLR2E	VAMP3
POLR2E	WBSCR16
POLR2E	WDR1
POLR2E	YBX1
POLR2E	ZFPL1
POLR2E	ZNF207
POLR2G	AIFM3
POLR2G	CDCA5
POLR2G	CDK4
POLR2G	CENPM
POLR2G	COPS7B
POLR2G	DTYMK
POLR2G	LAS1L
POLR2G	LRRC59
POLR2G	NME1-NME2
POLR2G	PLK4
POLR2G	RFC5
POLR2G	RUVBL2
POLR2G	STYXL1
POLL	ABCC8
POLL	ALPI
POLL	CAPZB
POLL	CDK10
POLL	CLTA
POLL	CNTROB
POLL	DDX51
POLL	DMPK
POLL	GFER
POLL	GMDS
POLL	IGFL1
POLL	LMAN1
POLL	MBD6
POLL	MYCN
POLL	MYO18A
POLL	ROCK1
POLL	SETD8
POLL	SFTPC
POLL	SLC1A2
POLL	STX5
POLL	TMCC1
POLL	TNP2
POLL	TRPC7
POLL	ZDHHC20
POLL	ZNF286A
PPARD	CPT1B
PPARD	LIPA
PPARD	GADD45B
PPARD	UCP2
PPARD	UCP3
PPARD	VEGFA
PPARD	NOL3
PPARD	ANG
PPARD	CAT
PPARD	HSD11B2
PPARD	SAT1
POLR2L	ARL2
POLR2L	COPS8
POLR2L	DIS3L2
POLR2L	ERCC1
POLR2L	MRPL41
POLR2L	SRM
POU2F2	CAPZB
POU2F2	TNRC6B
POU2F2	ZBP1
POU2F2	AP2S1
POU2F2	EPHB1
POU2F2	HMOX2
POU2F2	HOXB9
POU2F2	PRMT1
POU2F2	NFE2L2
POU2F2	PCSK5
POU2F2	TAF7
POU2F2	GCFC2
POU2F2	TNNC1
POU2F2	TSPYL1
POU2F2	TFEB
POU2F2	PIP5K1B
POU2F2	SUCLG2
POU2F2	WASL
POU2F2	PKMYT1
POU2F2	CELSR1
POU2F2	RBM7
POU2F2	NUDT3
POU2F2	SH3BP1
POU2F2	PVRL3
POU2F2	HSPB8
POU2F2	EHD2
POU2F2	BIVM
POU2F2	KANSL3
POU2F2	CTNNBIP1
POU2F2	MRPL11
POU2F2	NADK
POU2F2	KDELC1
POU2F2	ZNF329
POU2F2	TBC1D17
POU2F2	STRADA
POU2F2	TMEM170A
POU2F2	SLC36A1
POU2F2	ONECUT3
POU2F2	RPS10-NUDT3
POU2F2	CD22
POU2F2	CCR5
POU2F2	LYN
POU2F2	NOL3
POU2F2	HBB
POU2F2	SPIB
POU2F2	TK1
PPID	CDC5L
PPIL4	C16orf54
PPIL4	CD52
PPIL4	EIF1AX
PPIL4	EIF4E
PPIL4	NUP160
PPIL4	SSB
PPIE	BNIP1
PPIE	CCT7
PPIE	GRSF1
PPIE	MPG
PPIE	MRPL11
PPIE	MRPL18
PPIE	MRPL37
PPIE	MRPL43
PPIE	MRPS16
PPIE	MRPS34
PPIE	PSMA7
PPIE	PSMD13
PPIE	RFC2
PPP1R12A	AFG3L2
PRMT3	CHAC2
PRMT3	EBNA1BP2
PRMT3	PPIL1
PRICKLE2	CALD1
PRICKLE2	COL4A1
PRICKLE2	EFEMP2
PRICKLE2	SPARC
PQBP1	ARHGAP30
PQBP1	CNPY2
PQBP1	OTUB1
PQBP1	RAN
PQBP1	RPL18A
PQBP1	SNRPB
PPWD1	AQR
PRR3	AIFM3
PRR3	DTYMK
PRR3	NME1-NME2
PRR3	RFC5
PRR3	RUVBL2
PRR3	XPO5
PRKRA	CDC73
PRKRA	EIF3C
PRKRA	FAM92A1
PRKRA	SENP6
PRKRA	UBR5
PRPF6	GTF2F1
PRPF19	LAS1L
PRPF19	XRCC6
PSMD11	AP2S1
PSMD11	GUCY1A3
PSMD11	NUP160
PSMD11	PSPC1
PSMD11	SAAL1
PSMD11	SERPING1
PRRX1	EDNRA
PRRX1	FBLN2
PRRX1	GAS1
PRRX1	LUM
PRRX1	PCDH18
PRRX1	PDZRN3
PRRX1	RGS5
PRRX1	SPARC
PRPF4	AIFM3
PRPF4	AK2
PRPF4	ANKHD1-EIF4EBP3
PRPF4	AP2S1
PRPF4	BUB3
PRPF4	C2orf49
PRPF4	CBX4
PRPF4	CDC37
PRPF4	CDCA5
PRPF4	CHEK2
PRPF4	DCTN5
PRPF4	DNAJC14
PRPF4	FUS
PRPF4	GTF2F1
PRPF4	HMGCS1
PRPF4	HSPD1
PRPF4	LMNB2
PRPF4	MAPK1IP1L
PRPF4	MAPKAP1
PRPF4	METTL2A
PRPF4	MGAT2
PRPF4	NOM1
PRPF4	OTUB1
PRPF4	PHF23
PRPF4	PIP5K1A
PRPF4	POLQ
PRPF4	PSMD3
PRPF4	PUS1
PRPF4	RANGAP1
PRPF4	SENP3
PRPF4	SLC25A15
PRPF4	SUMO2
PRPF4	TFAM
PRPF4	UBE2I
PRPF4	UPF1
PRPF4	WBSCR16
PRPF4	ZNF207
PRRX2	PPTC7
PSMD12	ACP1
PSMD12	ANKHD1-EIF4EBP3
PSMD12	BUB3
PSMD12	C2orf49
PSMD12	C9orf114
PSMD12	C9orf40
PSMD12	E2F3
PSMD12	EIF4E
PSMD12	ETF1
PSMD12	HSPA14
PSMD12	KLHL7
PSMD12	MRPL18
PSMD12	MRPL39
PSMD12	MRPS17
PSMD12	MRPS30
PSMD12	NMD3
PSMD12	NOL7
PSMD12	NOLC1
PSMD12	PNO1
PSMD12	PSMA2
PSMD12	RAN
PSMD12	TCEB1
PSMD12	TIMM8A
PSMD12	TPRKB
PSMD12	UCK2
PSMD12	ZC3H8
PTBP1	ACLY
PTBP1	ADRM1
PTBP1	AFF3
PTBP1	AP2S1
PTBP1	ASH1L
PTBP1	BUB1
PTBP1	BUB3
PTBP1	CASP2
PTBP1	CBX4
PTBP1	CDC20
PTBP1	CDCA5
PTBP1	CDK2
PTBP1	CDT1
PTBP1	CENPM
PTBP1	CFL1
PTBP1	CFLAR
PTBP1	CNTROB
PTBP1	COPS7B
PTBP1	DDX3X
PTBP1	DYRK1A
PTBP1	FAM60A
PTBP1	FUS
PTBP1	FZR1
PTBP1	GNAI3
PTBP1	GNG13
PTBP1	GPR26
PTBP1	GTF2F1
PTBP1	GTF2I
PTBP1	GTF3C2
PTBP1	HMGCS1
PTBP1	HMGN1
PTBP1	HSPD1
PTBP1	KCNH2
PTBP1	KLHDC1
PTBP1	LMNB2
PTBP1	MPZL1
PTBP1	NLE1
PTBP1	NUP160
PTBP1	OTUB1
PTBP1	PA2G4
PTBP1	PHF23
PTBP1	PIP5K1A
PTBP1	POLQ
PTBP1	PPM1L
PTBP1	PPP2R1B
PTBP1	PSEN1
PTBP1	PSMC3IP
PTBP1	PTTG1
PTBP1	RAD9A
PTBP1	RANGAP1
PTBP1	RBBP4
PTBP1	REEP5
PTBP1	RGS5
PTBP1	RNF126
PTBP1	RNF26
PTBP1	ROCK1
PTBP1	SF3B3
PTBP1	SFT2D1
PTBP1	SLC1A2
PTBP1	SMARCA2
PTBP1	SMARCC1
PTBP1	SMURF1
PTBP1	SSBP3
PTBP1	SYT7
PTBP1	TFB2M
PTBP1	TGIF2
PTBP1	TIMELESS
PTBP1	TK1
PTBP1	TKT
PTBP1	TMEM189-UBE2V1
PTBP1	TRAF4
PTBP1	TRAK2
PTBP1	TRAM1
PTBP1	UBE2I
PTBP1	USP10
PTBP1	WBSCR16
PTBP1	WDR1
PTBP1	XPO5
PTBP1	XRN1
PTBP1	YWHAZ
PTBP1	ZNF207
PTBP1	ZNF286A
PSPC1	AKAP10
PSPC1	AP2S1
PSPC1	ARL2BP
PSPC1	ASNS
PSPC1	ATF1
PSPC1	C5orf22
PSPC1	CDC5L
PSPC1	CUL4B
PSPC1	DCUN1D1
PSPC1	EIF5A2
PSPC1	EXOC5
PSPC1	FBXO38
PSPC1	FKBP15
PSPC1	FUS
PSPC1	GOPC
PSPC1	GTF2A2
PSPC1	GTF2H1
PSPC1	HDAC8
PSPC1	ING5
PSPC1	INPP5F
PSPC1	MANEA
PSPC1	MAPKAP1
PSPC1	MCF2L
PSPC1	NCBP2
PSPC1	NFX1
PSPC1	NIPA1
PSPC1	NOM1
PSPC1	NUP160
PSPC1	PTGES2
PSPC1	RAB6A
PSPC1	RABL3
PSPC1	RNF6
PSPC1	RNF7
PSPC1	RORC
PSPC1	SAFB
PSPC1	SENP3
PSPC1	SLC40A1
PSPC1	SLC7A11
PSPC1	SPAST
PSPC1	SPTLC1
PSPC1	SRPX
PSPC1	SSB
PSPC1	TFAM
PSPC1	THADA
PSPC1	TIPRL
PSPC1	TMEM64
PSPC1	USP10
PSPC1	YWHAZ
PSPC1	ZCCHC4
PSPC1	ZNF44
PSMD6	LARS2
PSMD6	MRPL39
PSMD7	MRPS7
PWP1	ACBD6
PWP1	AK2
PWP1	BUB3
PWP1	CCT7
PWP1	CDC123
PWP1	CDC20
PWP1	CDCA5
PWP1	CENPM
PWP1	CEP78
PWP1	DGUOK
PWP1	DTYMK
PWP1	EDC3
PWP1	EXOSC3
PWP1	FAM78B
PWP1	FBXO5
PWP1	GNAI3
PWP1	HELLS
PWP1	HSPA14
PWP1	KIAA0020
PWP1	MRTO4
PWP1	NAE1
PWP1	NME1-NME2
PWP1	NUP93
PWP1	PAICS
PWP1	PCNA
PWP1	PLK4
PWP1	POLR3C
PWP1	PUS1
PWP1	RAN
PWP1	RARS
PWP1	RFC2
PWP1	RPUSD2
PWP1	SNRPB
PWP1	SNRPD1
PWP1	SRP72
PWP1	TXNDC12
PWP1	ZNF207
PTS	BOLA3
PTS	MTX2
PTS	PSMB5
PUF60	BANF1
PUF60	PRMT1
PTBP2	ASXL2
PTBP2	BBX
PTBP2	BOLA3
PTBP2	CASD1
PTBP2	CCAR1
PTBP2	CKAP5
PTBP2	EIF4A2
PTBP2	ETNK1
PTBP2	JMJD1C
PTBP2	NFATC3
PTBP2	NUDCD3
PTBP2	PPP3R1
PTBP2	RAB22A
PTBP2	ZCCHC7
PSMD4	CLPP
PSMD4	GPR26
PSMD4	IGFL1
PSMD4	MRPS11
PSMD4	UBL7
PWP2	BYSL
PWP2	C9orf114
PWP2	CAPZB
PWP2	CCT7
PWP2	CHRNA4
PWP2	DMPK
PWP2	GPLD1
PWP2	LMAN1
PWP2	MBD6
PWP2	MRTO4
PWP2	MYO18A
PWP2	NKAIN4
PWP2	NOB1
PWP2	PHB
PWP2	RAN
PWP2	RCC1
PWP2	ROCK1
PWP2	SNRPB
PWP2	SYDE1
PWP2	TMCC1
PWP2	UTP20
R3HDM1	EXOC4
PWWP2B	ABCC8
PWWP2B	ALPI
PWWP2B	APOA4
PWWP2B	C2orf49
PWWP2B	CAPZB
PWWP2B	CHRNA4
PWWP2B	CNTROB
PWWP2B	DMPK
PWWP2B	DNAJC4
PWWP2B	FAM109A
PWWP2B	FILIP1
PWWP2B	FOLR2
PWWP2B	GFER
PWWP2B	HDAC10
PWWP2B	IGFL1
PWWP2B	KRT83
PWWP2B	LAYN
PWWP2B	MAP1LC3C
PWWP2B	MBD6
PWWP2B	MED30
PWWP2B	MYO18A
PWWP2B	NCF1
PWWP2B	NCOA5
PWWP2B	NKAIN4
PWWP2B	NOS1
PWWP2B	NYX
PWWP2B	PDPK1
PWWP2B	RPLP1
PWWP2B	RSU1
PWWP2B	SCUBE1
PWWP2B	SIPA1L3
PWWP2B	STX5
PWWP2B	SULT1C2
PWWP2B	SYDE1
PWWP2B	TBKBP1
PWWP2B	TBL1XR1
PWWP2B	TMCC1
PWWP2B	TSSK6
PWWP2B	UBTF
PWWP2B	ZBTB7B
PWWP2B	ZNF414
PYCARD	RAC2
PXN	AP2A1
PXN	ARHGDIA
PXN	SHC1
RABEPK	CCT7
RABEPK	CDC123
RABEPK	MRPS16
RABEPK	PHB
RAE1	ACP1
RAE1	ACTR5
RAE1	AHCY
RAE1	AIFM3
RAE1	AQP1
RAE1	AURKA
RAE1	BIRC5
RAE1	BRCA1
RAE1	BUB3
RAE1	CBX5
RAE1	CCNB2
RAE1	CDC20
RAE1	CDCA5
RAE1	CDK4
RAE1	CEP78
RAE1	CHEK2
RAE1	COX7A1
RAE1	CSTF2
RAE1	DCTN5
RAE1	DGUOK
RAE1	DTYMK
RAE1	EDC3
RAE1	FAM107A
RAE1	FBXO5
RAE1	FMO2
RAE1	GORASP2
RAE1	GTF3C2
RAE1	GUCY1A3
RAE1	HMMR
RAE1	HSPB6
RAE1	KCNH2
RAE1	KIF4A
RAE1	LEPR
RAE1	MKI67
RAE1	NFIA
RAE1	NME1-NME2
RAE1	NOLC1
RAE1	PIF1
RAE1	PIGU
RAE1	POLQ
RAE1	PPP1CB
RAE1	PPP2R1B
RAE1	PRDX1
RAE1	PRIM1
RAE1	RAI2
RAE1	RAN
RAE1	RCC1
RAE1	REEP5
RAE1	RFC2
RAE1	RFC5
RAE1	SAAL1
RAE1	SERPING1
RAE1	SF3B3
RAE1	SNRPB
RAE1	TK1
RAE1	TXNDC12
RAE1	UBE2I
RAE1	XPO5
RAE1	ZBTB4
RAE1	ZNF207
RAE1	ZNF44
RAI14	KIRREL
RBBP7	CCT7
RBBP7	HSPD1
RBBP7	PAICS
RBBP7	RPP40
RBBP7	CDH1
RBM10	TMEM39B
RBBP4	BUB1
RBBP4	CANX
RBBP4	CDK2
RBBP4	GTF3C2
RBBP4	HSPD1
RBBP4	JMJD1C
RBBP4	KLHL12
RBBP4	MCM3
RBBP4	MSH2
RBBP4	NASP
RBBP4	PPP1CA
RBBP4	PRKDC
RBBP4	PRMT1
RBBP4	RFC5
RBBP4	SFT2D1
RBBP4	SMARCC1
RBBP4	SUMO2
RBBP4	UBE2I
RBBP4	XPO5
RBBP4	ZCCHC7
RBBP4	ZNF493
RBM12	ACAT2
RBM12	BUB1
RBM12	BUB3
RBM12	CCNB2
RBM12	COX7A1
RBM12	DEPDC1
RBM12	EXOSC3
RBM12	FAM60A
RBM12	FBXO5
RBM12	HMMR
RBM12	HSPB2
RBM12	KIF14
RBM12	PAICS
RBM12	RAN
RBM12	RNF138
RBM12	SGOL2
RBM12	SLBP
RBM12	SMARCC1
RBM12	SNRPB
RBM12	SNRPD1
RBM12	TMEM68
RBM12	TXNDC12
RBM14	ACTR5
RBM14	C5orf22
RBM14	CDK2
RBM14	EDC3
RBM14	FKBP15
RBM14	GTF3C2
RBM14	ING5
RBM14	KCNH2
RBM14	MANEA
RBM14	MCM3AP
RBM14	MPPE1
RBM14	MRPL4
RBM14	NCBP2
RBM14	NIPA1
RBM14	PPP2R5D
RBM14	PSPC1
RBM14	PTGES2
RBM14	RANGAP1
RBM14	RNF126
RBM14	SAFB
RBM14	SLC40A1
RBM14	THADA
RBM14	TMEM189-UBE2V1
RBM14	UCK1
RBM14	UPF1
RBM14	USP10
RBM14	WDR6
RBM14	YWHAZ
RBM14	ZCCHC4
RBM14	ZDHHC20
RBL2	MGAT4B
RBL2	SEPP1
RBL2	BRCA1
RBL2	E2F4
RBBP6	STX5
RBM19	DCTN5
RBM19	MGAT2
RBM19	TXNDC12
RBM26	EXOC5
RBM26	LRRC58
RBM26	NUP160
RBM26	PSPC1
RBM26	PTGES2
RBM26	SSB
RBM28	C1QBP
RBM28	C2orf49
RBM28	C9orf114
RBM28	CDC123
RBM28	CHAC2
RBM28	CKAP5
RBM28	IARS2
RBM28	LARS2
RBM28	MRPL39
RBM28	MRPS17
RBM28	MRPS30
RBM28	NLN
RBM28	ODC1
RBM28	PAICS
RBM28	PDSS1
RBM28	PNO1
RBM28	PSMA2
RBM28	RPP40
RBM28	RQCD1
RBM28	SAAL1
RBM28	TERF2
RBM28	TTC27
RBM28	UTP20
RBM28	ZC3H8
RBM28	ZW10
RBM39	ACTR1A
RBM39	NME1-NME2
RBM39	PCBP2
RBM39	SENP6
RBM25	ANKRD12
RBM25	RIF1
RBM25	TGS1
RBM8A	BCL2L12
RBM8A	CDC123
RBM8A	EXOSC3
RBM8A	LMNB2
RBM8A	MRTO4
RBM8A	RAN
RBM8A	RCC1
RBM8A	SEC61B
RBM8A	SEPHS1
RBM8A	SNRPB
RBM8A	SNRPD1
RBM8A	SNRPD3
RBM8A	TMEM183A
RBM8A	UCK2
RBM8A	XRCC6
RBPMS	ARHGAP1
RBPMS	CX3CL1
RBX1	MRPS11
RBM5	CCNL2
RBM5	DDX17
RBM5	KCNH2
RBM5	POGZ
RC3H2	AFF4
RC3H2	ASXL2
RC3H2	C18orf25
RC3H2	C2orf49
RC3H2	C5orf22
RC3H2	CASP2
RC3H2	DCTN5
RC3H2	EXOC5
RC3H2	GOPC
RC3H2	GORASP2
RC3H2	HIPK3
RC3H2	KBTBD2
RC3H2	MED20
RC3H2	MGEA5
RC3H2	NUP153
RC3H2	PHTF2
RC3H2	PIK3C2A
RC3H2	PPP2R1B
RC3H2	PPTC7
RC3H2	PTGES2
RC3H2	RAB6A
RC3H2	RAD21
RC3H2	RHEB
RC3H2	SCYL2
RC3H2	SETX
RC3H2	SLAIN2
RC3H2	TRIM23
RC3H2	TXNDC12
RC3H2	WTAP
RC3H2	XPO5
RC3H2	YOD1
RC3H2	ZW10
RBMS3	AQP1
RBMS3	DCN
RBMS3	GHR
RBMS3	KDR
RBMS3	MEOX2
RBMS3	MGP
RBMS3	RGS5
RBMS3	RPL24
RBMS3	SYNPO
RCOR3	ACLY
RCOR3	BARHL1
RCOR3	COX6A1
RCOR3	FAM60A
RCOR3	GPRASP1
RCOR3	KLHDC1
RCOR3	MCFD2
RCOR3	NFIA
RCOR3	NTSR1
RCOR3	REEP5
RCOR3	TMEM189-UBE2V1
RCOR3	UBR2
RCOR3	VPS36
RCOR3	ZNF207
RCOR3	ZNF302
RCOR3	ZNF84
RECQL4	AIFM3
RECQL4	AK2
RECQL4	BCL2L12
RECQL4	BIRC5
RECQL4	BUB3
RECQL4	C16orf59
RECQL4	CCNB2
RECQL4	CDCA5
RECQL4	CENPM
RECQL4	DTYMK
RECQL4	F12
RECQL4	FAM107A
RECQL4	FAM78B
RECQL4	FANCG
RECQL4	GINS2
RECQL4	HMGN1
RECQL4	MCM3
RECQL4	MKI67
RECQL4	MYO19
RECQL4	NLE1
RECQL4	NME1-NME2
RECQL4	PAICS
RECQL4	PRIM1
RECQL4	PSMC3IP
RECQL4	PTTG1
RECQL4	RCC1
RECQL4	SAAL1
RECQL4	SF3B3
RECQL4	SNRPB
RECQL4	TELO2
RECQL4	TIMELESS
RECQL4	TK1
RECQL4	TOMM34
RECQL4	UBE2C
RECQL4	XPO5
RECQL4	XRCC6
RC3H1	SNAP23
RELA	ADAM15
RELA	AP2A1
RELA	ARHGDIA
RELA	ARPC4
RELA	CFL1
RELA	FZR1
RELA	GJC2
RELA	HSF1
RELA	MAPK1IP1L
RELA	MGAT4B
RELA	OTUB1
RELA	PHF23
RELA	PIP5K1A
RELA	PSEN1
RELA	RANGAP1
RELA	SENP3
RELA	SMARCD1
RELA	DPYSL2
RELA	EPHB1
RELA	HPRT1
RELA	MET
RELA	NDUFA5
RELA	ORC1
RELA	SCN2B
RELA	PNMA1
RELA	CD83
RELA	BASP1
RELA	AP4B1
RELA	FAM175B
RELA	PDSS1
RELA	TMCO1
RELA	STARD7
RELA	PLEKHG5
RELA	STIM2
RELA	WDR13
RELA	KLC2
RELA	MYO19
RELA	TDRD3
RELA	RNF146
RELA	PARP10
RELA	SCRN2
RELA	ELMSAN1
RELA	C12orf66
RELA	ZCCHC24
RELA	CCDC83
RELA	ZNF485
RELA	AFP
RELA	AGXT
RELA	AKT1
RELA	APOC3
RELA	AR
RELA	AREG
RELA	CASP8
RELA	CCR5
RELA	CSF2
RELA	CXCL1
RELA	HGF
RELA	NR4A1
RELA	ICAM1
RELA	IFNB1
RELA	IL1B
RELA	IL12B
RELA	NFKB1
RELA	NFKBIA
RELA	NOS2
RELA	PTGS2
RELA	CXCL11
RELA	WT1
RELA	TNFRSF10A
RELA	NOL3
RELA	AKT2
RELA	BACE1
RELA	BAX
RELA	BHMT
RELA	BIRC5
RELA	BTG2
RELA	CARD8
RELA	CARM1
RELA	CCL19
RELA	CCR7
RELA	CD28
RELA	CD69
RELA	CD74
RELA	CD80
RELA	CDH1
RELA	CDK4
RELA	CFLAR
RELA	COL2A1
RELA	CXCL5
RELA	CYP3A4
RELA	CYP3A7
RELA	DEFB4A
RELA	E2F1
RELA	EGR1
RELA	FAS
RELA	FASLG
RELA	FGF7
RELA	GATA3
RELA	GCLC
RELA	GKN2
RELA	GNRH2
RELA	GRIN1
RELA	GSK3A
RELA	HSD11B2
RELA	HYAL1
RELA	IFNA1
RELA	IL18
RELA	IL1A
RELA	IL6
RELA	JUNB
RELA	KLK3
RELA	NCAM1
RELA	NFKBIZ
RELA	NOLC1
RELA	NOS1
RELA	OLFM4
RELA	OLR1
RELA	OPTN
RELA	PCYT2
RELA	PLAU
RELA	PLAUR
RELA	PROX1
RELA	PSMB10
RELA	PTGES
RELA	PTGFR
RELA	RGS4
RELA	SAA1
RELA	SERPINA3
RELA	SOCS3
RELA	SOD2
RELA	STAT4
RELA	THBD
RELA	TNFRSF9
RELA	TNFSF14
RELA	TRAF1
RELA	TWIST1
RELA	VEGFA
RELA	XIAP
RELA	YY1
RETSAT	CTNNA1
RETSAT	FAM49B
RETSAT	FH
RETSAT	MAPKAP1
RETSAT	POMGNT1
RETSAT	VAMP3
REXO4	AHCY
REXO4	AIFM3
REXO4	AK2
REXO4	BCL2L12
REXO4	BMS1
REXO4	BRCA1
REXO4	C2orf49
REXO4	CBX5
REXO4	CCDC86
REXO4	CCT7
REXO4	CDCA5
REXO4	CSTF2
REXO4	EDC4
REXO4	MAPKAP1
REXO4	MKI67
REXO4	MRPL18
REXO4	NLE1
REXO4	NUP93
REXO4	PSMD13
REXO4	RUVBL2
REXO4	SAAL1
REXO4	SNRPB
REXO4	STYXL1
REXO4	TKT
REXO4	TOMM34
REXO4	XRCC6
REXO4	ZNF207
RFWD2	C9orf85
RFWD2	DLG1
RFWD2	ETV6
RFWD2	INTS10
RFWD2	MARK3
RFWD2	NUP153
RFWD2	RBM4B
RFWD2	REEP5
RFWD2	PLAU
RIN2	AFF4
RIN2	C5orf22
RIN2	CDC5L
RIN2	EXOC5
RIN2	FOXJ3
RIN2	HELLS
RIN2	LRRC58
RIN2	MCM3AP
RIN2	MGEA5
RIN2	PARP2
RIN2	PHTF2
RIN2	PIGL
RIN2	PTGES2
RIN2	RAB6A
RIN2	SCYL2
RIN2	SLAIN2
RIN2	SSFA2
RIN2	USP10
RIN2	YOD1
RNF146	EBP
RNF146	EXOSC3
RNF146	GPRASP1
RNF146	PSMC3IP
RNF146	TIMELESS
RNF146	WDFY3
RNF146	ZFP3
RNF138	BID
RNF138	EIF4E
RNF138	FAM60A
RNF138	FBXO5
RNF138	GNG13
RNF138	HSPA14
RNF138	NFE2L1
RNF138	NOM1
RNF138	RIF1
RNF138	SLBP
RNF138	SSB
RNF138	TFAM
RNF138	TMEM68
RNF138	YEATS4
RNF170	AHSG
RNF170	ANKHD1-EIF4EBP3
RNF170	BFSP2
RNF170	CCAR1
RNF170	CD80
RNF170	CHERP
RNF170	CHST4
RNF170	CNR2
RNF170	COX6A1
RNF170	CRTC3
RNF170	CSNK1A1
RNF170	CYP2A6
RNF170	DHRSX
RNF170	DYRK1A
RNF170	E2F4
RNF170	EFNB3
RNF170	GCNT2
RNF170	HTR4
RNF170	IL1RAPL2
RNF170	IPPK
RNF170	KLHDC4
RNF170	LHX3
RNF170	LYNX1
RNF170	MAS1
RNF170	MED12L
RNF170	MESP2
RNF170	MFSD1
RNF170	MORN1
RNF170	OR51M1
RNF170	PPP2R5D
RNF170	PSEN1
RNF170	PSG6
RNF170	RNF32
RNF170	SIGLEC6
RNF170	SOX4
RNF170	SPG20
RNF170	SVEP1
RNF170	TAAR2
RNF170	TMEM189-UBE2V1
RNF170	VIPR2
RNF170	XDH
RNF170	ZCCHC7
RNF169	ZNF277
RNF40	EDC3
RNF40	GCC2
RNF40	GTF2F1
RNF40	KLC3
RNF40	OGFOD2
RNF40	OTUB1
RNF40	RAD9A
RNF40	RNF167
RNF40	SCAMP4
RNF40	UTP20
RNPEP	AP2S1
RNPEP	ELOVL1
RNPEP	OTUB1
RNPEP	TKT
RNPEP	TMEM189-UBE2V1
RNPEP	TXNDC17
RNF7	BANF1
RNF7	EIF5A2
RNF7	FKBP15
RNF7	MCF2L
RNF7	MRPL24
RNF7	PHTF2
RNF7	PSPC1
RNF7	SERPING1
RNF7	THRAP3
RNF7	YOD1
RNF6	ARL8B
RNF6	ATF1
RNF6	BRAP
RNF6	DCUN1D1
RNF6	EXOC5
RNF6	FBXO38
RNF6	GOPC
RNF6	INPP5F
RNF6	MAP2K4
RNF6	PIK3C2A
RNF6	PPP4R2
RNF6	PSPC1
RNF6	RAB6A
RNF6	SLAIN2
RNF6	SNAP23
RNF6	SPAST
RNF6	SRPX
RNF6	STX3
RNF6	TRIM23
RNF6	ZDHHC20
RPA1	AK2
RPA1	BUB3
RPA1	C1QBP
RPA1	CDK2
RPA1	CDK4
RPA1	CEP78
RPA1	MRPL37
RPA1	MRPS34
RPA1	MSH2
RPA1	NUP155
RPA1	PAICS
RPA1	PRIM1
RPA1	RFC2
RPA1	RFC5
RPA1	SAAL1
RPA1	XPO5
RPA1	YBX1
RNGTT	ACP1
RNGTT	ADRM1
RNGTT	AFF4
RNGTT	AQP1
RNGTT	ASNS
RNGTT	ATAD5
RNGTT	ATF1
RNGTT	BID
RNGTT	BUB3
RNGTT	CDC5L
RNGTT	CHD6
RNGTT	CUL4B
RNGTT	DCTN5
RNGTT	EIF4E
RNGTT	EIF5A2
RNGTT	ETNK1
RNGTT	EXOC5
