TF	genetarget
EEF1E1	FOXN4
EEF1E1	HSPD1
EEF1E1	METTL2A
EEF1E1	MRPS17
EEF1E1	MSH2
EEF1E1	NAE1
EEF1E1	NME1-NME2
EEF1E1	NOL7
EEF1E1	NUDCD2
EEF1E1	PAICS
EEF1E1	PHB
EEF1E1	PLK4
EEF1E1	PRIM1
EEF1E1	PTGES2
EEF1E1	RAN
EEF1E1	RPP40
EEF1E1	TMEM177
EEF1E1	UBE2C
EEF1E1	UROS
EEF1E1	XPO5
EEF1B2	EIF3H
EEF1B2	EIF3M
EEF1B2	IMPDH2
EEF1B2	LPP
EEF1B2	NOB1
EEF1B2	RPL14
EEF1B2	RPL36
EEF1B2	RPLP0
EEF1B2	RPS6
E2F3	ATP1B1
E2F3	BID
E2F3	BUB3
E2F3	HSPA14
E2F3	MTUS1
E2F3	REEP5
E2F3	TMEM68
E2F3	TXNDC12
E2F3	ZBTB4
E2F3	ZNF207
E2F3	AURKA
E2F3	CUX1
E2F3	MAP3K5
E2F3	VEGFA
ECT2	ACLY
ECT2	ACTL6A
ECT2	AQP1
ECT2	ASNS
ECT2	AURKA
ECT2	BIRC5
ECT2	BUB1
ECT2	BUB3
ECT2	C14orf159
ECT2	C5orf34
ECT2	C7
ECT2	CCNB2
ECT2	CCNE2
ECT2	CDC20
ECT2	CENPH
ECT2	CUL4B
ECT2	DEPDC1
ECT2	DIAPH3
ECT2	DNA2
ECT2	DNAJB11
ECT2	E2F7
ECT2	EIF4E
ECT2	FBXO5
ECT2	GTF3C2
ECT2	GUCY1A3
ECT2	HBB
ECT2	HELLS
ECT2	HMMR
ECT2	HSPA12B
ECT2	KCNH2
ECT2	KIF14
ECT2	KNTC1
ECT2	LRP8
ECT2	MPP6
ECT2	NCBP2
ECT2	NDUFA4L2
ECT2	NETO2
ECT2	NUP155
ECT2	PAICS
ECT2	PDS5A
ECT2	PPP2R1B
ECT2	PRKDC
ECT2	RAD18
ECT2	RAI2
ECT2	RFC4
ECT2	RFC5
ECT2	RSRC1
ECT2	SEC16A
ECT2	SERPING1
ECT2	SGOL2
ECT2	SLC40A1
ECT2	SLC7A5
ECT2	SMC2
ECT2	THADA
ECT2	TK1
ECT2	TTF2
ECT2	UHRF1
ECT2	WDHD1
ECT2	XPO5
ECT2	ZBTB47
ECT2	ZNF326
EHF	GALNT3
EHF	ST14
EHF	TACSTD2
E2F4	ADK
E2F4	AHSG
E2F4	ANKHD1-EIF4EBP3
E2F4	AQP12A
E2F4	ARHGAP30
E2F4	ARL16
E2F4	ART1
E2F4	ASXL3
E2F4	BAIAP2
E2F4	BFSP2
E2F4	BRE
E2F4	CACNG6
E2F4	CCAR1
E2F4	CD80
E2F4	CETN1
E2F4	CHERP
E2F4	CHRDL1
E2F4	CNR2
E2F4	COX6A1
E2F4	CYP2A6
E2F4	DEF8
E2F4	DHRSX
E2F4	DHX38
E2F4	DNAJA4
E2F4	DNAJB13
E2F4	DNAJC5G
E2F4	EDC3
E2F4	EFNB3
E2F4	EMID1
E2F4	EPOR
E2F4	EPSTI1
E2F4	ERCC4
E2F4	FGFR1
E2F4	FHAD1
E2F4	FOXR2
E2F4	GCNT2
E2F4	HABP2
E2F4	HBB
E2F4	HRH3
E2F4	IL17D
E2F4	IL1RAPL2
E2F4	JAK1
E2F4	KCNB2
E2F4	KLC3
E2F4	KLHDC4
E2F4	KRT82
E2F4	KRT83
E2F4	KTN1
E2F4	LHX3
E2F4	LRRC8C
E2F4	MAS1
E2F4	MED12L
E2F4	MESP2
E2F4	MFSD1
E2F4	MORN1
E2F4	MPV17L
E2F4	N6AMT1
E2F4	NETO2
E2F4	NMUR2
E2F4	NOS1
E2F4	NTRK2
E2F4	OGFOD2
E2F4	OR1D2
E2F4	OR51E1
E2F4	OR51M1
E2F4	OR52A1
E2F4	OR5L2
E2F4	OTUB1
E2F4	PARD6G
E2F4	PDE5A
E2F4	PDZRN3
E2F4	PEG10
E2F4	PLXDC1
E2F4	PPP2R5D
E2F4	PSEN1
E2F4	PSG6
E2F4	PTCHD2
E2F4	RAB28
E2F4	RBM12B
E2F4	RNF208
E2F4	RNF32
E2F4	SCAMP4
E2F4	SETMAR
E2F4	SIGLEC6
E2F4	SLA
E2F4	SLC34A3
E2F4	SLC6A3
E2F4	SPAG17
E2F4	SPATA8
E2F4	SRCAP
E2F4	ST3GAL3
E2F4	STEAP3
E2F4	SVEP1
E2F4	TAAR2
E2F4	TMC2
E2F4	TMEM174
E2F4	TMEM189-UBE2V1
E2F4	TTC13
E2F4	UTP20
E2F4	WNT6
E2F4	XDH
E2F4	ZCCHC7
E2F4	ZNF141
E2F4	CDC20
E2F4	ATN1
E2F4	EPHB1
E2F4	ODC1
E2F4	PEPD
E2F4	PSMD3
E2F4	SPAG1
E2F4	DEK
E2F4	ST3GAL5
E2F4	PLOD3
E2F4	SCAF11
E2F4	ATP5J2
E2F4	RNF7
E2F4	RB1CC1
E2F4	SLC35B1
E2F4	NUDT3
E2F4	DOPEY1
E2F4	RCOR1
E2F4	SYT11
E2F4	RAB26
E2F4	IPO9
E2F4	CHFR
E2F4	PARD3
E2F4	UPF3B
E2F4	DCTPP1
E2F4	THAP7
E2F4	LDOC1L
E2F4	NAA38
E2F4	OSBPL11
E2F4	C1QTNF6
E2F4	ZNF720
E2F4	MFSD12
E2F4	CITED4
E2F4	FAM171A2
E2F4	SETD8
E2F4	FAM69A
E2F4	RPS10-NUDT3
E2F4	AR
E2F4	BIRC5
E2F4	BRCA1
E2F4	CDK2
E2F4	CUX1
E2F4	HCFC1
E2F4	LIN54
E2F4	MAP3K5
E2F4	PLK4
EDC4	BMS1
EDC4	DDX51
EDC4	UBL7
EHMT1	CHERP
EHMT1	DNAJA4
EHMT1	E2F4
EHMT1	EMID1
EHMT1	FHIT
EHMT1	GRK5
EHMT1	NMUR2
EHMT1	OR51E1
EHMT1	PDZRN3
EHMT1	SLC34A3
EHMT1	SLC6A3
EHMT1	SPAG17
EHMT1	TTC13
EHMT1	WNT6
EEF1G	ARIH2
EEF1G	CNTROB
EEF1G	COX6A1
EEF1G	RPLP0
EEF1G	ZNF441
EIF4A2	CCNT2
EIF4A2	CKAP5
EIF4A2	DLG1
EIF4A2	MGEA5
EIF4A2	PRKDC
EIF4A2	RAB6A
EIF4A2	USP10
ELF3	AGR2
ELF3	SCNN1A
ELF3	PTGS2
ELF3	SPRR2A
EIF5A2	EEF1E1
EIF5A2	FKBP15
EIF5A2	KLHL7
EIF5A2	MANEA
EIF5A2	NCBP2
EIF5A2	PSPC1
EIF5A2	RNF7
EIF5A2	UROS
EIF5A2	XRCC4
EIF5A2	ZDHHC20
EIF2S1	AHSA1
EIF2S1	C9orf114
EIF2S1	CDC123
EIF2S1	EBNA1BP2
EIF2S1	ETF1
EIF2S1	KIAA0020
EIF2S1	LRRC59
EIF2S1	MRPL18
EIF2S1	MRTO4
EIF2S1	NOL7
EIF2S1	NUP93
EIF2S1	PNO1
EIF2S1	RAN
EIF2S1	RPUSD2
EIF2S1	SNRPD3
EIF4B	BCAS1
EIF4B	CACNA1B
EIF4B	CLIC5
EIF4B	CRYBB1
EIF4B	CRYBB3
EIF4B	DOCK6
EIF4B	GJC2
EIF4B	GLP1R
EIF4B	GPR31
EIF4B	IFRD2
EIF4B	MAP1LC3C
EIF4B	MYCN
EIF4B	NTSR2
EIF4B	PGAM5
EIF4B	SLC22A13
EIF4B	SLC30A2
EIF4B	SLC7A4
EIF4B	TMEM43
EML4	ACLY
EML4	ASXL2
EML4	CANX
EML4	HSPD1
EML4	KLHL3
EML4	SAP18
EML4	TRAM1
EIF5A	AP2S1
ELK1	BAP1
ELK1	GTF2F1
ELK1	PRMT1
ELK1	PPP1CB
ELK1	TSNAX
ELK1	USP7
ELK1	NPRL3
ELK1	PDLIM1
ELK1	SRA1
ELK1	FAM107A
ELK1	MAU2
ELK1	UGGT1
ELK1	EP400
ELK1	LMAN2L
ELK1	ARL14EP
ELK1	C1orf122
ELK1	CNIH2
ELK1	ANKHD1-EIF4EBP3
ELK1	EGR1
ELK1	PLAT
ELK1	MAPK3
ELK1	PSEN1
ELK1	VAV1
ELK1	CCT8
ELK1	SIN3A
ELK1	DYX1C1
ELK1	MECOM
ELK1	PTPRZ1
EML3	ARHGDIA
ENPEP	AQP1
ENPEP	DCN
ENPEP	RAI2
EP400	ARL6IP6
EP400	BIRC5
EP400	CDC20
EP400	CRYBB3
EP400	FILIP1
EP400	RFC5
EP400	TSSK3
EPRS	AKAP10
EPRS	AP2S1
EPRS	ATF1
EPRS	BMS1
EPRS	BOLA3
EPRS	C5orf22
EPRS	CCT7
EPRS	CCT8
EPRS	CDC123
EPRS	CFL1
EPRS	CUL4B
EPRS	EXOC5
EPRS	FH
EPRS	FKBP15
EPRS	GOPC
EPRS	INVS
EPRS	LMBR1
EPRS	MAPKAP1
EPRS	METTL2A
EPRS	NOM1
EPRS	NUP160
EPRS	PIP5K1A
EPRS	PPP2R1B
EPRS	PSPC1
EPRS	RAB6A
EPRS	SDAD1
EPRS	SENP3
EPRS	SRP72
EPRS	TFB2M
EPRS	TTC27
EPRS	USP10
EPRS	ZCCHC4
EPRS	ZNF567
ESR1	DMRTC1
ESR1	MYOZ3
ESR1	AK2
ESR1	CEBPB
ESR1	DNA2
ESR1	FOXD2
ESR1	FLNA
ESR1	P4HA1
ESR1	PPID
ESR1	RPS3A
ESR1	RPS6KB2
ESR1	UBTF
ESR1	NCOA4
ESR1	DPF1
ESR1	LPGAT1
ESR1	NUP153
ESR1	SEMA4B
ESR1	PDLIM5
ESR1	HRH3
ESR1	PDSS1
ESR1	AHDC1
ESR1	TMEM39A
ESR1	RAB22A
ESR1	AHRR
ESR1	PCDH10
ESR1	COL20A1
ESR1	GRAMD1A
ESR1	PCIF1
ESR1	FAM217B
ESR1	PLEKHG2
ESR1	NAA15
ESR1	TUBA1C
ESR1	TBRG1
ESR1	LMLN
ESR1	TRMT10A
ESR1	THEM4
ESR1	TBC1D20
ESR1	TTLL11
ESR1	AKT1
ESR1	AKT2
ESR1	APOE
ESR1	CDH1
ESR1	CGA
ESR1	E2F1
ESR1	F12
ESR1	FBLN1
ESR1	FOXO1
ESR1	GNRH1
ESR1	JUNB
ESR1	KRT19
ESR1	LTF
ESR1	MEP1B
ESR1	NR3C2
ESR1	GADD45B
ESR1	NOS2
ESR1	OXT
ESR1	SHC1
ESR1	SMARCA2
ESR1	TFAP2C
ESR1	UBE3A
ESR1	WNT7A
ESR1	SOCS2
ESR1	KAT2B
ESR1	NOL3
ESR1	SOCS3
ESR1	EBAG9
ESR1	MACROD1
ESR1	B4GALNT2
ESR1	AHR
ESR1	AR
ESR1	BRCA1
ESR1	BTG2
ESR1	CD24
ESR1	CDK4
ESR1	CDKN1B
ESR1	KDR
ESR1	NQO1
ESR1	VEGFA
ESR1	ZEB1
ESR1	ZFHX3
ERF	ARHGDIA
ERF	BMP1
ERF	LRRC41
ERF	PRKCSH
ERF	SHC1
ERF	ETS2
ERF	UTRN
ERCC3	MSH2
EZH1	CACNG6
EZH1	CD80
EZH1	CNR2
EZH1	DHRSX
EZH1	E2F4
EZH1	FOXR2
EZH1	GCNT2
EZH1	IPPK
EZH1	KRT83
EZH1	LHX3
EZH1	LRRC8C
EZH1	MFSD1
EZH1	OR51M1
EZH1	PSG6
EZH1	SVEP1
EZH1	TNRC6B
EZH1	XDH
FBXL17	ABCC8
FBXL17	ASH1L
FBXL17	C3orf17
FBXL17	C5orf22
FBXL17	CDC73
FBXL17	CLIP4
FBXL17	FBXO5
FBXL17	FOXN2
FBXL17	KLHDC1
FBXL17	LANCL1
FBXL17	MBD6
FBXL17	MCM3AP
FBXL17	MKRN2
FBXL17	PLK4
FBXL17	RAB22A
FBXL17	RAB6A
FBXL17	REEP5
FBXL17	RPL14
FBXL17	SNRPB
FBXL17	XPO5
FBXL17	ZNF207
FBXL17	ZNF286A
FAM109A	CAPZB
FAM109A	DMPK
FAM109A	PWWP2B
FAM109A	TMCC1
EXO1	AURKA
EXO1	BIRC5
EXO1	BUB1
EXO1	C9orf40
EXO1	CCNB2
EXO1	CCT3
EXO1	CDC20
EXO1	CDCA5
EXO1	CDK4
EXO1	CDT1
EXO1	CENPM
EXO1	CEP78
EXO1	DEPDC1
EXO1	DTYMK
EXO1	GINS2
EXO1	HELLS
EXO1	HMMR
EXO1	KIF20A
EXO1	KIF4A
EXO1	MCAM
EXO1	MCM3
EXO1	MKI67
EXO1	MSH2
EXO1	NDUFA4L2
EXO1	NME1-NME2
EXO1	NUP155
EXO1	PA2G4
EXO1	PAICS
EXO1	PCNA
EXO1	PIF1
EXO1	PLK4
EXO1	POLQ
EXO1	PRIM1
EXO1	PTTG1
EXO1	RAD18
EXO1	RAD54L
EXO1	RAN
EXO1	RFC4
EXO1	RUVBL2
EXO1	SAAL1
EXO1	SF3B3
EXO1	SLC25A15
EXO1	SNRPD1
EXO1	TIMELESS
EXO1	TK1
EXO1	UBE2C
EXO1	UCK2
EXO1	XPO5
ETV6	IL1B
FBXL18	AVPR1B
FBXL18	COX6A1
FBXL18	CSH1
FBXL18	HPX
FBXL18	LOX
FBXL18	MYOZ3
FBXL18	NOM1
FBXL18	OXT
FBXL18	PROX1
FBXL18	TACSTD2
EZH2	ARL6IP6
EZH2	AURKA
EZH2	BUB1
EZH2	CCNE2
EZH2	CDC20
EZH2	COX7A1
EZH2	DNA2
EZH2	DOT1L
EZH2	E2F7
EZH2	ECT2
EZH2	FBXO5
EZH2	FBXW4
EZH2	GNG13
EZH2	GPX3
EZH2	HELLS
EZH2	HMMR
EZH2	HSPB2
EZH2	KIF14
EZH2	KIF4A
EZH2	KNTC1
EZH2	NDE1
EZH2	PINK1
EZH2	RFC4
EZH2	SGOL2
EZH2	TIMELESS
EZH2	TOM1L2
EZH2	UHRF1
EZH2	WDHD1
EZH2	ZBTB4
EZH2	ZNF207
EZH2	ZNF326
EZH2	BIRC5
EZH2	ADGRB2
EZH2	CAST
EZH2	DNM2
EZH2	FOXD2
EZH2	GATM
EZH2	HSF1
EZH2	OPRL1
EZH2	CHMP1A
EZH2	SRSF7
EZH2	SLC11A1
EZH2	CDK10
EZH2	ALDH4A1
EZH2	TECR
EZH2	PAN2
EZH2	ARID3B
EZH2	MAPRE2
EZH2	SEPHS1
EZH2	DIP2C
EZH2	PALLD
EZH2	DOPEY1
EZH2	SSBP3
EZH2	YIPF3
EZH2	ZBTB32
EZH2	AHDC1
EZH2	PRICKLE4
EZH2	CHST11
EZH2	DUOX1
EZH2	TRMT13
EZH2	DNAJB12
EZH2	KIF16B
EZH2	ANKH
EZH2	ISY1
EZH2	PLEKHG2
EZH2	MRPL14
EZH2	C17orf62
EZH2	POMK
EZH2	NIPA1
EZH2	C4orf32
EZH2	C3orf58
EZH2	MARCH8
EZH2	ARHGAP30
EZH2	TEX9
EZH2	BRCA1
EZH2	CDH1
EZH2	CDKN2A
EZH2	DACT3
EZH2	FOXC1
EZH2	IGFBP1
EZH2	MST1
EZH2	PCNA
EZH2	PEBP1
EZH2	RPLP0
EZH2	SFRP1
EZH2	SSTR1
EZH2	TWIST1
FBXL12	CHST4
FBXL19	AAAS
FBXL19	ACD
FBXL19	APRT
FBXL19	LAS1L
FBXL19	LMNB2
FBXL19	MRPL4
FBXL19	NLE1
FBXL19	NME1-NME2
FBXL19	PA2G4
FBXL19	PPM1G
FBXL19	RCC1
FBXL19	RNF26
FBXL19	SLAIN2
FBXL19	SNRPB
FBXL19	XPO5
FBXO28	C2orf49
FBXO28	C5orf22
FBXO28	CUL4B
FBXO28	DCTN5
FBXO28	EXOC5
FBXO28	FBXL16
FBXO28	FBXO38
FBXO28	FKBP15
FBXO28	HERC4
FBXO28	LRRC58
FBXO28	NLN
FBXO28	PIK3C2A
FBXO28	PTGES2
FBXO28	RAB6A
FBXO28	RNF6
FBXO28	RQCD1
FBXO28	SPAST
FBXO28	SRPX
FBXO28	STX3
FBXO28	TIPRL
FBXO28	TRIM23
FBXO28	TWISTNB
FBXO28	ZCCHC4
FBXO9	CFL1
FBXO9	EXOC5
FBXO9	KBTBD2
FBXO9	WDR1
FBXO42	CASP2
FBXO42	MRPL52
FBXW2	COPS8
FBXW2	DBT
FBXO45	RSRC1
FBXO45	WDHD1
FBXO5	ACAT2
FBXO5	AQP1
FBXO5	BIRC5
FBXO5	BUB1
FBXO5	BUB3
FBXO5	C9orf40
FBXO5	CBX2
FBXO5	CBX5
FBXO5	CCNB2
FBXO5	CCNE2
FBXO5	CDC20
FBXO5	CDCA5
FBXO5	CDK4
FBXO5	CLIC5
FBXO5	COX7A1
FBXO5	CSTF2
FBXO5	DGUOK
FBXO5	DNA2
FBXO5	DTYMK
FBXO5	E2F7
FBXO5	ECT2
FBXO5	EEF1E1
FBXO5	FANCG
FBXO5	GMNN
FBXO5	HELLS
FBXO5	HMMR
FBXO5	HNRNPA2B1
FBXO5	HS2ST1
FBXO5	HSPA14
FBXO5	KIF14
FBXO5	KIF20A
FBXO5	KIF4A
FBXO5	LMNB2
FBXO5	MKI67
FBXO5	MSH2
FBXO5	NASP
FBXO5	PAICS
FBXO5	PCNA
FBXO5	PDCD2
FBXO5	PLK4
FBXO5	PPP1CB
FBXO5	PTGES3
FBXO5	PTTG1
FBXO5	RAD18
FBXO5	RCC1
FBXO5	REEP5
FBXO5	RFC5
FBXO5	RNF138
FBXO5	SGOL2
FBXO5	SLBP
FBXO5	SNRPB
FBXO5	TMEM68
FBXO5	TTF2
FBXO5	WDHD1
FBXO5	XPO5
FBXO5	YEATS4
FBXO5	ZNF207
FBXO5	ZNF326
FGD2	ADRA2B
FGD2	BIN2
FGD2	CECR1
FGD2	PARP14
FGD2	TMEM127
FGD4	ASXL2
FGD4	CFLAR
FGD5	AQP1
FGD5	CARD9
FGD5	CD93
FGD5	KCNH2
FGD5	MTHFD2L
FGD5	SHE
FIS1	STUB1
FKBP5	PDE5A
FKBP5	RAB28
FKBP5	RBM12B
FKBP5	TTC13
FKBP4	AHSA1
FKBP4	BUB3
FKBP4	NME1-NME2
FKBP4	NOLC1
FKBP4	PTGES3
FKBP4	RAN
FKBP4	RANGAP1
FOXJ2	CCNJ
FOXJ2	CSTF2
FXR1	PHTF2
FOXP3	CAPZB
FOXP3	PWWP2B
FOXP3	SFTPC
FOXP3	TMCC1
FOXP3	ZNF286A
FOXP3	BRCA1
FOXP3	CCR4
FOXP3	USP21
FOXP1	C5orf22
FOXP1	CDC73
FOXP1	RPL14
FOXP1	KLK3
FUS	ANKRD18B
FUS	CFL1
FUS	PIP5K1A
FUS	PSPC1
FUS	PTGES2
FUS	RANGAP1
FUS	RIF1
FUS	RTTN
FUS	SUMO2
FUS	UBE2I
FUS	USP10
FUS	YWHAZ
FUS	ZNF207
FUS	AR
FUS	KLK3
FZR1	ARHGDIA
FZR1	MYCN
GDAP1	YWHAZ
FOXK2	ADRM1
FOXK2	AKT2
FOXK2	CASP2
FOXK2	EIF4G1
FOXK2	FH
FOXK2	FKBP15
FOXK2	FOXJ3
FOXK2	HSF1
FOXK2	KCNH2
FOXK2	MCM3AP
FOXK2	NIPA1
FOXK2	NUDCD2
FOXK2	PEX10
FOXK2	PGAM5
FOXK2	PHTF2
FOXK2	PIP4K2B
FOXK2	PPP2R5D
FOXK2	PRICKLE3
FOXK2	PTGES2
FOXK2	RANGAP1
FOXK2	RNF126
FOXK2	SENP3
FOXK2	SLC40A1
FOXK2	SMURF1
FOXK2	STEAP3
FOXK2	TBC1D20
FOXK2	THADA
FOXK2	TMEM189-UBE2V1
FOXK2	TMEM64
FOXK2	UROS
FOXK2	USP10
FOXK2	SIN3A
G3BP1	C5orf24
G3BP1	CDC5L
G3BP1	CLINT1
G3BP1	DCTN5
G3BP1	G3BP2
G3BP1	MAPK14
G3BP1	MRPL52
G3BP1	PIP5K1A
G3BP1	POLR2D
G3BP1	TMEM189-UBE2V1
G3BP1	USP10
G3BP1	WBSCR16
G3BP1	YBX1
G3BP1	ZCCHC7
G3BP1	ZNF207
G3BP1	ZNF326
G3BP1	ZNF675
GABPB2	BID
GABPB2	BUB3
GABPB2	DOT1L
GABPB2	E2F3
GABPB2	ETNK1
GABPB2	FAM60A
GABPB2	GNG13
GABPB2	HSPA14
GABPB2	KLHL7
GABPB2	NFIA
GABPB2	PBX1
GABPB2	SAV1
GABPB2	TMEM68
GABPB2	UCK2
GABPB2	YIPF6
GABPB2	ZNF207
GABPB2	RPS3A
FXR2	ATG9A
FXR2	STUB1
GAB2	ARHGAP30
GAB2	SFTPC
GATAD1	ZNF12
GNB2	AP2S1
GNB2	ARHGDIA
GNB2	ELOVL1
GNPNAT1	EBNA1BP2
GNPNAT1	MSTO1
GPSM1	KCNC3
GPSM1	PDE4DIP
GPSM1	TMED10
GPSM2	KIF14
GRHL2	CDH1
GRHL2	GALNT3
GRHL2	NFATC3
GRHL2	RAB25
GRHL2	TACSTD2
GRSF1	AK2
GRSF1	ATP5G3
GRSF1	COPS8
GRSF1	DRD5
GRSF1	FH
GRSF1	MAPKAP1
GRSF1	MED14
GRSF1	MRPL39
GRSF1	MRPS7
GRSF1	MTX2
GRSF1	NUDCD2
GRSF1	PTGES2
GRSF1	SCO1
GRSF1	SOX17
GRSF1	TSFM
GRSF1	WBSCR16
GRWD1	PHB
GTF2F1	AP2S1
GTF2F1	ARHGDIA
GTF2F1	BAK1
GTF2F1	ELK1
GTF2F1	MAPK1IP1L
GTF2F1	OTUB1
GTF2F1	PHF23
GTF2F1	PPP5C
GTF2F1	PRMT1
GTF2F1	RANGAP1
GTF2F1	RNF26
GTF2F1	SF3A1
GTF2F1	SMARCC1
GTF2F1	UBE2I
GTF2F1	ADRA2B
GTF2F1	DLD
GTF2F1	GTF2H1
GTF2F1	HNRNPH1
GTF2F1	MMP17
GTF2F1	UPF1
GTF2F1	PDLIM7
GTF2F1	HS2ST1
GTF2F1	TBL3
GTF2F1	TTC17
GTF2F1	CACNA2D3
GTF2F1	CNOT6
GTF2F1	IFT22
GTF2F1	RSG1
GTF2F1	TSSK6
GTF2F1	RWDD2A
GTF2F1	C6orf1
GTF2F1	C16orf91
GTF2F1	SCARA5
GSTM2	GSTM1
GSTO1	AP2S1
GSTO1	DCTD
GSTO1	DDX17
GSTO1	HSBP1
GSTO1	MCFD2
GSTO1	MRPL4
GSTO1	SNAP23
GSTO1	SRA1
GSTO1	TRAPPC2L
GSTO1	TRAPPC3
GSTO1	WBSCR16
GSTO1	ZFPL1
GTF2E2	AQP1
GTF2E2	ASNS
GTF2E2	BID
GTF2E2	BUB3
GTF2E2	CHEK2
GTF2E2	CSTF2
GTF2E2	DENND1A
GTF2E2	DGUOK
GTF2E2	DNAJB11
GTF2E2	DTYMK
GTF2E2	EXOSC3
GTF2E2	FBXO5
GTF2E2	LRRC59
GTF2E2	MED8
GTF2E2	RAN
GTF2E2	RFC5
GTF2E2	SORBS1
GTF2E2	ZNF207
GTF3C3	ACP1
GTF3C3	CDC123
GTF3C3	EFCAB7
GTF3C3	NAE1
GTF3C3	NLN
GTF3C3	PAICS
GTF3C3	PLK4
GTF3C3	PSMA2
GTF3C3	RAN
GTF3C3	RFC2
GTF3C3	SAAL1
GTF3C3	STAMBP
GTF3C3	TPRKB
GTF3C3	UTP20
GTF3C3	YBX1
GTF3C3	ZBTB4
GTF2F2	ALKBH8
GTF2F2	BRD7
GTF2I	ANKHD1-EIF4EBP3
GTF2I	CANX
GTF2I	DDX3X
GTF2I	EXOC5
GTF2I	PIP5K1A
GTF2I	WBSCR16
GTF2I	WDR1
GTF2I	YWHAZ
H1FX	ABCC8
H1FX	ARHGAP30
H1FX	CAPZB
H1FX	CNTROB
H1FX	IGFL1
H1FX	JSRP1
H1FX	MYO18A
H1FX	ROCK1
H1FX	STX5
H1FX	TMCC1
H1FX	TPCN1
H1FX	USP7
H1FX	ZNF286A
H1FX	ZNF414
GTF2H1	CDC5L
GTF2H1	CYB5R4
GTF2H1	DCUN1D1
GTF2H1	PSPC1
GTF2H1	ZNF44
H2AFX	BIRC5
H2AFX	CDC20
H2AFX	CDT1
H2AFX	DTYMK
H2AFX	FANCG
H2AFX	FBXO5
H2AFX	GINS2
H2AFX	KIF14
H2AFX	KIF20A
H2AFX	LMNB2
H2AFX	LRRK2
H2AFX	MKI67
H2AFX	MSTO1
H2AFX	PSRC1
H2AFX	RCC1
H2AFX	TUBB3
H2AFX	UBE2C
HEATR3	CSTF2
HEATR3	NUDCD2
HEATR3	PSMA7
HEATR3	WDR89
HGS	ARHGDIA
HGS	FAM50A
HGS	GRINA
HGS	MGAT4B
HGS	PRKCSH
HGS	SHC1
HGS	SMARCD1
HGS	UBE2Z
HEATR1	ANKRD17
HEATR1	BIRC5
HEATR1	BUB3
HEATR1	C5orf24
HEATR1	CCNB2
HEATR1	CDC123
HEATR1	CHEK2
HEATR1	DDX18
HEATR1	DDX52
HEATR1	GNG13
HEATR1	HEATR3
HEATR1	HELLS
HEATR1	HMGN1
HEATR1	HMMR
HEATR1	KIAA0020
HEATR1	LRRC58
HEATR1	LRRC59
HEATR1	NME1-NME2
HEATR1	NSUN2
HEATR1	PAICS
HEATR1	PCNA
HEATR1	PIK3C2A
HEATR1	PLK4
HEATR1	POLQ
HEATR1	PPP2R1B
HEATR1	RAN
HEATR1	RCC1
HEATR1	RPP40
HEATR1	SAAL1
HEATR1	SF3B3
HEATR1	SNRPB
HEATR1	SRP72
HEATR1	SSB
HEATR1	TARDBP
HEATR1	TFAM
HEATR1	ZCCHC7
HEATR1	ZNF449
HEATR1	ZNF92
HBP1	TTF2
HBP1	NCF1
HMGB1	DUT
HMGB1	LUC7L2
HMG20B	ACLY
HMG20B	AP2S1
HMG20B	AP4M1
HMG20B	CDK2
HMG20B	ELOVL1
HMG20B	ORMDL2
HMG20B	PGRMC1
HMG20B	PHF23
HMG20B	SND1
HMG20B	SSR2
HMGA1	BIRC5
HMGA1	BUB1
HMGA1	CCDC86
HMGA1	CDC20
HMGA1	CDT1
HMGA1	DIAPH3
HMGA1	GTF3C2
HMGA1	MAPK1IP1L
HMGA1	MKI67
HMGA1	MTHFD1L
HMGA1	OTUB1
HMGA1	PA2G4
HMGA1	PTTG1
HMGA1	RCC1
HMGA1	RNF126
HMGA1	SLC7A5
HMGA1	TK1
HMGA1	UCK2
HMGA1	BRCA1
HMGA1	CDH1
HMGA1	CXCL1
HMGA1	IL1B
HMGA1	INSR
HMGA1	KL
HMGA1	PTGS2
HMGA1	TWIST1
HMGB2	DEK
HMGB2	DEPDC1
HMGB2	FBXO5
HMGB2	HMMR
HMGB2	KIF14
HMGB2	KIF4A
HMGB2	MED30
HMGB2	RNF138
HOMER3	LAMP1
HOMER3	YWHAE
HOXA9	ANK3
HOXA9	CD52
HOXA9	MME
HOXA9	POMK
HOXA9	MYCN
HOXA9	NFKB1
HOXC9	HOXB8
HTATSF1	AP2A1
HTATSF1	ATF1
HTATSF1	C5orf22
HTATSF1	CDC5L
HTATSF1	CKAP5
HTATSF1	FH
HTATSF1	KCNH2
HTATSF1	PPP5C
HTATSF1	PSPC1
HTATSF1	RAB6A
HTATSF1	SENP3
HTATSF1	USP10
HSF2	C2orf49
HSF2	FH
HSF2	KLHL7
HSF2	MED21
HSF2	NFYC
HSF2	SRPX
HSF2	WDR89
HSF2	MAP2K4
ILF3	ASAH1
ILF3	AURKA
ILF3	BUB1
ILF3	BUB3
ILF3	C9orf114
ILF3	CDCA5
ILF3	CHERP
ILF3	CKAP5
ILF3	DTYMK
ILF3	EDC3
ILF3	FAM60A
ILF3	FBXO5
ILF3	GINS2
ILF3	LMNB2
ILF3	MCM3
ILF3	MKI67
ILF3	MRPL4
ILF3	MRTO4
ILF3	NOLC1
ILF3	PA2G4
ILF3	PAICS
ILF3	POLQ
