geneSym	TCGA-A2-A0D0	TCGA-BH-A0HK	TCGA-C8-A12T	TCGA-A2-A0D2	TCGA-C8-A12U	TCGA-AR-A1AS	TCGA-A2-A0EV	TCGA-AN-A0AM	TCGA-D8-A142	TCGA-AO-A0JL	TCGA-BH-A0BV	TCGA-A2-A0T6	TCGA-E2-A158	TCGA-E2-A15A	TCGA-A2-A0T7	TCGA-C8-A12Q	TCGA-A8-A079	TCGA-A2-A0YF	TCGA-BH-A0DD	TCGA-BH-A0E9	TCGA-A2-A0YG	TCGA-E2-A150	TCGA-BH-A18N	TCGA-A2-A0YM	TCGA-BH-A0C7	TCGA-A2-A0SX	TCGA-A7-A0CD	TCGA-C8-A12W	TCGA-AN-A0AL	TCGA-A7-A0CE	TCGA-BH-A0C0	TCGA-A2-A0YC	TCGA-A7-A0CJ	TCGA-AO-A12F	TCGA-A2-A0YL	TCGA-A8-A06Z	TCGA-A2-A0D1	TCGA-A2-A0CM	TCGA-A8-A09G	TCGA-C8-A131	TCGA-C8-A134	TCGA-A8-A09I	TCGA-C8-A12L	TCGA-A2-A0EX	TCGA-AN-A0FL	TCGA-BH-A0DG	TCGA-AN-A0AS	TCGA-AO-A0JC	TCGA-A8-A08Z	TCGA-AR-A0TX	TCGA-AO-A0JE	TCGA-AN-A0AJ	TCGA-AO-A0JM	TCGA-C8-A12V	TCGA-A8-A08G	TCGA-AO-A12D	TCGA-AN-A04A	TCGA-BH-A0AV	TCGA-AO-A12B	TCGA-AO-A12E	TCGA-A8-A06N	TCGA-A2-A0T1	TCGA-AR-A0TR	TCGA-AO-A03O	TCGA-BH-A18R	TCGA-AR-A0TT	TCGA-AR-A1AQ	TCGA-AR-A0TV	TCGA-C8-A12Z	TCGA-AO-A0JJ	TCGA-AR-A0TY	TCGA-AR-A0U4	TCGA-BH-A0HP	TCGA-AR-A1AP	TCGA-AN-A0FK	TCGA-AO-A0J6	TCGA-AR-A1AW	TCGA-AR-A1AV	TCGA-C8-A135	TCGA-BH-A0EE	TCGA-AO-A0J9	TCGA-BH-A0E0	TCGA-BH-A18U	TCGA-A2-A0YI	TCGA-A2-A0EQ	TCGA-BH-A18V	TCGA-A7-A13F	TCGA-BH-A0E1	TCGA-C8-A12P	TCGA-BH-A0C1	TCGA-A2-A0EY	TCGA-C8-A138	TCGA-E2-A154	TCGA-BH-A0BZ	TCGA-D8-A13Y	TCGA-A8-A076	TCGA-AO-A126	TCGA-E2-A10A	TCGA-BH-A18Q	TCGA-C8-A130	TCGA-E2-A159	TCGA-A2-A0T3	TCGA-A2-A0YD
IFITM3	-0.308	0.0237	0.0094	-0.2038	-0.3328	-0.0491	-0.0567	-0.1624	-0.413	-0.2755	0.1615	0.0038	-0.7868	0.2686	0.0604	-0.4194	0.2458	0.0755	-0.0233	-0.0575	-0.4204	-0.243	-0.152	-0.0535	0.0991	0.0594	0.2979	-0.2046	-0.545	-0.2473	-0.4349	-0.0476	0.2623	-0.5726	0.0217	-0.2073	-0.6144	0.1612	0.0659	-0.0218	0.1102	-0.1568	-0.4375	-0.0881	0.0981	0.001	-0.0722	4e-04	0.0369	-0.3049	-0.0278	0.1507	-0.0912	-0.1122	0.6498	-0.0582	-0.3438	-0.2504	0.1458	-0.0191	0.2862	-0.0593	0.0254	-0.1301	-0.0307	-0.2286	0.1335	-0.5847	0.0804	0.0351	0.1784	0.3511	0.0568	0.1256	0.2309	0.5209	0.0448	-0.1421	-0.2394	-0.2231	-0.3079	0.0836	-0.6588	-0.1489	-0.1459	-0.3822	-0.1714	-0.012	-0.2102	-0.0811	-0.3345	-0.4023	-0.0223	-0.2016	-0.5538	0.0398	0.452	0.0859	-0.403	-0.8977	-0.1638	0.4485	-0.0299
CD2BP2	-0.171	0.0274	0.0206	-0.0384	0.3018	0.9617	0.1808	0.3298	-0.0588	0.5207	0.1079	0.0149	0.695	0.119	0.1563	-0.0187	0.069	0.49	-0.0586	0.0986	0.1285	0.1234	0.8827	-0.0728	0.2546	-0.3712	0.2283	0.2154	-0.5292	0.3433	0.1397	0.3959	-0.1084	-0.2546	0.0105	0.5226	0.143	-0.1129	0.0652	0.1298	0.1076	0.109	0.1345	0.0284	0.0449	0.0709	0.0736	0.0213	0.4086	0.2867	0.2408	0.2332	0.2045	-0.0173	0.2958	-0.0512	0.3227	0.2047	0.1437	0.493	0.2605	0.0796	0.3377	0.1467	0.2553	0.745	-0.2235	0.6106	0.0926	0.0278	0.153	0.0432	0.0591	0.1226	0.4296	0.101	0.035	0.473	0.3624	0.393	0.3327	-0.2656	0.1973	-0.0014	-0.1287	0.2226	-0.1774	0.006	-0.0469	0.1752	0.3503	0.3448	0.4723	0.0506	0.8386	0.0699	0.1012	0.5628	0.3556	0.0626	-0.1053	0.1732	0.265
CDIPT	-0.171	0.0274	0.0206	-0.0384	0.3018	0.9617	0.1808	0.3298	0.1867	0.8283	0.1443	0.0149	0.695	0.119	0.1563	-0.0187	0.069	0.49	-0.0586	0.0986	0.2872	0.1234	0.8827	-0.0728	0.2546	-0.3712	0.2283	0.2154	-0.5292	0.5725	0.1397	0.3959	0.0788	-0.2546	0.0105	0.5226	0.143	-0.1129	0.0732554737810487	0.1298	0.1076	0.109	0.1345	0.0284	0.0449	0.0709	0.0736	0.0213	0.4086	0.2867	0.2408	0.2332	0.2045	-0.0173	0.2958	-0.0512	0.3227	0.2047	0.1437	0.493	0.2605	0.0796	0.3377	0.3205	0.4252	0.745	-0.2235	0.6106	0.0926	0.0278	0.153	0.0432	0.0591	0.1226	0.4296	0.101	0.035	0.473	0.2944	0.393	0.3327	-0.2656	0.1973	-0.0014	-0.1287	0.2226	-0.1774	0.006	0.17	0.1752	0.4648	0.3448	0.4723	0.0506	0.224	0.0699	0.1012	0.5628	0.3556	0.151	-0.1053	0.1732	0.265
ARIH2	-0.299	-0.0029	0.0264	-0.1776	-0.0516	0.3555	-0.1222	-0.138	-0.0266	-0.0804	0.1057	0.0115	-0.6961	-0.3739	0.1688	-0.4096	0.105	0.0581	-0.0955	-0.221	-0.1162	-0.6673	0.1677	-0.0458	-0.3709	-0.2951	0.1755	0.0621	-0.5108	-0.3075	-0.1906	0.0151	-0.5931	0.056	-0.2263	-0.3864	-0.6124	-0.1958	0.0394	-0.0028	-0.3941	-0.5478	-0.3905	0.0071	-0.7606	-0.3114	0.1663	-0.0054	0.0274	-0.2997	-0.3787	-0.0197	-0.4355	-0.0773	-0.0789	0.118	0.0528	0.2194	-0.1585	-0.0258	-0.2996	-0.0469	0.0434	-0.1073	0.2694	-0.277	0.1026	0.1131	0.0745	0.0066	-0.4744	-0.2713	0.0331	0.1127	-0.0152	-0.4536	-0.0194	-0.1294	-0.2154	0.0085	-0.0449	-0.2706	0.2899	0.0208	-0.1216	-0.0257	0.0951	-0.0146	-0.1704	-0.069	-0.0262	0.0761	0.0774	-0.42	0.3301	0.0636	-0.519	0.0577	-0.3927	-0.4242	-0.2027	-0.4492	-0.0211
ZER1	0.0547	0.0159	-0.2626	-0.20538043059126	0.2364	-0.0446	-0.0853	-0.3375	-0.0464	-0.2802	-0.1784	0.0127	0.475335318969159	-0.3777	0.0301	-0.0028	-0.0271	0.0592	-0.0951	0.1127	0.1382	-0.4042	-0.1554	0.1872	0.1078	-0.0812	-0.2393	-0.2283	0.084	-0.2871	0.2917	0.0025	-0.0643	-0.5247	0.022	0.3374	0.1392	-0.0695	0.0544	-0.139	-0.3654	-0.1479	0.3863	0.0131	0.0594	-0.0126	0.034	0.005	0.0326	0.0411	-0.0055	-0.0246	0.2041	-0.0794	-0.0758	-0.072	0.2649	0.114061171168824	-0.1481	-0.0366	-0.0067	0.37	0.351	0.4183	-0.0339	-0.0336	-0.1958	0.0441	-0.3986	0.0211	-0.4909	-0.2857	0.0668	-0.4079	0.1277	-0.0567	-0.0895	-0.1585	0.0152	0.0222	-0.0286	-0.2283	0.1024	0.2795	0.1164	0.251	-0.2024	-0.002	-0.1951	-0.0073	0.3966	-0.0764	-0.1962	-0.2043	-0.4864	0.0688	0.0774	0.072	-0.4079	-0.425	-0.1673	0.1601	-0.0239
TAB1	-0.2979	-0.009	0.0056	0.2227	-0.3631	-0.0185	-0.17	0.0433	0.2161	-0.0925	-0.5327	-0.4743	0.1876	-0.3887	-0.2443	-0.0185	0.0511	-0.5469	-0.072	-0.0414	-0.044	-0.1858	-0.1571	-0.0688	-0.3916	-0.301	0.4673	0.3368	0.8765	-0.3155	-0.0299	0.0013	-0.1137	0.0204	0.017	-0.1832	0.1513	-0.2323	0.0383	-0.0125	0.0983	0.0962	0.1358	0.0041	0.5357	-0.0197	0.1027	0.0163	-0.4855	0.0163	-0.0147	-0.3936	-0.1001	0.0141	-0.5714	0.0986	0.094	0.1262	0.1689	-0.4149	-0.0347	0.1176	-0.8658	-0.1042	-0.0529	-0.2576	-0.2226	0.5268	0.1313	0.0281	-0.5035	0.0301	0.0735	-0.4177	-0.3198	0.0098	-0.0621	-0.461	0.069	-0.0021	-0.2969	-0.2622	0.1315	0.0012	-0.0092	0.2485	0.1209	-4e-04	0.0196	-0.0339	-0.0394	-0.3361	-0.0207	-0.231	-0.5419	-0.223	0.081	-0.7226	0.34	-0.1506	-0.1836	-0.2439	-0.4065
HAX1	0.3639	0.9764	0.0068	0.1961	0.0603	0.7309	0.2862	0.2095	0.6024	0.8829	0.534	0.3492	0.7145	0.401	0.9604	0.5356	0.1225	0.4364	0.2479	0.4733	0.2918	0.372	-0.1611	0.552	0.4595	0.4503	0.4947	0.1967	0.1235	0.8664	-0.0491	0.3716	0.2659	0.7517	0.234	0.4548	0.1417	1.2811	0.3814	0.3275	0.0997	0.6462	0.6993	0.0016	0.6022	0.4192	0.3613	0.0782	0.6511	0.0276	0.3043	0.8133	0.494	0.1681	0.7398	0.3096	0.3171	0.998	0.4214	-0.0385	0.3064	-0.0505	0.5848	0.4153	0.2728	0.8156	0.4082	0.1308	0.8417	0.3617	0.1536	0.2593	0.3795	0.3336	0.6242	0.5047	0.2361	0.5652	0.3022	0.3554	0.5567	1.1451	0.3999	0.2908	-0.1266	1.0866	0.5574	0.7298	0.2187	0.8463	0.3405	0.2842	0.4726	0.2941	0.3513	0.4704	0.0653	0.3624	0.5909	0.1229	0.571	0.1438	0.8026
BAIAP2	-0.3092	0.0051	0.0254	-0.0094	0.552	-0.0065	0.486	0.8186	0.193	-0.2844	0.1598	0.0476	0.205	0.1523	0.087	0.0025	1.1109	0.0952	-0.0762	-0.0473	-0.0572	-0.2607	0.179	0.3736	0.4321	-0.0858	0.6691	0.205	0.1529	0.1602	0.4846	0.4041	0.5381	0.1089	0.0229	0.4433	-0.1849	0.1113	0.0532	-0.1919	0.0809	0.1177	0.365	0.0134	0.5037	0.2886	-0.3459	0.0088	0.0313	0.3073	0.0841	0.2378	-0.4488	0.2482	-0.4432	-0.0767	-0.3534	0.2074	0.1263	0.2605	0.5898	1.3817	0.0358	-0.0771	0.5763	-0.0265	0.1555	0.0803	-0.5241	0.232	-0.5165	0.5068	-0.3528	0.1228	-0.0124	0.5111	0.1057	0.1024	0.7135	-0.4788	-0.0258	-0.27	0.183	-0.0029	0.3068	-0.3836	0.3838	-0.01	-0.2523	-0.3588	-0.078	-0.3502	-0.0011	0.4311	-0.5348	0.0339	0.0848	0.0649	0.6301	0.0476	-0.1162	0.7874	-0.0114
TIMM44	-0.2221	0.0019	-0.2162	0.1917	-0.3299	-0.0608	-0.0945	-0.0868	-0.052	0.2164	0.0897	0.3037	0.7161	-0.3625	-0.2389	-0.415	0.0534	0.088	0.2174	0.1033	-0.3967	-0.3455	0.1831	-0.074	0.2725	0.4604	0.1526	-0.3246	-0.4861	0.5372	0.1116	-0.0313	0.2575	-0.1458	0.0245	-0.3659	0.6017	-0.3003	-0.1634	0.001	0.0964	-0.1503	0.4911	0.015	0.0882	-0.022	-0.2889	0.019	0.0308	0.0097	-0.0098	-0.0235	-0.4477	0.0379	-0.2582	0.2209	-0.3157	-0.2366	0.1426	-0.0588	-0.0293	-0.0703	0.0419	-0.1082	-0.0446	-0.2441	0.1756	0.0712	-0.4224	0.0128	0.142	0.2204	0.0737	0.1333	0.1894	0.0996	0.3179	0.0574	-0.2462	0.0244	-0.0223	-0.2514	-0.2845	-0.0015	0.1086	-0.3757	0.0807	-0.0161	-0.0263	0.2042	0.3531	-0.3421	0.0209	-0.0752	-0.5005	-0.0408	0.0815	0.0641	0.2892	0.0877	-0.179	0.8738	-0.013
ZBTB18	0.7931	0.9855	0.0196	0.4334	0.165	0.7316	0.3748	0.287	0.3259	1.1172	0.7408	0.3555	0.6744	0.4006	0.2463	-0.0136	0.2955	-0.5297	0.7477	0.4742	-0.1231	0.3594	-0.1628	0.1751	0.5832	0.809	0.6219	0.2205	0.4641	0.6387	0.144	0.4154	0.2432	0.9146	0.2338	0.479	0.1398	-0.0684	0.4458	0.1399	0.0607	0.6529	0.8571	-0.005	0.5973	0.3841	0.1563	0.0732	0.6616	0.0322	0.5201	0.4956	0.4839	0.0397	0.7962	0.196	0.3018	0.4573	0.4217	0.27	0.3154	0.0716	0.6087	0.4706	0.5106	-0.0523	0.1059	0.1419	0.7899	0.3606	0.1684	0.5659	0.371	0.3351	0.6845	0.1033	0.2385	0.6313	0.1969	0.3661	0.5385	0.0565	0.6097	0.289	0.3951	-0.067	0.5428	0.7452	0.2237	0.8284	0.3892	0.2842	0.4495	0.1937	0.2658	0.0813	0.067	-0.7288	0.8184	0.2073	0.3373	0.2561	0.4974
UBE2E3	0.0331	-0.0017	0.0192	-0.175	-0.0051	-0.1267	-0.0347	0.0198	-0.0598	-0.0631	-0.0932	0.0096	0.1228	0.0902	-0.0707	-0.0191	0.2088	0.027	-0.009	0.1077	-0.1097	0.0434	-0.1588	0.1479	-0.3798	0.158	-0.0898	-0.1174	0.8415	-0.2893	-0.0132	0.0054	0.1621	0.4266	0.0184	-0.3556	0.1314	0.0074	-0.085	0.0881	0.068	0.024	-0.065	-0.0123	0.5077	0.0017	-0.1176	-0.0056	0.0067	0.0295	0.0545	-0.7893	-0.0734	0.0493	-0.1441	-0.0473	0.0355	0.1056	-0.1407	-0.0169	-0.1283	-0.0526	0.009	-0.0864	-0.04	-0.0079	0.0986	-0.1291	0.0138	0.0382	-0.4821	-0.0452	0.0147	0.0406	-0.3116	0.1103	-0.0141	-0.1041	0.0735	-0.2141	-0.0458	-0.2849	0.0503564499473757	0.0225	0.0258	0.1496	-0.0821	-0.0157	0.2836	0.0902	-0.3269	-0.0487	-0.0451	0.0145	-0.5554	0.0558	0.0564	0.0475	-0.2975	-0.2774	-0.2019	-0.1164	-0.0258
EIF3M	-0.285347599818283	0.0167	0.0144	1.1371	0.544	-0.0563	-0.0472	0.2226	0.8493	-0.1984	0.1615	-0.0225	-0.771	0.2687	0.0332	-0.3909	0.2441	0.0545	-0.0297	-0.0406	-0.4523	-0.237	-0.1626	-0.1083	0.1199	-0.1473	0.2502	-0.148	0.1585	-0.2656	0.1514	-0.0476	0.2759	-0.5499	0.0217	-0.1418	-0.6161	0.0838	0.098	-0.0559	0.115	-0.5518	-0.3554	-0.0326	0.0477	-0.003	0.1641	0.0013	0.0269	0.294	0.0237	0.1989	-0.073	0.0512	0.3505	-0.0542	-0.2711	-0.2955	0.1657	-0.4067	0.1637	0.0704	0.0704	-0.1122	-0.0284	0.123440323241521	0.0897	-0.5298	0.0401	0.0462	0.1687	-0.2658	0.0209	0.0886	0.2206	0.1109	-0.1612	-0.1131	-0.2207	-0.2231	-0.3024	0.063	0.5963	0.4287	0.2126	0.2426	-0.1293	-0.012	-0.1425	-0.0921	0.2206	-0.0923	-0.0261	-0.0128	0.2177	0.0599	0.4487	0.0703	-0.3492	-0.0592	-0.205	0.4398	-0.0231
SEC23A	-0.263	0.0275	0.0308	0.1843	0.3145	-0.0231	-0.0249	0.2473	-0.4063	-0.3187	0.1507	0.0108	-0.7666	-0.5947	-0.0711	7e-04	0.3301	0.0418	0.0011	0.1114	-0.119	-0.2764	-0.1651	-0.4107	0.126	-0.0649	-0.1022	0.2756	0.1055	-0.2907	-0.0067	0.0091	0.3008	-0.2087	0.026	-0.2946	0.1453	-0.0957	0.1021	-0.0409	-0.3766	-0.157	-0.3174	-0.0128	0.0596	-0.0597287423508997	-0.1046	0.0029	0.0095	0.0348	0.2593	-0.0153	0.4323	0.0058	-0.119	-0.0478	0.3462	0.1	-0.1505	-0.0173	-0.004	-0.0488	0.3454	0.0973	-0.0351	-0.2085	-0.2059	0.1612	0.0327	0.057	0.1792	0.2771	0.0251	0.0882	-0.0091	-0.4614	0.1013	-0.0947	0.0826	0.3629	-0.0352	-0.2842	-0.1642	0.0203	-0.2352	-0.371	-0.4947	-0.0154	0.1432	-0.0884	-0.3229	0.318	0.095	0.1377	0.2593	0.2987	0.0733	0.0709	-0.3512	0.2119	-0.1874	1.4381	-0.0233
C1orf61	0.3538	0.9764	0.0068	0.1961	0.2912	0.7309	0.2862	0.2095	0.6024	0.8829	0.5536	0.3492	0.6804	0.401	0.9604	0.2846	0.1218	0.1773	0.2479	0.4733	0.1402	0.372	-0.1611	0.552	0.4595	0.4503	0.4947	0.1967	0.1235	0.8664	-0.0491	0.3716	0.2659	0.8461	0.234	0.4548	0.1417	1.1456	0.3814	0.3275	0.0997	0.6462	0.6993	0.0016	0.6022	0.4192	0.3613	0.0782	0.6511	0.0276	0.3132	0.51	0.494	0.0391	0.7398	0.3096	0.3171	0.1124	0.4214	-0.0385	0.2826	0.2812	0.5848	0.4153	0.2728	-0.2759	0.6251	0.0451	0.8417	0.3617	0.1536	0.2593	0.3685	0.3336	0.6242	0.7641	0.2361	0.5652	0.1973	0.3554	0.5499	1.1451	0.3999	0.2908	-0.1266	1.0866	0.5574	0.7298	0.2837	0.8463	0.3405	0.2842	0.4726	0.2941	0.3513	0.4704	0.0653	0.0897	0.5909	0.1229	0.571	0.1434	0.8026
CAP2	0.4958	0.016	0.0205	0.2148	0.0343	0.0041	0.1757	-0.0162	0.3509	0.3938	0.0997	0.0112	0.1752	0.1296	0.0758	0.2783	-0.2572	0.0552	-0.0458	-0.0462	0.1238	-0.3076	-0.1613	0.4772	0.1183	0.0738	0.7613	0.0794	-0.4657	0.1476	-0.2015	0.0058	0.2492	0.023	0.0222	-0.3813	0.1629	0.156135944462627	0.0837	0.0527	0.1222	0.1107	-0.2009	-0.0287	0.4503	0.0079	-0.1235	0.001	0.0225	0.0378	0.0161	0.4331	0.1631	0.0265	-0.2329	0.1162	0.5259	0.7599	0.1711	-0.0281	-0.0499	-0.0462	0.3515	-0.0621	-0.0308	-0.0482	-0.1819	0.3408	0.0504	-0.3977	0.1692	0.042	0.0357	-0.4509	0.2271	-0.4178	0.0356	0.1029	0.0747	0.0095	-0.0433	0.0707	0.360688417259809	0.0195	0.0098	-0.0596	0.1723	-0.0132	0.4022	0.1589	0.4064	0.132683640886251	-0.0361	0.159219717810464	-0.6	0.3063	0.0698	0.0601	0.0562	0.1552	0.1914	-0.4189	-0.031
CAP1	0.443	0.0133	0.0114	0.5007	0.0159	-0.0287	-0.0803	-0.0725	-0.2291	-0.2814	-0.1438	0.0139	0.7268	-0.0374	0.628	-0.0238	0.0275	-0.4745	0.2609	-0.2178	-0.1708	0.244	-0.1458	-0.0656	-0.1059	0.1227	-0.1911	-0.2211	0.1552	0.1366	0.1407	0.0087	-0.0631	0.4185	0.0198	0.4768	0.1489	0.0786	0.0525	0.1336	0.1232	-0.5348	-0.4003	0.0204	0.3282	-0.0102	-0.0537	0.0016	0.0252	0.0378	0.0041	-0.3872	0.2095	0.1823	-0.0691	-0.0548	0.2928	0.1398	-0.1549	0.239	0.3398	-0.0469	0.0558	-0.0711	-0.0465	-0.0266	0.1173	0.1155	-0.4812	0.0288	-0.4891	0.3021	0.0587	-0.0474	-0.3054	0.3892	-0.1059	-0.1509	-0.0747	0.1984	-0.2908	0.097	-0.2792	0.3457	-0.0047	-0.0095	0.1219	-0.0041	0.0493	-0.3447	-0.3159	-0.3512	-0.4608	-0.0402	0.313	0.0638	-0.5157	0.3944	0.0414	-0.0755	0.1876	-0.1634	-0.0225
LRRC41	0.1236	0.0217	0.0114	0.208	0.0159	-0.0287	-0.0803	-0.2237	-0.4114	-0.3064	-0.1146	0.0139	0.1657	-0.3699	0.1042	-0.0238	-0.33	-0.4745	-0.0455	-0.2178	-0.1708	0.244	-0.1458	-0.0499	-0.0926	0.1479	-0.1174	-0.2211	0.1552	0.1595	0.1463	0.0087	-0.0578	0.6425	0.0198	0.4768	0.1618	0.0786	0.093	-0.0155	0.4656	-0.5348	-0.0361	0.0204	-0.4304	-0.0102	-0.0537	0.0016	0.0252	0.0378	0.0041	-0.3872	0.2095	0.0566	-0.0645	-0.0522	-0.3114	0.1398	-0.1549	-0.0157	0.3398	-0.0456	0.0558	-0.0711	-0.0343	-0.0324	0.1173	0.1155	-0.4812	0.0288	-0.4891	0.0227	0.0587	-0.0474	-0.3186	0.3892	-0.1059	-0.1509	-0.0747	0.2129	-0.2842	0.097	-0.2792	0.0031	-0.0047	-0.0095	0.1121	-0.0041	0.1058	-0.3447	-0.3159	-0.3512	-0.4608	-0.0402	-0.5324	0.0638	0.0773	0.1822	0.0414	-0.0385	0.1876	-0.1634	-0.0225
STK25	-0.4183	-0.0017	-0.5972	-0.2115	0.5401	-0.1259	-0.0592	-0.0349	-0.258	-0.4309	-0.0935	0.0094	0.1747	-0.0817	-0.0462	-0.0143	-0.3877	0.0832	-0.0661	0.1061	0.1887	0.0609	-0.1491	0.1916	-0.1087	0.1364	-0.1806	-0.1854	-0.5133	-0.2517	-0.1868	0.0054	0.1809	-0.1958	0.0221	-0.4055	0.1361	-0.0158	-0.0865	0.1133	-0.4221	-0.2587	-0.4854	-9e-04	-0.8095	0.0017	-0.088	-0.0056	0.0215	0.0099	-0.4048	-0.2833	-0.0734	0.0308	-0.1301	-0.0578	0.0134	-0.2836	-0.1517	-0.0169	-0.0522	-0.0535	0.0047	-0.0968	-0.0499	-0.0079	0.1077	-0.1928	0.0691	0.0288	-0.4903	-0.2906	0.0503	0.081	-0.3116	-0.2383	-0.0141	-0.1041	0.063	-0.1934	-0.0418	-0.2843	-0.0785	0.0187	-0.1297	-0.4139	-0.1698	-0.0033	-0.2042	0.1338	-0.0278	-0.3707	-0.0346	-0.0194	-0.579	0.0558	0.0564	0.0619	-0.5762	-0.2774	-0.2019	-0.1753	-0.023
CARM1	0.866	0.0019	-0.199	0.1917	-0.3299	-0.0608	-0.1094	-0.0868	-0.052	0.2164	0.0897	0.3037	0.1901	-0.376	-0.2389	0.2926	0.0534	0.088	0.2061	0.1033	-0.1081	0.3536	0.1831	-0.074	0.2725	0.4604	0.1526	-0.3246	-0.4861	0.5372	0.1116	-0.0313	0.2575	-0.1458	0.0245	-0.3659	0.5977	-0.1798	-0.1776	0.001	0.0964	-0.1503	0.9903	0.015	0.0554	-0.022	-0.2919	0.019	0.0308	0.0097	-0.0098	-0.4442	-0.4477	0.0379	-0.2582	0.2209	-0.3157	-0.2417	0.1426	-0.0588	-0.0293	-0.068	0.0419	-0.1082	-0.0446	-0.2497	0.1756	0.0712	-0.4224	0.0128	-0.5375	-0.114	0.0737	0.1333	0.1894	0.0675	0.3179	0.0574	-0.2462	0.0244	-0.0223	-0.2514	0.0745337916569564	-0.0015	0.1086	0.2474	0.0807	-0.0161	-0.0263	0.2042	0.1701	-0.3297	0.0209	-0.0752	-0.5005	-0.0408	0.0815	0.0641	0.2892	0.0877	-0.1688	-0.179322763965128	-0.0242
SEMA4B	0.1482	0.0232	0.02	0.1902	0.0097	-0.0576	0.1224	0.4997	-0.428	-0.3054	0.0986	0.0135	0.7883	0.0481745770488892	-0.3033	-0.0134	0.0523	0.0702	-0.0464	-0.0543	-0.1026	-0.4109	0.1818	-0.3852	-0.1043	-0.295	-0.162	0.0097	0.2356	0.1856	0.3186	0.0072	0.255	-0.2715	0.0254	-0.3475	0.1363	-0.0977	0.09	-0.0527	0.1044	0.1381	-0.0335	-0.0092	-0.7725	-0.0029	-0.0495	0.0083	0.0308	-0.3004	0.1183	-0.2348	0.1345	-0.0812	0.267	0.5194	0.7043	0.5299	-0.1556	-0.0157	-0.019	-0.0513	-0.3119	-0.0763	-0.0318	1.5632	-0.2146	-0.1554	0.0723	0.0478	0.5144	0.3046	-0.3227	0.1164	-0.3192	-0.4424	-0.1542	0.1245	-0.228	0.196	-0.2447	-0.2742	-0.1922	0.0161	-0.2663	0.6141	0.3838	-0.0026	0.5001	-0.379	-0.3065	-0.0947	-0.1107	0.0598	1.3901	-0.2197	0.0706	0.5701	0.0816	0.1444	-0.1915	-0.1444	-0.0192
DDX17	0.1269	-0.009	0.0098	0.2227	-0.3631	-0.0202	-0.17	0.0248	0.1638	-0.0925	-0.5695	-0.4623	0.1911	-0.3887	-0.2443	-0.0336	0.0511	-0.5639	-0.0668	-0.0414	0.1257	-0.1578	-0.1571	-0.0688	-0.3926	-0.301	0.4673	0.2868	0.8765	-0.3047	-0.0299	0.0013	-0.1141	0.0656	0.017	-0.1832	0.1513	-0.2323	0.0691	-0.0049	0.1043	0.0962	0.1358	0.0041	0.5675	-0.0197	0.1027	0.0139	-0.4855	0.0163	-0.0147	-0.3936	-0.0806	0.0312	-0.5714	0.0986	0.094	0.1262	0.1689	-0.4149	-0.0347	0.1228	-0.8658	-0.1296	-0.0529	-0.2576	-0.2226	0.5628	0.1162	0.0281	-0.5035	0.0301	0.0735	-0.409	-0.3198	0.0098	-0.0621	-0.461	0.0639	-0.0021	-0.2914	-0.2622	0.1245	0.0127	-0.0092	0.2317	0.0877	-4e-04	0.0912	-0.0339	-0.0716	-0.3493	-0.0392	-0.231	-0.5419	-0.223	0.081	-0.7226	0.3466	-0.1467	-0.1926	-0.2404	-0.4065
CHERP	0.0026	0.0019	-0.176	0.1917	-0.3348	-0.0608	-0.1094	-0.1148	-0.2299	0.2164	0.0897	0.2917	0.1961	-0.376	-0.2389	0.463	0.0534	0.088	0.2061	0.1033	-0.1093	0.453	0.1718	-0.074	0.2725	0.4604	0.0978	-0.3246	0.1454	0.3564	0.1116	-0.0427	0.2575	-0.1458	0.0252	0.0911	0.5977	-0.1798	-0.1699	0.001	0.0876	-0.1503	0.1149	0.015	0.5177	-0.022	-0.3125	0.0106	0.0308	0.0114	-0.0222	-0.4338	-0.4433	0.0379	-0.0688	0.2209	-0.2999	-0.2441	0.1426	-0.0545	-0.0293	-0.068	0.0419	-0.117	-0.0446	-0.2611	0.1487	0.0712	0.1481	0.0128	0.168	0.0055	0.068	0.1147	0.1894	0.0852	0.3153	0.0574	-0.2462	0.0172	-0.0223	-0.2612	-0.0651	-0.0015	0.1086	0.2474	0.0807	-0.0125	-0.0263	0.2062	0.1388	-0.3297	0.0209	-0.0752	-0.5005	-0.0408	0.0815	0.0641	0.2892	0.4789	-0.1688	0.6286	-0.0242
