geneSym	TCGA-A2-A0D0	TCGA-BH-A0HK	TCGA-C8-A12T	TCGA-A2-A0D2	TCGA-C8-A12U	TCGA-AR-A1AS	TCGA-A2-A0EV	TCGA-AN-A0AM	TCGA-D8-A142	TCGA-AO-A0JL	TCGA-BH-A0BV	TCGA-A2-A0T6	TCGA-E2-A158	TCGA-E2-A15A	TCGA-A2-A0T7	TCGA-C8-A12Q	TCGA-A8-A079	TCGA-A2-A0YF	TCGA-BH-A0DD	TCGA-BH-A0E9	TCGA-A2-A0YG	TCGA-E2-A150	TCGA-BH-A18N	TCGA-A2-A0YM	TCGA-BH-A0C7	TCGA-A2-A0SX	TCGA-A7-A0CD	TCGA-C8-A12W	TCGA-AN-A0AL	TCGA-A7-A0CE	TCGA-BH-A0C0	TCGA-A2-A0YC	TCGA-A7-A0CJ	TCGA-AO-A12F	TCGA-A2-A0YL	TCGA-A8-A06Z	TCGA-A2-A0D1	TCGA-A2-A0CM	TCGA-A8-A09G	TCGA-C8-A131	TCGA-C8-A134	TCGA-A8-A09I	TCGA-C8-A12L	TCGA-A2-A0EX	TCGA-AN-A0FL	TCGA-BH-A0DG	TCGA-AN-A0AS	TCGA-AO-A0JC	TCGA-A8-A08Z	TCGA-AR-A0TX	TCGA-AO-A0JE	TCGA-AN-A0AJ	TCGA-AO-A0JM	TCGA-C8-A12V	TCGA-A8-A08G	TCGA-AO-A12D	TCGA-AN-A04A	TCGA-BH-A0AV	TCGA-AO-A12B	TCGA-AO-A12E	TCGA-A8-A06N	TCGA-A2-A0T1	TCGA-AR-A0TR	TCGA-AO-A03O	TCGA-BH-A18R	TCGA-AR-A0TT	TCGA-AR-A1AQ	TCGA-AR-A0TV	TCGA-C8-A12Z	TCGA-AO-A0JJ	TCGA-AR-A0TY	TCGA-AR-A0U4	TCGA-BH-A0HP	TCGA-AR-A1AP	TCGA-AN-A0FK	TCGA-AO-A0J6	TCGA-AR-A1AW	TCGA-AR-A1AV	TCGA-C8-A135	TCGA-BH-A0EE	TCGA-AO-A0J9	TCGA-BH-A0E0	TCGA-BH-A18U	TCGA-A2-A0YI	TCGA-A2-A0EQ	TCGA-BH-A18V	TCGA-A7-A13F	TCGA-BH-A0E1	TCGA-C8-A12P	TCGA-BH-A0C1	TCGA-A2-A0EY	TCGA-C8-A138	TCGA-E2-A154	TCGA-BH-A0BZ	TCGA-D8-A13Y	TCGA-A8-A076	TCGA-AO-A126	TCGA-E2-A10A	TCGA-BH-A18Q	TCGA-C8-A130	TCGA-E2-A159	TCGA-A2-A0T3	TCGA-A2-A0YD
IPO8	0.1334	0.0163	0.0127	-0.1966	-0.8826	-0.0214	0.2257	0.0807	-0.2153	0.6392	0.147	-0.0182	0.1491	0.1238	0.2923	-0.0904	0.2627	0.0597	-0.067	-0.0387	-0.1235	0.3369	0.1672	0.5462	-0.1106	0.0796	0.2896	0.8873	0.3329	0.4096	-0.1993	0.0047	-0.5891	0.4628	0.0237	0.4588	0.1449	-0.0185	-0.3798	-0.2036	-0.3631	0.1015	0.2277	-0.0339	-0.7694	0.0024	0.9646	0.0148	-0.507	0.0396	0.0724	0.2684	-0.0749	-0.0749	0.2377	-0.2357	0.2945	0.7099	-0.1562	0.2676	0.2942	-0.0465	0.3454	-0.4728	0.2774	-0.0356	0.2298	0.1676	0.0139	0.0387	-0.5061	0.1614	0.0271	0.1033	0.2236	0.077	-0.0473	-0.1255	0.08	-0.25596132074011	0.3511	0.337	-0.2259	0.0124	-9e-04	0.731	0.1958	-0.0147	-0.1065	0.1509	0.2011	0.1432	-0.0091	-0.0175	0.2734	0.3068	-0.182979535483871	0.0672	0.4064	0.1807	-0.1942	-0.1004	-0.0222
PRDX4	-0.2966	0.0092	0.0085	-0.0732	0.0031	0.0217	0.0034	0.4449	-0.1299	0.0068	0.3878	0.0168	-0.1214	0.1041	0.0928	-0.1673	0.0269	0.0059	-0.0021	0.028	-0.2087	0.0142	0.0166	-0.2725	0.0735	0.0257	0.015	0.0053	0.1405	-0.4402	-0.0019	0.0041	0.1423	-0.3374	0.0102	0.054	0.0256	-0.2548	0.0064	0.0053	0.0823	0.0044	0.0462	0.0086	0.0752	0.3111	0.0259	0.0105	0.019	0.0186	-0.2676	0.4173	0.1996	-0.0707	-0.0328	-0.0023	-0.3748	-0.4291	0.0148	0.012	0.0668	0.1461	0.284	0.0492	0.0106	0.1658	0.0206	0.021	0.0159	0.1262	0.0411	-0.0941	0.0328	-5e-04	0.0084	0.2323	0.0118	0.0176	0.0111	0.0273	-0.0916	0.0141	0.0863	0.0155	-0.0667	0.0547	0.027	0.0104	0.1033	0.0047	-0.1887	0.0346	0.1195	0.0651	-0.0122	0.2581	0.017	0.0222	0.2687	0.1518	-0.0055	0.0094	0.0072
AGR2	-0.2862	1e-04	-0.1415	0.2516	0.0245	-0.0737	0.1948	0.1214	0.2404	-0.055	0.147	0.0107	0.6808	0.3252	0.0371	0.448711880568264	-0.1592	0.046	0.3916	0.1216	0.2876	0.0117	-0.1583	-0.0728	-0.1095	-0.3095	-0.6537	0.0968	0.6012	0.4131	0.097	0.0152	-0.0399	-0.0678	0.0254	0.4681	-0.6194	-0.0985	0.1106	0.2385	0.0643	0.1722	0.1818	0.0544	0.8443	-0.0031	0.1297	0.0037	-0.012	0.0364	0.0571	0.4466	-0.0595	0.1925	0.5587	0.1174	0.0542	0.0924	0.1674	0.2741	0.271	0.1936	0.3815	-0.1115	-0.0417	0.1418	-0.2096	0.1578	0.0382	0.0422	0.1786	-0.1222	0.3472	0.088	-0.0187	0.6475	0.0652	0.1517	0.0872	0.0034	-0.0353	0.3337	0.0791	0.0238	0.1136	-0.3835	0.2464	-0.022	0.3819	0.1398	0.2055	0.1394	0.284	0.1016	0.2604	0.3433	0.067	0.0661	-0.3346	-0.0167	0.1886	-0.7057	-0.0246
AGPAT2	0.0547	0.0159	-0.2559	-0.2243	0.2364	-0.0446	-0.115	-0.3178	-0.0454	-0.2802	-0.1784	0.0127	0.216	-0.3777	0.0246	-0.0136	-0.0271	0.0592	-0.0853	0.1075	0.1775	-0.4042	-0.1554	0.1765	0.0956	-0.1018	-0.2664	-0.2275	-0.5154	-0.2286	0.2914	0.0025	-0.0812	-0.1978	0.0126	-0.3865	-0.6128	-0.0754	0.0323	-0.139	-0.3807	-0.1479	0.3965	0.0131	0.0594	-0.0126	0.0419	0.005	0.0326	-0.003	-0.0096	-0.0246	0.1989	-0.0794	-0.0758	-0.072	0.2649	0.1839	-0.1481	0.0072	-0.0296	0.0714	0.3199	-0.5052	0.5873	-0.0437	-0.1958	0.0441	0.1266	0.0211	-0.4909	-0.149	0.0691	-0.4079	0.1277	-0.0519	-0.0895	-0.1225	0.0152	0.0222	-0.0614	-0.2628	0.298	0.2935	0.1164	0.2317	-0.2024	-0.002	-0.1743	-0.0035	0.3617	-0.0554	-0.1962	0.1978	0.3608	0.0688	0.0774	0.0999	-0.4246	-0.4297	-0.1356	0.1658	-0.0239
SPTLC1	-0.2929	0.0159	-0.2666	0.2027	0.2141	-0.0446	-0.0408	-0.3093	-0.2145	-0.3136	-0.1133	0.0127	0.1803	-0.3777	-0.0093	-0.0076	-0.0271	0.0592	-0.0461	0.1127	0.1382	-0.3965	-0.1554	-0.054	0.1185	-0.0377	-0.149	-0.2015	0.084	-0.2729	-0.1776	0.0025	-0.5224	-0.5369	0.0184	0.3501	0.1272	-0.0695	0.085	-0.155	0.1016	-0.1479	-0.3557	0.0031	0.0572	-0.0059	-0.0188	0.005	0.0326	0.0161	-7e-04	-0.035	-0.0879	-0.0794	-0.0741	-0.0471	-0.3006	0.1201	-0.1393	-0.0174	-0.0181	-0.1885	0.3522	-0.4618	-0.0339	-0.0453	-0.1957	0.1023	0.0394	0.0267	-0.4909	0.0399	0.0357	-0.4143	0.1277	0.0996	-0.0895	-0.1182	0.0308	0.0222	-0.0286	-0.2719	0.0354	0.289	0.1164	-0.354	-0.1546	-0.0189	-0.1536	-0.0417	0.2252	-0.0764	0.0794	-0.533252736923039	0.2643	0.0688	0.0774	0.0595	-0.3649	-0.3826	0.0144791813639921	0.2869	-0.0239
OLFM4	-0.9121	0.0011	-0.1764	-0.2097	-0.3526	-0.0129	-0.2943	-0.0815	-0.1781	-0.5499	-0.4457	0.0136	0.1893	0.0232	0.12	-0.0182	-0.6546	0.0459	-1.1106	-0.195	-0.0828	-0.2983	0.1572	-0.4192	-0.3874	0.0841	-0.6851	-0.0941	-0.4085	-0.3488	-0.1711	-0.0503	-0.5866	-0.5386	-0.2407	-0.3621	-0.6004	-0.6178	-0.3853	0.1249	0.0625	0.1281	-0.3345	-0.0024	0.0043	-0.0087	-0.0495	0.0045	-0.0086	-0.3031	-0.3028	-0.4645	-0.4443	-0.0566	0.2483	0.113	-0.2925	-0.319	0.1675	-0.4095	-0.5606	0.0072	-0.307	-0.4736	-0.0391	0.2559	0.1124	-0.5253	0.0402	-0.3854	0.1917	-0.0975	0.0268	0.0649	-0.007	-0.4644	-0.1886	0.1381	-0.2088	-0.2421	-0.0446	-0.2821	-0.5412	-0.342	0.0076	0.5559	-0.5294	-0.0229	-0.5029	-0.0963	0.4126	-0.0841	0.2973	-0.1865	-0.5128	-0.6006	-0.523	0.0561	-0.3077	-0.0813	-0.2044	-0.0992	-0.0202
ARFGEF1	0.63934836644101	0.0038	0.4428	0.2148	1.05146944683658	0.0155	-0.0324	0.0759	0.5401	1.0613	0.1615	0.1616	0.6703	0.7985	0.918	-0.0223	0.3728	0.0407	0.5239	0.0056	0.3181	0.5475	0.6906	0.5511	0.11	0.2891	0.2945	0.7957	0.0992	0.1713	0.601	0.0354	0.7523	0.5866	0.0208	0.9675	0.9031	0.3561	0.1047	0.6549	0.4236	0.0933	-0.0377	0.6177	0.5118	0.0053	1.1975	-0.0026	0.0304	0.0378	0.5549	0.9937	-0.4507	0.1804	0.3233	0.3917	-0.3093	0.4069	0.1637	0.2693	1.1375	0.9355	0.0619	0.8268	-0.4947	0.1507	0.3099	0.1449	0.0305	0.0464	1.3417	0.146	0.0142	0.4623	0.2222	0.7465	0.4932	-0.1032	0.4217	-0.5144	-0.3097	0.0531	0.418	0.0223	0.5426	0.6438	0.4178	0.1801	0.1575	0.132	0.4248	0.5529	0.3019	0.2113	0.7654	0.3987	0.4504	0.0593	0.0619	1.3747	0.2045	0.5762	-0.0243
CCT7	0.4161	-0.0017	0.0344	-0.1772	0.0206	-0.0973	-0.0413	0.0896	0.5879	-0.1997	-0.4193	0.0076	0.6805	0.1216	-0.0398	-0.0163	-0.0402	0.0392	-0.0371	0.1048	-0.0743	0.192	-0.1511	-0.0753	0.3098	0.1561	-0.1453	-0.1635	0.3203	0.1279	-0.0168	0.0017	0.2058	0.4062	0.0191	-0.3625	0.1345	-0.0462	-0.0223	0.1951	0.098	0.0901	0.089	-0.0044	0.074	0.0013	-0.0653	-0.0047	0.0107	0.2894	0.0153	0.694	-0.0781	0.0356	-0.0946	0.1091	0.047	-0.0176	-0.1427	-0.0163	-0.0585	0.0672	0.0149	-0.0707	-0.0419	-0.0522	0.1058	0.1486	0.0708	0.0356	0.1747	-0.0991	0.0269	0.053	-0.3039	0.1115	-0.0114	-0.1041	0.0747	-0.2069	-0.0348	0.3372	-0.036	0.0198	0.012	0.4544	-0.1543	-0.0159	0.0857	0.1139	0.2277	-0.0476	-0.0449	-0.0017	0.2777	0.0528	0.0708	0.0554	0.115	-0.0524	0.1927	-0.1143	-0.0215
NPC2	-0.3101	0.0275	0.0198	-0.2125	0.0037	-0.0271	-0.0688	0.2049	-0.2501	-0.3195	0.1266	0.0118	-0.7534	-0.3755	-0.0437	-0.4128	-0.0405	0.0594	-0.0533	0.0992	-0.1125	-0.2764	-0.1586	-0.0849	-0.3805	-0.0649	-0.1822	-0.3804	0.139	-0.3252	-0.008	0.0091	0.2924	-0.2012	0.021	-0.3178	0.1485	-0.1044	0.0668	-0.0177	-0.3536	-0.1917	-0.3642	0.0138	0.0585	0.0716	-0.3608	0.0029	0.0183	0.0348	0.2593	-0.0232	0.4238	-0.0623	-0.1886	-0.0434	0.2917	-0.2656	-0.1614	-0.0216	0.0117	-0.0524	-0.3217	0.2489	-0.0293	-0.1972	-0.2108	-0.5886	0.0821	0.0415	0.1792	-0.1194	0.06	-0.4126	-0.0091	-0.4416	-0.0922	-0.1545	0.0786	0.3604	-0.0348	-0.2618	-0.5651	0.0203	-0.2523	0.004	-0.5762	-0.0081	0.1033	-0.0741	-0.3192	0.3224	0.095	-0.1854	-0.5569	0.2999	0.0815	-0.7205	-0.3578	0.1056	-0.1832	0.2013	-0.0289
SORBS1	-0.2581	0.0167	0.4334	-0.1878	-0.3515	-0.0588	-0.0579	-0.3216	-0.228587909976616	-0.2949	-0.105	0.0169	0.197	0.1244	0.0659	-0.0071	-0.1789	0.052	-0.0298	-0.0414	-0.1834	-0.4498	-0.157	-0.0656	0.1044	0.1496	-0.1172	-0.2319	-0.4155	0.0579	-0.0294	0.0043	-0.076	-0.5456	0.0215	0.1271	0.1437	0.1946	0.0682	-0.0423	-0.2473	-0.0269580729941087	-0.3207	-0.0222	0.0234	-0.0018	-0.0904	0.0018	0.0325	0.0374	0.0277	-0.3907	-0.0723	-0.0787	-0.0987	-0.239	0.0219	0.0113	-0.1532	-0.0194	-0.5172	0.0527	-0.3101	0.1632	0.2863	-0.032	0.1411	-0.1336	0.0753	0.0396	0.1671	0.0242	0.3567	0.108	-0.0088	-0.0053	0.1895	-0.1187	0.0703	-0.4978	0.1906	0.0837	-0.0509	0.0155	0.205	-0.037	-0.1239	-0.0138	-0.1609	-0.0771	-0.0171	0.1543	0.0893	-0.0276	-0.5679	-0.2203	0.0752	0.0707	0.065	0.1057	-0.1916	-0.4066	-0.0218
SMC2	-0.2622	0.0159	-0.2666	0.17	0.2141	-0.0446	-0.0408	-0.2385	-0.2211	-0.3136	-0.1133	0.0127	0.1318	-0.3777	-0.0093	-0.3796	-0.0271	0.0592	-0.0256	0.1127	0.1382	-0.4042	-0.1554	-0.0906	0.1185	-0.0377	-0.1013	-0.1705	0.084	-0.3366	-0.0251	0.0025	-0.5667	-0.5225	0.0184	-0.3073	0.1272	-0.0695	0.1032	-0.155	0.0987	-0.1479	-0.3515	0.0131	0.0572	-0.0059	-0.0188	0.005	0.0326	0.0411	0.0302	-0.035	0.2062	-0.0794	-0.1337	-0.0471	0.2739	0.0895	-0.1393	-0.0051	-0.517	-0.1885	0.3522	-0.4891	-0.0339	-0.0485	-0.1957	0.1023	0.0442	0.0467	-0.4909	-0.2857	0.0357	-0.4143	0.1277	0.0996	-0.0895	-0.0028	0.0519	0.0222	-0.0286	-0.2719	0.2698	0.289	0.1164	0.1927	-0.141	-0.0033	-0.1143	-0.0417	-0.3136	-0.0764	-0.2056	0.0692	0.2501	0.0688	0.0774	0.072	-0.3649	-0.3484	0.1955	0.2302	-0.0239
AHSA1	-0.3101	0.0275	0.0198	-0.2125	0.0037	-0.0271	-0.0688	0.0991	-0.4231	-0.3195	0.1637	0.0118	-0.7534	-0.3755	-0.0437	-0.3052	0.1695	0.0594	-0.0533	0.0992	-0.1125	-0.2764	-0.1586	-0.0849	-0.1336	-0.0649	-0.0904	-0.3804	0.139	0.3076	-0.008	0.0091	0.2924	-0.2012	0.021	-0.3176	0.1485	-0.105	0.0668	-0.0177	-0.3536	-0.1917	-0.3642	0.0138	0.0585	0.0716	0.8605	0.0051	0.0183	0.0348	0.2593	-0.0232	0.4238	-0.0623	-0.1886	-0.0434	0.2917	-0.2815	-0.1614	-0.0216	0.0117	-0.0524	-0.3217	0.2489	-0.0293	-0.1972	-0.2108	-0.5886	0.0821	0.0415	0.1792	-0.1194	0.06	-0.4294	-0.0091	-0.4416	-0.0922	-0.1545	0.0786	0.3604	-0.0348	-0.2618	-0.5651	0.0203	-0.1007	-0.011	-0.5479	-0.0081	0.1033	-0.0741	-0.3192	0.3224	0.095	-0.1854	-0.5569	0.2999	0.0815	-0.7205	-0.3578	0.1594	-0.1832	0.2537	-0.0289
SH2B2	0.115	0.0035	-0.1776	0.656	0.0012	-0.072	0.1262	-0.2058	0.187	0.2789	0.1584	0.0129	0.1917	0.1392	-0.2766	0.2795	-0.0353	0.0551	0.2306	0.1083	0.3104	0.0704	-0.1583	-0.3706	-0.3779	0.1496	-0.6759	-0.1961	0.1123	0.4464	-0.0025	0.0126	-0.078	0.49754502739726	0.0224	0.1365	0.1255	-0.094	0.0993	-0.0464	0.4339	-0.5024	-0.4023	0.0995	0.5241	-0.0114	-0.4189	6e-04	0.0094	0.0353	-0.3788	-0.3835	-0.0748	0.0554	0.2516	-0.0563	-0.3108	-0.2209	0.1681	0.2688	-0.0312	0.1883	0.3509	-0.4695	-0.0495	-0.0519	0.1432	-0.6102	-0.4555	0.0427	0.1464	-0.2807	0.038	0.1011	-0.0232	0.0423	-0.002	0.1272	0.0723	0.0042	-0.0465	0.3337	-0.1062	0.0179	0.0102	0.6935	0.0963	-0.0224	0.1374	0.2104	0.3845	-0.072	0.2745	-0.0024	0.3266	-0.1583	0.0967	0.0596	-0.3963	-0.139	0.1885	-0.509564254223829	-0.0267
PAICS	-0.0547	0.0042	0.0066	-0.1946	-0.0199	-0.0433	-0.0389	-0.0793	0.4328	0.6497	-0.1109	0.0127	0.1651	0.269	-0.1282	-0.0201	0.29	0.0631	-0.0895	-0.2004	-0.1229	-0.2672	0.1679	0.119	-0.3778	-0.3217	-0.0866	0.0494	0.1141	0.1289	0.1564	0.0124	-0.0789	-0.2062	0.022	-0.3778	0.1398	0.0196	-0.3903	0.0162	0.0998	0.0798	0.2526	0.0073	0.0591	0.0062	-0.1212	-0.0027	0.0118	0.043	0.0221	0.0773	0.2024	-0.0703	0.0986	-0.2389	0.0522	0.1505	-0.1549	-0.0259	0.3211	-0.1867	-0.3056	0.2243	-0.0343	-0.0342	-0.1983	0.1488	0.0693	0.0442	-0.4867	0.0454	0.0205	0.0731	-0.3498	0.418	0.0187	-0.0967	0.0848	-0.0116	-0.039	-0.2817	-0.488	0.0259	-0.1224	-0.342	-0.1271	-0.0213	-0.4949	-0.1042	-0.3045	-0.3402	-0.3048	-0.1716	-0.5634	0.0742	0.0698	0.0596	-0.3481	-0.064	-0.2095	0.6477	-0.0139
TBL3	-0.3023	0.0027	0.0138	-0.1702	0.5618	0.969	0.1741	0.3371	0.6596	0.2267	0.0692	0.0158	-0.7143	0.1375	0.1416	-7e-04	0.069	0.4933	-0.065	0.1033	0.1621	0.0446	0.8716	-0.0746	0.2673	-0.38	0.1923	0.2154	-0.3259	-0.2767	0.1425	0.4164	-0.0867	0.7322	0.0164	0.7095	0.143	0.198	0.0824	0.1271	0.1076	0.6765	0.1364	0.02	0.0759	0.0144	0.0842	0.0074	0.3777	0.2769	0.8469	0.2436	0.2045	-0.0092	0.2482	-0.0748	0.3368	-0.2592	0.1523	0.4888	0.3035	0.0796	0.3377	0.417	-0.017	-0.0521	-0.2125	0.664	0.1045	0.0301	0.1646	0.031	0.0644	0.1431	0.4296	0.1109	0.035	0.4556	-0.2828	0.3839	0.3975	-0.2697	0.2139	0.0082	0.1041	0.1433	-0.1924	0.019	0.0189	0.1939	0.5331	0.3637	0.478	0.0296	0.331	0.4573	-0.2282	0.5628	0.344	0.3207	-0.1945	0.1772	0.2722
MXD4	-0.221	-0.0031	0.0046	-0.1974	0.297	-0.045	-0.0517	-0.2426	-0.2728	0.0068	-0.1326	0.0175	0.188	-0.036	-0.1135	-0.0655	0.1829	0.0955	-0.0728	-0.232	-0.0777	-0.4123	0.1974	-0.0725	-0.393	0.33	-0.2083	0.0103	0.0692	-0.2633	-0.4229	-0.002	-0.5925	-0.5501	0.0249	0.0831	0.1458	-0.1961	-0.3981	0.0162	0.1199	-0.1791	0.1993	0.0123	0.0329	0.0096	-0.7058	-0.0036	0.0369	0.0379	-0.4181	0.4113	-0.4426	-0.0746	0.2532	-0.2752	-0.3211	0.1325	-0.1738	-0.007	0.3191	-0.1943	-0.9309	-0.0858	-0.0096	-0.0171	-0.1915	0.1319	-0.562	0.0266	-0.5122	-0.305	0.063	0.0827	-0.3498	-0.4526	0.0049	-0.1291	-0.2683	0.0112	-0.0402	-0.2957	-0.5834	0.0178	-0.131	-0.3776	-0.1715	0.0011	-0.5902	-0.0671	-0.0578	-0.3619	-0.2999	0.0888	-0.5879	0.0658	0.0759	0.0642	-0.4674	0.1418	-0.2135	-0.8653	-0.0223
PDLIM5	-0.1331	-0.003	0.0405	-0.1915	0.0119	-0.043	-0.0353	-0.0893	-0.0695	0.6161	-0.1042	0.0143	0.1369	0.1272	-0.1481	-0.0149	0.3876	0.0268	0.0231	-0.2027	-0.1205	-0.1946	0.1592	0.0715	-0.3858	-0.4439	-0.0798	0.0544	0.1173	0.1043	-0.0123	0.0117	-0.0868	-0.1737	0.023	-0.3735	0.1592	-0.0336	-0.3877	0.0162	0.077	0.121	-0.3112	-0.0121	0.4815	0.0142	-0.1187	-0.0034	-0.5239	0.0539	-0.2034	-0.0498	0.2024	-0.0689	0.0881	-0.2383	0.052	-0.2772	-0.1603	-0.0172	0.2943	-0.1839	-0.2945	-0.1645	-0.0416	0.2268	-0.1897	0.1468	-0.0014	0.0469	-0.4693	0.1843	0.0154	-0.242523799148215	-0.3678	0.4724	0.014	-0.0922	0.0882	-0.0011	-0.0529	-0.2812	-0.4171	0.0179	0.1158	0.5944	-0.0937	-0.0295	-0.1242	-0.1124	-0.3335	-0.3444	-0.2976	-0.1716	-0.5477	0.0731	0.0643	0.053	-0.3477	-0.3752	-0.1995	0.6774	-0.0229
STAMBP	0.4161	-0.0017	0.0344	-0.1772	0.0206	-0.0973	-0.0825	0.0896	0.5879	-0.1997	-0.4193	0.0076	0.6805	0.1216	-0.0398	-0.0163	-0.0402	0.0392	-0.0371	0.1048	-0.0743	0.192	-0.1511	-0.0753	0.3098	0.1561	-0.1453	-0.1635	0.1001	0.1279	-0.0168	0.0017	0.2058	0.4062	0.0191	-0.3625	0.1345	-0.0462	-0.0223	0.1951	0.098	0.0901	0.089	-0.0044	0.074	0.0013	-0.0653	-0.0047	0.0107	0.2894	0.0153	0.694	-0.0781	0.0356	-0.0946	-0.0461	0.047	-0.0176	-0.1427	-0.0163	-0.0585	0.0672	0.0149	-0.0707	-0.0419	-0.0522	0.1058	0.1486	0.0708	0.0356	0.1747	-0.0991	0.0269	0.053	-0.3039	0.1115	-0.0114	-0.1041	0.0747	-0.2069	-0.0348	0.3372	-0.036	0.0198	0.012	0.4544	-0.1543	-0.0159	0.0857	0.1139	0.2277	-0.0476	-0.0449	-0.0017	0.2777	0.0528	0.0708	0.0554	0.115	-0.0524	0.1927	-0.1143	-0.0215
ARID3B	0.1109	0.0156	0.02	0.1954	0.0236	-0.0564	0.1289	-0.0913	-0.4213	-0.2953	0.0986	0.0112	-0.6913	-0.0333	-0.2706	-0.0062	0.0564	0.0791	-0.0946	-0.0543	-0.1046	-0.4027	0.1818	-0.3684	-0.0958	-0.2883	-0.1825	-0.0129	0.0987	0.1667	-0.1793	-0.0088	-0.5469	-0.5385	0.0253	-0.3607	0.1355	-0.1209	0.0568	-0.0222	0.1044	0.1372	-0.039	-0.0092	-0.7498	-0.0029	-0.0432	0.0075	0.0308	-0.3003	-0.0385	-0.2241	0.1287	-0.0756	0.2861	-0.2301	0.6948	0.4833	-0.1553	-0.0123	-0.0147	-0.0471	-0.3164	-0.0808	-0.0299	-0.2548	-0.2043	-0.1509	0.0723	0.0344	0.5003	0.0373	-0.3124	0.1221	-0.3192	-0.4378	-0.1542	0.1235	-0.2356	0.0873	-0.2464	-0.2624	-0.2304	0.0139	-0.2566	0.1932	0.3355	-1e-04	0.6577	-0.3636	-0.3166	-0.085	-0.1056	-0.0628	0.2733	-0.2181	0.0706	0.571	0.0695	0.1407	-0.1841	-0.1444	-0.0126
POLR3C	0.5311	0.9996	0.0825	0.2057	-0.3423	0.7049	0.3369	-0.0174	0.6449	1.0187	0.5058	0.354	0.7012	0.4035	0.542	0.068	-0.0921	0.4422	0.3183	0.4701	0.2053	0.3823	-0.1781	0.2343	0.4299	0.4928	0.6411	0.2386	0.1725	1.0528	0.0072	0.4221	0.3721	0.9033	0.2304	0.5035	0.1483	0.5675	0.4772	0.3116	0.108	0.7156	0.5594	0.0103	0.2127	0.1773	0.341	0.0933	0.6802	0.0324	0.3591	0.2863	0.0717	0.1817	0.7411	0.3303	0.2917	1.0476	0.4151	-0.0096	0.3025	-0.0441	0.6016	0.4306	0.2783	-0.2962	0.3718	-0.1398	0.7742	0.3768	0.1665	0.3223	0.3704	0.3764	0.5971	0.1183	0.2436	0.6286	0.1653	0.3561	0.546	1.0782	0.5076	0.2767	-0.0986	0.5607	0.5907	0.7723	0.9743	0.8327	0.4009	0.522	0.4621	0.047	0.2885	0.1153	0.0653	0.8909	0.4092	0.2394	0.1895	0.2807	0.8153
IVNS1ABP	0.1749	0.9766	0.0422	-0.1899	0.1951	0.6956	0.3689	0.1859	0.3626	0.9552	0.5909	0.3558	0.1013	0.4115	0.6144	0.7135	-0.0553	0.4315	0.2769	0.4712	0.5126	0.3728	-0.1789	0.1502	0.4388	0.3839	0.6039	0.2319	0.4719	1.0577	0.2535	0.4094	0.2311	0.877	0.2345	0.4786	0.1417	0.2982	0.4449	0.2896	0.3589	0.6869	0.8673	0.0016	0.6022	0.4268	0.1212	0.0725	0.6511	0.0341	0.3241	0.2488	0.4607	0.0391	0.702	0.33	0.3171	0.1285	0.4231	-0.0245	0.2637	0.1871	0.5807	0.4115	0.2717	1.2155	0.1196	0.1393	0.7352	0.3618	0.1728	0.0026	0.3452	0.2903	0.6681	0.0981	0.2361	0.6219	0.1973	0.3554	0.5385	1.1451	0.4657	0.2908	0.2052	0.0975	0.5982	0.7445	0.3012	0.8096	0.3938	0.2842	0.4515	0.3645	0.2645	0.4958	0.0653	0.7272	0.6284	0.2089	0.1456	0.2861	0.8198
TXNIP	0.5311	0.9996	0.0825	0.2057	-0.3423	0.7049	0.3369	-0.0174	0.6449	1.0187	0.5986	0.354	0.7012	0.4035	0.542	0.068	-0.0921	0.4422	0.3183	0.4701	0.2053	0.3823	-0.1781	0.2343	0.4299	0.4928	0.6411	0.2386	0.1725	1.0528	0.0072	0.4221	0.3721	0.9033	0.2304	0.5035	0.1483	0.5675	0.4772	0.3116	-0.1633	0.7156	0.5594	0.0103	0.2127	0.1773	0.341	0.0933	0.6802	0.0324	0.3591	0.2863	0.0717	0.1817	0.7411	0.3303	0.2917	1.0476	0.4151	-0.0096	0.3025	-0.0441	0.6016	0.4306	0.2783	-0.2962	0.3718	-0.1398	0.7742	0.3768	0.1665	0.3223	0.3704	0.3764	0.5971	0.1183	0.2436	0.6286	0.1653	0.3561	0.546	1.0782	0.5076	0.2767	-0.0986	0.5607	0.5907	0.7723	0.9743	0.8327	0.4009	0.2769	0.4621	0.047	0.2885	-0.515	0.0653	0.8909	0.4092	0.2394	0.1895	0.2807	0.8153
