Feature	Gene	Type	Neighbor_inData	NumNeigh_inData
MCM4_prot	MCM4	prot	ACP1_mrna;ACTR5_mrna;ATAD5_mrna;AURKA_mrna;BCL2L12_mrna;BIRC5_mrna;BRCA1_mrna;BUB1_mrna;BUB3_mrna;C9orf40_mrna;CCNB2_mrna;CCNE2_mrna;CCT3_mrna;CDC20_mrna;CDC5L_mrna;CDCA5_mrna;CDK2_mrna;CDT1_mrna;CENPH_mrna;CENPM_mrna;CEP78_mrna;CFLAR_mrna;CHEK2_mrna;CHERP_mrna;DEPDC1_mrna;DTYMK_mrna;E2F1_mrna;EBNA1BP2_mrna;ECT2_mrna;EEF1E1_mrna;EIF4E_mrna;EP400_mrna;EXOSC3_mrna;FANCG_mrna;FBXO5_mrna;GINS2_mrna;GORASP2_mrna;GTF3C2_mrna;GUCY1A3_mrna;HELLS_mrna;HMMR_mrna;KCNH2_mrna;KIF14_mrna;KIF20A_mrna;KIF4A_mrna;LMNB2_mrna;LRP8_mrna;MCAM_mrna;MCM3_mrna;MCM3AP_mrna;MED20_mrna;METTL2A_mrna;MKI67_mrna;MRPL52_mrna;MRPS34_mrna;MSTO1_mrna;MTDH_mrna;MYO19_mrna;NDUFA4L2_mrna;NLE1_mrna;NME1-NME2_mrna;NOLC1_mrna;NUP155_mrna;NUP160_mrna;PAICS_mrna;PCNA_mrna;PDXP_mrna;PIP5K1A_mrna;PLK4_mrna;POLA1_mrna;POLR2D_mrna;PPP2R1B_mrna;PRIM1_mrna;PRKDC_mrna;PRMT1_mrna;PSMC3IP_mrna;PTGES3_mrna;RAD54L_mrna;RAN_mrna;RANGAP1_mrna;RBBP4_mrna;RCC1_mrna;RFC2_mrna;RFC4_mrna;RFC5_mrna;RNF126_mrna;SEC16A_mrna;SEPHS1_mrna;SERPING1_mrna;SLC40A1_mrna;SMC2_mrna;SNRPB_mrna;SNRPD1_mrna;TFAM_mrna;TIMELESS_mrna;TK1_mrna;UBE2C_mrna;UBE2I_mrna;UHRF1_mrna;USP10_mrna;WDHD1_mrna;XPO5_mrna;ZCCHC4_mrna;CDC5L_prot;FKBP4_prot;H2AFX_prot;HDAC5_prot;ING5_prot;KPNA3_prot;MCM3_prot;MCM5_prot;MCM6_prot;MCM7_prot;RAD21_prot;RPA1_prot;SMC3_prot;SSRP1_prot	117
MCM5_prot	MCM5	prot	AIFM3_mrna;AK2_mrna;BCL2L12_mrna;BIRC5_mrna;BUB1_mrna;CBX5_mrna;CCNB2_mrna;CDC20_mrna;CDCA5_mrna;CDT1_mrna;CENPH_mrna;CENPM_mrna;CEP78_mrna;CHEK2_mrna;DTYMK_mrna;E2F1_mrna;FAM107A_mrna;FBXO5_mrna;GINS2_mrna;HMMR_mrna;KIF20A_mrna;KIF4A_mrna;LMNB2_mrna;MCM3_mrna;MED8_mrna;NASP_mrna;NUP93_mrna;PCNA_mrna;PLK4_mrna;PTTG1_mrna;RAD54L_mrna;RCC1_mrna;RFC2_mrna;RFC4_mrna;RFC5_mrna;SF3B3_mrna;SLBP_mrna;SNRPB_mrna;TIMELESS_mrna;TK1_mrna;UCK2_mrna;XPO5_mrna;ZNF207_mrna;ZNF44_mrna;CDC5L_prot;CEBPA_prot;CIAO1_prot;ESR1_prot;FKBP5_prot;HDAC5_prot;ILF3_prot;MCM3_prot;MCM4_prot;MCM6_prot;MCM7_prot;PHLDA3_prot;SMC3_prot;SSRP1_prot;TRIM28_prot	59
MCM6_prot	MCM6	prot	AURKA_mrna;BIRC5_mrna;CBX2_mrna;CCNB2_mrna;CDCA5_mrna;CENPM_mrna;CEP78_mrna;CKAP5_mrna;DDX46_mrna;DNA2_mrna;DTYMK_mrna;DUT_mrna;FANCG_mrna;GINS2_mrna;GMNN_mrna;HELLS_mrna;HMMR_mrna;KIF20A_mrna;KIF4A_mrna;MCM3_mrna;MKI67_mrna;MSH2_mrna;NEIL3_mrna;NUP155_mrna;PAICS_mrna;PCNA_mrna;PLK4_mrna;POLA1_mrna;POLQ_mrna;PRIM1_mrna;RFC4_mrna;RFC5_mrna;SMC2_mrna;TK1_mrna;WDHD1_mrna;ECT2_prot;H2AFX_prot;HDAC5_prot;ING5_prot;KPNA3_prot;MCM3_prot;MCM4_prot;MCM5_prot;MCM7_prot;PAXIP1_prot;PMS1_prot;RPA1_prot;SF3B1_prot;SMC3_prot;SSRP1_prot;TNFAIP3_prot;TP53BP1_prot	52
MCM7_prot	MCM7	prot	BCL2L12_mrna;BIRC5_mrna;BUB3_mrna;CBX2_mrna;CBX5_mrna;CCNB2_mrna;CCT3_mrna;CDC20_mrna;CDCA5_mrna;CDK4_mrna;CDT1_mrna;CENPM_mrna;CFLAR_mrna;DTYMK_mrna;FAM78B_mrna;FANCG_mrna;FBXO5_mrna;FCHO2_mrna;GINS2_mrna;GMDS_mrna;HELLS_mrna;HMMR_mrna;KIF14_mrna;KIF20A_mrna;KIF4A_mrna;LMNB2_mrna;LRRK2_mrna;MCM3_mrna;MKI67_mrna;MPP6_mrna;MSH2_mrna;MYO19_mrna;NASP_mrna;NDUFA4L2_mrna;NEIL3_mrna;NLE1_mrna;NME1-NME2_mrna;PA2G4_mrna;PAICS_mrna;PCNA_mrna;PLK4_mrna;PPM1G_mrna;PRIM1_mrna;PTGES3_mrna;RAD54L_mrna;RAN_mrna;RBBP4_mrna;RCC1_mrna;RFC2_mrna;RFC5_mrna;RPLP0_mrna;RUVBL2_mrna;SAAL1_mrna;SEPHS1_mrna;SF3B3_mrna;SMARCC1_mrna;SNRPB_mrna;SNRPD1_mrna;STX5_mrna;TK1_mrna;TMEM68_mrna;TRAF4_mrna;UBE2C_mrna;UCK2_mrna;XPO5_mrna;ZNF207_mrna;CNOT8_prot;DDX5_prot;FHL2_prot;HDAC5_prot;INTS6_prot;MCM3_prot;MCM4_prot;MCM5_prot;MCM6_prot;MNAT1_prot;RAD21_prot;RBBP4_prot;RBL2_prot;RBM8A_prot;RPA1_prot;SMC3_prot;SSRP1_prot;TERF2_prot;TOMM34_prot;XRCC6_prot	86
MCM8_mrna	MCM8	mrna	METAP2_prot;MSH2_prot;NCAPG_prot;WDHD1_prot	4
MCMDC2_mrna	MCMDC2	mrna	ZNF143_prot	1
MCOLN1_mrna	MCOLN1	mrna	ARID3A_prot;RXRA_prot	2
MDN1_prot	MDN1	prot	NUP153_mrna;UGCG_mrna;WDR89_mrna;AR_prot;HDAC11_prot;TEX10_prot	6
MEA1_mrna	MEA1	mrna	CTNND1_prot	1
MEAF6_mrna	MEAF6	mrna	TBP_prot	1
MECOM_mrna	MECOM	mrna	ELK1_prot;RUNX1_prot;SMARCA4_prot	3
MECP2_mrna	MECP2	mrna	CTNND1_prot	1
MED11_mrna	MED11	mrna	CHD2_prot;JUND_prot	2
MED12L_mrna	MED12L	mrna	CEBPB_prot;E2F4_prot;TFAP2A_prot	3
MED12_mrna	MED12	mrna	CEBPB_prot	1
MED13_mrna	MED13	mrna	SFPQ_prot;ZCCHC11_prot	2
MED14_mrna	MED14	mrna	ASH1L_prot;DDX31_prot;GRSF1_prot	3
MED19_mrna	MED19	mrna	TFAP2A_prot	1
MED1_prot	MED1	prot	AR_mrna;AURKA_mrna;UBE2C_mrna;AR_prot;BRD4_prot;CREBBP_prot;ELL_prot;ESR1_prot;EZH2_prot;MED23_prot;PARP1_prot;POLL_prot;POLR2E_prot;RXRA_prot;RXRB_prot;TAF4_prot;TAF6_prot;TBP_prot;TP53_prot;TRRAP_prot;VDR_prot;ZNF281_prot	22
MED20_mrna	MED20	mrna	MCM4_prot;PATZ1_prot;RC3H2_prot;WHSC1_prot;ZBTB20_prot	5
MED21_mrna	MED21	mrna	ATF1_prot;MRPL44_prot;UTP15_prot	3
MED23_prot	MED23	prot	KISS1_mrna;TXNIP_mrna;CEBPB_prot;COPS2_prot;ELF3_prot;ESR1_prot;MED1_prot;PARP1_prot;RELA_prot;TRRAP_prot;VDR_prot;WDTC1_prot	12
MED25_mrna	MED25	mrna	YY1_prot	1
MED29_mrna	MED29	mrna	JUND_prot	1
MED30_mrna	MED30	mrna	ADARB1_prot;ATAD2_prot;HMGB2_prot;PWWP2B_prot;TFAM_prot	5
MED8_mrna	MED8	mrna	GTF2E2_prot;MCM5_prot;TFAP2A_prot;WDR4_prot	4
MEF2A_mrna	MEF2A	mrna	ASH1L_prot;HDAC4_prot;HDAC5_prot;HDAC7_prot	4
MEF2BNB-MEF2B_mrna	MEF2BNB-MEF2B	mrna	NFYA_prot	1
MEGF8_mrna	MEGF8	mrna	BHLHE40_prot	1
MEGF9_mrna	MEGF9	mrna	ZNF217_prot	1
MEIS2_mrna	MEIS2	mrna	HDAC2_prot	1
MEOX2_mrna	MEOX2	mrna	ZEB2_prot	1
MESDC2_mrna	MESDC2	mrna	LMAN2_prot;RAD21_prot;SMC3_prot	3
MESP1_mrna	MESP1	mrna	ZNF143_prot	1
MESP2_mrna	MESP2	mrna	E2F4_prot;IGHMBP2_prot;KLC3_prot;NFYB_prot;SF3B2_prot;ZC3H7B_prot;ZNF664_prot	7
METAP1D_mrna	METAP1D	mrna	ZNF143_prot	1
METAP2_prot	METAP2	prot	ANKRD17_mrna;C1QBP_mrna;CASD1_mrna;EIF3M_mrna;MCM8_mrna;PSMA2_mrna;RAN_mrna;RBBP4_mrna;SENP6_mrna;SMARCC1_mrna;ZNF207_mrna;ZNF493_mrna;ASB6_prot;DDX28_prot;EIF2AK2_prot;HMGA1_prot;NPEPPS_prot;PA2G4_prot	18
METTL17_mrna	METTL17	mrna	FOSL2_prot;JUND_prot	2
METTL23_mrna	METTL23	mrna	NR2F2_prot	1
METTL2A_mrna	METTL2A	mrna	BAZ2B_prot;CIAO1_prot;DDX19A_prot;EEF1E1_prot;EPRS_prot;MCM4_prot;MRPS12_prot;PNO1_prot;PRPF4_prot;RUVBL1_prot;TFAM_prot;TRIM27_prot;VARS_prot;WDR77_prot;YY1_prot	15
MET_mrna	MET	mrna	ETS1_prot;JUN_prot;PHLDA3_prot;RELA_prot;SP3_prot;STAT5A_prot;TP53_prot;YBX1_prot;ZNF143_prot	9
MEX3C_mrna	MEX3C	mrna	IGHMBP2_prot;LMO7_prot;PATZ1_prot;RAD21_prot;SMARCC1_prot;UACA_prot;WHSC1_prot	7
MFI2_mrna	MFI2	mrna	ELF1_prot	1
MFSD12_mrna	MFSD12	mrna	E2F4_prot	1
MFSD1_mrna	MFSD1	mrna	ARHGAP25_prot;E2F4_prot;EZH1_prot;ZBTB7A_prot	4
MGAT2_mrna	MGAT2	mrna	ASH1L_prot;BUB3_prot;MKL2_prot;POLR2E_prot;PRPF4_prot;RBM19_prot;RNGTT_prot;TRIM27_prot;XPNPEP1_prot;XRN2_prot;ZNF207_prot	11
MGAT4B_mrna	MGAT4B	mrna	ARPC1A_prot;ATF1_prot;HGS_prot;POLR2E_prot;RBL2_prot;RELA_prot;XPNPEP1_prot	7
MGA_mrna	MGA	mrna	RAD21_prot;TCERG1_prot	2
MGEA5_mrna	MGEA5	mrna	ADARB1_prot;ASH1L_prot;CPSF1_prot;DNAJC7_prot;EIF4A2_prot;RC3H2_prot;RIN2_prot;SFPQ_prot;SYNJ1_prot	9
MGMT_prot	MGMT	prot	ERCC1_mrna;CCNB1_prot;CREBBP_prot;DDX5_prot;EEF1B2_prot;EP300_prot;ESR1_prot;MCM3_prot;MSH2_prot;PABPC3_prot;PRPF4_prot;SSRP1_prot;XRCC6_prot	13
MGP_mrna	MGP	mrna	JUN_prot	1
MIA3_mrna	MIA3	mrna	CREB1_prot;MAZ_prot	2
MICAL3_prot	MICAL3	prot	MPV17L_mrna;WNT6_mrna;ECT2_prot;SSB_prot	4
MIDN_mrna	MIDN	mrna	RXRA_prot;ZBTB7A_prot	2
MIEF1_mrna	MIEF1	mrna	NR2F2_prot	1
MIER1_prot	MIER1	prot	C14orf159_mrna;TIPRL_mrna;CREBBP_prot;EHMT1_prot;H2AFX_prot;HDAC1_prot;HDAC2_prot;RBBP4_prot;WIZ_prot	9
MIF4GD_mrna	MIF4GD	mrna	BHLHE40_prot;IRF1_prot	2
MINA_mrna	MINA	mrna	DDX19A_prot;RAD21_prot;ZNF143_prot	3
MINK1_mrna	MINK1	mrna	CEBPB_prot;NFATC3_prot	2
MINPP1_mrna	MINPP1	mrna	ANAPC1_prot;COPS3_prot;DDX1_prot;MTX2_prot;ZBTB7A_prot	5
MIPOL1_mrna	MIPOL1	mrna	CEBPB_prot;ELF1_prot	2
MKI67_mrna	MKI67	mrna	ANAPC1_prot;ATAD2_prot;ATAD3A_prot;CCNA2_prot;CCNB1_prot;CDC20_prot;DDX11_prot;DTL_prot;H2AFX_prot;HMGA1_prot;ILF3_prot;MCM3_prot;MCM4_prot;MCM6_prot;MCM7_prot;NCAPD3_prot;NCAPG_prot;NCAPG2_prot;PA2G4_prot;PARP1_prot;RAE1_prot;REXO4_prot;SMARCA4_prot;SMARCC1_prot;SSRP1_prot;TEX10_prot;TP53_prot;WDHD1_prot;WHSC1_prot;ZFHX3_prot	30
MKL1_prot	MKL1	prot	INTS8_mrna;NOM1_mrna;RNF138_mrna;SMNDC1_mrna;TAGLN_mrna;YEATS4_mrna;KPNA3_prot;MKL2_prot;SMARCA4_prot;SSRP1_prot	10
MKL2_prot	MKL2	prot	FBLN1_mrna;MGAT2_mrna;OTUB1_mrna;SEPP1_mrna;MKL1_prot	5
MKRN1_mrna	MKRN1	mrna	FOXA1_prot	1
MKRN2_mrna	MKRN2	mrna	DDX31_prot;FBXL17_prot;LANCL1_prot;NR2F2_prot;PATZ1_prot;RNGTT_prot;SFPQ_prot	7
MLPH_mrna	MLPH	mrna	ATAD3A_prot;BOP1_prot;HMGA1_prot;NLE1_prot;PA2G4_prot;PHF8_prot;PNO1_prot;REXO4_prot;TOMM34_prot;WDR5_prot;ZBTB7A_prot	11
MMAB_mrna	MMAB	mrna	TP53_prot	1
MME_mrna	MME	mrna	CEBPA_prot;ETS1_prot	2
MMP17_mrna	MMP17	mrna	ELF1_prot;GTF2F1_prot;NR2F2_prot	3
MMP19_mrna	MMP19	mrna	JUN_prot	1
MMP24_mrna	MMP24	mrna	RAD21_prot	1
MMS22L_mrna	MMS22L	mrna	PHF8_prot	1
MNAT1_prot	MNAT1	prot	MRPS17_mrna;PSMB5_mrna;COPS6_prot;DMAP1_prot;ERCC3_prot;ESR1_prot;GTF2H1_prot;HDAC2_prot;MCM7_prot;RNF7_prot;TP53_prot;TRIM5_prot	12
MNDA_prot	MNDA	prot	CD52_mrna;FPR1_mrna;GLYATL2_mrna;ITGB2_mrna;MS4A7_mrna;TNFSF13B_mrna;WHSC1L1_prot	7
MOB3B_mrna	MOB3B	mrna	TCF3_prot	1
MORN1_mrna	MORN1	mrna	E2F4_prot;ELF1_prot;SF3B2_prot;UBTF_prot	4
MPC2_mrna	MPC2	mrna	CEBPB_prot	1
MPG_mrna	MPG	mrna	COPE_prot;IRF1_prot;MRPL23_prot;MRPS12_prot;PPIE_prot;SIVA1_prot;TFAP2A_prot	7
MPL_mrna	MPL	mrna	ETS1_prot;RUNX1_prot	2
MPP1_mrna	MPP1	mrna	JUN_prot	1
MPP6_mrna	MPP6	mrna	ANAPC11_prot;BOP1_prot;BUB3_prot;CCNA2_prot;CCNB1_prot;CDC20_prot;ECT2_prot;MCM7_prot;RPL26L1_prot;SSRP1_prot;TFDP1_prot;UTP15_prot;VARS_prot;WDR18_prot	14
MPPE1_mrna	MPPE1	mrna	ADARB1_prot;BRD4_prot;DDX51_prot;ELF1_prot;PHF11_prot;RBM14_prot;TRIM5_prot;TTC28_prot;ZNF362_prot	9
MPV17L_mrna	MPV17L	mrna	E2F4_prot;IGHMBP2_prot;LIMD1_prot;MICAL3_prot;ZMYND8_prot	5
MPV17_mrna	MPV17	mrna	TBP_prot	1
MPZL1_mrna	MPZL1	mrna	PTBP1_prot;WDR4_prot;ZNF207_prot	3
MRFAP1L1_mrna	MRFAP1L1	mrna	RAD21_prot	1
MRFAP1_mrna	MRFAP1	mrna	DDX51_prot;TRIM5_prot;TTC28_prot	3
MRGBP_mrna	MRGBP	mrna	CEBPB_prot	1
MRPL11_mrna	MRPL11	mrna	ANAPC1_prot;ANAPC11_prot;BOP1_prot;COPS3_prot;COPS6_prot;DDX19B_prot;DDX51_prot;KARS_prot;MRPS12_prot;NARS2_prot;POLE4_prot;PPIE_prot;RUVBL2_prot;SIVA1_prot;TERF2_prot;WDR12_prot;WDR18_prot;YBX1_prot;ZNRD1_prot	19
MRPL12_mrna	MRPL12	mrna	BOP1_prot;KARS_prot;MRPL24_prot;MRPS12_prot;PABPC4_prot;PHIP_prot;SHBG_prot;SMC3_prot;TACSTD2_prot;TCF3_prot;TIA1_prot;ZNF143_prot	12
MRPL14_mrna	MRPL14	mrna	EZH2_prot	1
MRPL17_mrna	MRPL17	mrna	ARPC1A_prot;HDAC1_prot	2
MRPL18_mrna	MRPL18	mrna	EIF2S1_prot;PNO1_prot;PPIE_prot;PSMD12_prot;REXO4_prot;WDR12_prot;WDR5_prot;ZNRD1_prot	8
MRPL20_mrna	MRPL20	mrna	PHF8_prot;YY1_prot	2
MRPL21_mrna	MRPL21	mrna	CEBPB_prot;NR2F2_prot	2
MRPL23_prot	MRPL23	prot	AP2S1_mrna;CLPP_mrna;GPS1_mrna;MPG_mrna;MRPL37_mrna;MRPL4_mrna;MRPS16_mrna;MRPS34_mrna;MRPS7_mrna;NDUFA11_mrna;OTUB1_mrna;PSMA7_mrna;SRM_mrna;TRAPPC2L_mrna;YBX1_mrna;ILF3_prot;MRPL28_prot;PSMD4_prot;RPS3_prot;TCF3_prot	20
MRPL24_mrna	MRPL24	mrna	ELF1_prot;RAD21_prot;RNF7_prot	3
MRPL24_prot	MRPL24	prot	ADAM17_mrna;HADH_mrna;MRPL12_mrna;MRPL51_mrna;POLDIP2_mrna;RNF7_mrna;CIAO1_prot;MRPL28_prot;MRPL44_prot;NPM1_prot;YBX1_prot	11
MRPL28_prot	MRPL28	prot	COPS6_mrna;MRPL23_prot;MRPL24_prot;MRPL44_prot;NPM1_prot;PSMD4_prot	6
MRPL35_mrna	MRPL35	mrna	MRPL44_prot;YBX1_prot	2
MRPL36_mrna	MRPL36	mrna	MRPS12_prot;MTX2_prot;POLE4_prot;TAF1_prot	4
MRPL37_mrna	MRPL37	mrna	BAZ2B_prot;BOP1_prot;COPS3_prot;DARS2_prot;DDX19B_prot;DDX51_prot;DHX30_prot;KARS_prot;MRPL23_prot;MRPS12_prot;PABPC4_prot;PPIE_prot;RPA1_prot;RUVBL2_prot;SIVA1_prot;VARS_prot;WDR18_prot;WDR5_prot;WDR77_prot;YBX1_prot;ZBTB7A_prot;ZNF511_prot;ZNRD1_prot	23
MRPL38_mrna	MRPL38	mrna	MRPS12_prot;NFYA_prot;NRF1_prot	3
MRPL39_mrna	MRPL39	mrna	COPS3_prot;GRSF1_prot;MTX2_prot;POLE4_prot;PSMD12_prot;PSMD6_prot;RBM28_prot;WDR12_prot;YBX1_prot	9
MRPL41_mrna	MRPL41	mrna	CEBPB_prot;MRPS12_prot;MTX2_prot;POLR2L_prot	4
MRPL43_mrna	MRPL43	mrna	CHD2_prot;MRPS12_prot;PPIE_prot;SIVA1_prot	4
MRPL44_prot	MRPL44	prot	ACP1_mrna;ATF1_mrna;C2orf49_mrna;C5orf22_mrna;CDC5L_mrna;COPS8_mrna;DCTD_mrna;EIF5_mrna;GM2A_mrna;GSTO1_mrna;GTF2A2_mrna;GTF2H1_mrna;KCNH2_mrna;MAPK14_mrna;MAPKAP1_mrna;MCFD2_mrna;MED21_mrna;MRPL35_mrna;NFYC_mrna;PGK1_mrna;PPP1R7_mrna;PPP6C_mrna;RABL3_mrna;SAR1B_mrna;SLC25A46_mrna;SNAP23_mrna;SRPX_mrna;THRAP3_mrna;TIMM44_mrna;WARS2_mrna;WBSCR16_mrna;WTAP_mrna;YBX1_mrna;ILF3_prot;MRPL24_prot;MRPL28_prot;NPM1_prot;SHC1_prot;TCF3_prot	39
MRPL4_mrna	MRPL4	mrna	BAZ2B_prot;BOP1_prot;COPE_prot;DDX19A_prot;DDX19B_prot;DDX51_prot;DDX56_prot;DHX30_prot;GSTO1_prot;ILF3_prot;KLHL7_prot;MRPL23_prot;MRPS12_prot;NFYC_prot;PA2G4_prot;RBM14_prot;RUVBL2_prot;TFAM_prot;TOX4_prot;UTP15_prot;UTP20_prot;VARS_prot;WDR18_prot;WDR77_prot;ZDHHC17_prot	25
MRPL51_mrna	MRPL51	mrna	MRPL24_prot	1
MRPL52_mrna	MRPL52	mrna	CASP2_prot;FBXO42_prot;G3BP1_prot;MCM4_prot;NCOA1_prot;TCF3_prot	6
MRPL53_mrna	MRPL53	mrna	ANAPC11_prot	1
MRPL55_mrna	MRPL55	mrna	ADARB1_prot;ELF1_prot;PDLIM7_prot;UBTF_prot	4
MRPS11_mrna	MRPS11	mrna	ANAPC11_prot;CTNND1_prot;PSMD4_prot;RBX1_prot;SIVA1_prot	5
MRPS12_prot	MRPS12	prot	ACP1_mrna;ADRM1_mrna;AHSA1_mrna;AK2_mrna;ANKRD39_mrna;AP2S1_mrna;AURKA_mrna;BANF1_mrna;BIRC5_mrna;BNIP1_mrna;BYSL_mrna;C1QBP_mrna;C9orf114_mrna;CARD9_mrna;CDC20_mrna;CDCA5_mrna;CDT1_mrna;CFLAR_mrna;CHEK2_mrna;CLPP_mrna;COPS8_mrna;DCTD_mrna;DDX51_mrna;DEF8_mrna;E2F4_mrna;FH_mrna;GLRX2_mrna;GPRASP1_mrna;GPS1_mrna;GSTO1_mrna;GTF2A2_mrna;HDAC8_mrna;HRSP12_mrna;HSBP1_mrna;HSF1_mrna;IFRD2_mrna;INPP5F_mrna;LARS2_mrna;LIAS_mrna;MAPKAP1_mrna;METTL2A_mrna;MPG_mrna;MRPL11_mrna;MRPL12_mrna;MRPL36_mrna;MRPL37_mrna;MRPL38_mrna;MRPL4_mrna;MRPL41_mrna;MRPL43_mrna;MRPS16_mrna;MRPS17_mrna;MRPS34_mrna;MRPS7_mrna;MSTO1_mrna;NDUFA11_mrna;NDUFA4L2_mrna;NDUFV2_mrna;NFYC_mrna;NSMCE4A_mrna;OTUB1_mrna;PGAM5_mrna;PGK1_mrna;PHB_mrna;PMPCA_mrna;PNO1_mrna;POLDIP2_mrna;PPP1R7_mrna;PPP5C_mrna;PRMT1_mrna;PSMA7_mrna;PSMD3_mrna;PSPC1_mrna;PUS1_mrna;RANGAP1_mrna;RCC1_mrna;RNF7_mrna;SAFB_mrna;SCO1_mrna;SLC29A1_mrna;SNRPB_mrna;SRA1_mrna;SRM_mrna;THRAP3_mrna;TIMM10_mrna;TIMM44_mrna;TIMM50_mrna;TIMM8B_mrna;TRAPPC2L_mrna;TRIM4_mrna;TRUB2_mrna;TUFM_mrna;TXNDC17_mrna;UCK2_mrna;UCKL1_mrna;WARS2_mrna;WBSCR16_mrna;WDR77_mrna;YBX1_mrna;YIF1A_mrna;ZNF593_mrna	101
MRPS16_mrna	MRPS16	mrna	BOP1_prot;CLPB_prot;CSTF1_prot;DARS2_prot;DDX19B_prot;MAZ_prot;MRPL23_prot;MRPS12_prot;POLE4_prot;PPIE_prot;RABEPK_prot;SIVA1_prot;VARS_prot;WDR18_prot;WDR77_prot	15
MRPS17_mrna	MRPS17	mrna	BOP1_prot;COPS3_prot;DARS2_prot;DDX51_prot;EEF1E1_prot;JUN_prot;KARS_prot;MNAT1_prot;MRPS12_prot;MTX2_prot;PNO1_prot;POLE4_prot;PSMD12_prot;RBM28_prot;RUVBL2_prot;TERF2_prot;UTP20_prot;WDR12_prot;WDR5_prot;ZNRD1_prot	20
MRPS30_mrna	MRPS30	mrna	COPS3_prot;PSMD12_prot;RBM28_prot;TERF2_prot;TEX10_prot;WDR12_prot;WDR5_prot;YBX1_prot	8
MRPS34_mrna	MRPS34	mrna	BAZ2B_prot;BOP1_prot;COPS6_prot;DDX19B_prot;MCM4_prot;MRPL23_prot;MRPS12_prot;PPIE_prot;RPA1_prot;RUVBL1_prot;RUVBL2_prot;SIVA1_prot;VARS_prot;WDR18_prot	14
MRPS7_mrna	MRPS7	mrna	GRSF1_prot;MRPL23_prot;MRPS12_prot;MTX2_prot;PSMD7_prot	5
MRTO4_mrna	MRTO4	mrna	BAZ2B_prot;BUB3_prot;DDX54_prot;DUS3L_prot;EIF2S1_prot;ILF3_prot;PWP1_prot;PWP2_prot;RBM8A_prot;SSRP1_prot;TFAM_prot;TRMT1_prot;UTP20_prot;WDR18_prot;WDR46_prot;YBX1_prot	16
MS4A15_mrna	MS4A15	mrna	YY1_prot	1
MS4A7_mrna	MS4A7	mrna	DOK2_prot;LGALS9_prot;MNDA_prot	3
MSH2_mrna	MSH2	mrna	ATAD2_prot;BUB3_prot;CCNA2_prot;CCNB1_prot;DNMT1_prot;DTL_prot;EEF1E1_prot;ERCC3_prot;KNTC1_prot;MCM3_prot;MCM6_prot;MCM7_prot;NASP_prot;NCAPG_prot;NF1_prot;RBBP4_prot;RPA1_prot;SMARCC1_prot;TP53_prot	19
MSH2_prot	MSH2	prot	ATAD5_mrna;BIRC5_mrna;BUB1_mrna;BUB3_mrna;CCNB2_mrna;CEP78_mrna;CHAC2_mrna;EEF1E1_mrna;FBXO5_mrna;HELLS_mrna;HMMR_mrna;KIF14_mrna;KNTC1_mrna;LARS_mrna;MCM3_mrna;MCM8_mrna;NAE1_mrna;NASP_mrna;NUP155_mrna;PAICS_mrna;PCNA_mrna;PDS5A_mrna;PLK4_mrna;PRIM1_mrna;PTGES3_mrna;RBBP4_mrna;RFC2_mrna;RFC4_mrna;RFC5_mrna;SGOL2_mrna;SLBP_mrna;SMARCC1_mrna;SMC2_mrna;SNRPD1_mrna;CREBBP_prot;DTL_prot;ESR1_prot;GRB7_prot;MGMT_prot;PMS1_prot;RAD21_prot;RBM25_prot;TOP2B_prot;TP53_prot;TRRAP_prot;XRCC5_prot;XRCC6_prot	47
MSH3_mrna	MSH3	mrna	BHLHE40_prot	1
MSN_mrna	MSN	mrna	BHLHE40_prot	1
MST1_mrna	MST1	mrna	EZH2_prot	1
MSTO1_mrna	MSTO1	mrna	CFLAR_prot;GNPNAT1_prot;H2AFX_prot;MCM4_prot;MRPS12_prot;NFYA_prot;SP2_prot	7
MT2A_mrna	MT2A	mrna	AHR_prot	1
MTA2_prot	MTA2	prot	CDH1_mrna;APPL1_prot;APPL2_prot;CHD3_prot;DNMT1_prot;ESR1_prot;EZH2_prot;GTF2E2_prot;HDAC1_prot;HDAC2_prot;HDAC5_prot;IKZF1_prot;LARP7_prot;MTA3_prot;RBBP4_prot;RBBP7_prot;SAP30_prot;SPAG9_prot;TOP2B_prot;TP53_prot;TP53BP1_prot;TRIM28_prot;TSC22D3_prot;XPO1_prot;YY1_prot;ZEB2_prot;ZGPAT_prot	27
MTA3_prot	MTA3	prot	CTSL_mrna;IGFN1_mrna;KIAA0020_mrna;NME1-NME2_mrna;PGAM5_mrna;ZNF649_mrna;ARNT_prot;CHD3_prot;ESR1_prot;HDAC1_prot;HDAC2_prot;HMG20B_prot;IKZF1_prot;JUN_prot;MTA2_prot;RAD21_prot;RBBP4_prot;RBBP7_prot;RCOR3_prot;TFAP4_prot	20
MTBP_mrna	MTBP	mrna	SNTB1_prot;WDHD1_prot	2
MTCH1_mrna	MTCH1	mrna	JUN_prot	1
MTCP1_mrna	MTCP1	mrna	CEBPB_prot	1
MTDH_mrna	MTDH	mrna	CCNA2_prot;MCM4_prot;NCAPG_prot;WDHD1_prot	4
MTF1_mrna	MTF1	mrna	CHD2_prot;NRF1_prot	2
